"distid","year","totpop","toptotvotes","topdem","toprep","sectot","secdem","secrep","topturnout","topdemshare","toprepshare","secdemshare","secrepshare"
238,"2010",825.306791644865,429.297424469432,177.16111371862,250.778861844565,442.389677208261,189.56802593954,243.175353629912,0.520167080672906,0.412676861356839,0.58416111430089,0.428509153142601,0.549685867817919
238,"2012",825.880157068591,602.566366257518,283.437224515216,309.146412065379,455.112650955081,182.232068991128,269.256719409119,0.729605089915574,0.470383413989097,0.513049564955738,0.400410906198066,0.591626532121373
245,"2002",730.158290829745,326.322129384499,99.2127802158166,111.77683133347,324.597481402621,200.736849439941,103.475051903822,0.446919706977058,0.304033258188617,0.342535247438784,0.618417766436558,0.318779589591068
245,"2004",737.328627318672,541.433001605018,246.151352277695,292.596785756179,539.710369437192,304.456681978205,233.221205647084,0.734317075920357,0.454629384518503,0.540411805133429,0.564111233022429,0.432122891932364
245,"2006",736.390820457688,367.672246894188,175.422486658064,182.607679562085,364.484096161669,217.330496995723,146.568052043103,0.499289557501096,0.477116475719607,0.496658861539358,0.596268806470295,0.402124684140105
245,"2008",730.458298911989,528.127900675261,292.534907637321,228.026458292328,0,336.582030685766,172.278234532148,0.723008967742447,0.553909208855066,0.431763703452847,0,0
245,"2010",730.53330093255,369.604644078587,148.170646245762,218.90009050261,376.451249776358,171.798643453098,191.172731872453,0.50593811891501,0.400889568406661,0.592254707860399,0.456363589057442,0.50782865506762
245,"2012",730.608302953111,551.736121825524,287.480503321771,257.713029315822,464.313398656983,188.596056112057,271.29581879791,0.755173626682605,0.521047094706409,0.467094719959842,0.406182670277377,0.584294615625196
280,"2002",4200.03667797017,1709.99818773135,749.718530925665,542.195601139758,1678.7060791513,962.936130344767,713.010663138326,0.407138870167624,0.438432354083551,0.317073786995696,0.573618063521638,0.4247382385717
280,"2004",4174.58057553637,2887.32393903729,1570.15166237729,1307.12343834107,2863.18289844563,1574.77165566368,1286.3953764229,0.69164407939744,0.543808625401701,0.45271104522373,0.550007355980856,0.449288579196689
280,"2006",4459.32070888728,2257.15599264787,1299.82346774562,903.859156823752,2253.72148638479,1246.67766858053,1004.65866029026,0.506165880410763,0.575867805317609,0.400441599857453,0.553164033848892,0.445777646599022
280,"2008",4457.03336683483,3158.11387771975,1977.74096209159,1132.99988942658,0,1982.21547636856,1086.78229190999,0.70856859659601,0.626241180232416,0.358758402418546,0,0
280,"2010",4521.282539051,370.813739836017,188.856666321658,180.759093453792,379.20621333597,193.952893438477,184.191259543977,0.0820151664120176,0.50930331331621,0.487466007957873,0.511470768720338,0.485728485099443
280,"2012",4585.53171126716,3329.40698758576,2042.98338447788,1245.68409874824,2718.94944512463,1445.75346642133,1248.93868495534,0.726067814427069,0.613617798032945,0.374145937517695,0.531732382525068,0.45934604896565
287,"2002",706.345788502075,355.667994145956,188.670173546127,84.9225540470313,326.211595379262,208.64348852531,103.279621959,0.503532405707706,0.530467111608312,0.238769176436442,0.639595561533414,0.316603160102034
287,"2004",709.771896701797,590.901269778567,360.643861506042,228.703087589216,571.140487696763,324.931957715433,246.208529981331,0.832522776013529,0.610328459170834,0.387041117164834,0.568917743908832,0.431082256091168
287,"2006",710.227721793885,443.041669544312,291.50718980131,138.650104138028,429.405564915048,314.317401175887,114.01113833844,0.623802276297076,0.657967883926444,0.312950482243885,0.731982598404542,0.265509224038573
287,"2008",712.520025216839,601.962322082341,426.827609774036,167.780948388283,0,406.662232681178,153.974591693411,0.844835654828294,0.709060341679743,0.278723339042029,0,0
287,"2010",714.06358439553,426.215998080732,257.172221662084,167.14479007747,427.264034819634,264.13513624951,150.311308373922,0.596888018651075,0.603384722347684,0.392159822320443,0.618201193463456,0.351799580878307
287,"2012",715.607143574221,621.505023203564,403.348846119543,207.399373223987,542.760755140712,312.269837650025,226.522306676183,0.868500306046907,0.64898726649138,0.333705063484349,0.575336066015068,0.417352036842562
308,"2002",1243.19566820912,506.259294078009,224.854785162215,241.399762768431,485.745746516959,292.675247414821,192.666392588731,0.407224145823561,0.44414944632615,0.476830283596203,0.602527658787442,0.396640411100346
308,"2004",1232.6815263552,794.598821866279,366.664270144118,423.431274939401,522.027047688068,426.075221718904,4.45142276497306,0.644609986340718,0.461445776225707,0.532886864776474,0.816193765449296,0.0085271879774953
308,"2006",1205.39477910906,510.035608579188,243.035888986594,261.229227737572,505.826146226323,292.91281042393,201.241317304669,0.42312744124889,0.476507688676133,0.512178411356967,0.579078034239993,0.397846807259794
308,"2008",1157.58304206264,695.14121411947,352.876901413544,330.960537494765,0,389.308070839394,284.765928221865,0.600510882468385,0.507633404905405,0.47610547435889,0,0
308,"2010",1136.17988552601,459.088284234845,199.83054524259,257.406650736786,471.325889942991,200.210337401074,257.178374136473,0.404063027416034,0.43527694368338,0.560690959835322,0.424781115727145,0.545648731852138
308,"2012",1114.77672898939,678.71931223126,323.185030963296,345.137929101449,518.939100784613,207.785442709496,306.642587526169,0.608838787697476,0.476168903903499,0.508513494285028,0.400404290976212,0.590902838237742
