"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2002","48149","05","0014","","03","Elem      ","N","Adams-Friendship Area","","Elementary School Type/ Prek-12","All Races","Both Genders",963,592,"61.4745586700                 ",371,"38.5254413200                 "
"2002","48149","05","0014","","03","Mid/Jr Hi ","N","Adams-Friendship Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",475,241,"50.7368421000                 ",234,"49.2631578900                 "
"2002","48149","05","0014","","03","High      ","N","Adams-Friendship Area","","High School Type/ PreK-12","All Races","Both Genders",694,254,"36.5994236300                 ",440,"63.4005763600                 "
"2002","48149","05","0014","","03","El/Sec    ","N","Adams-Friendship Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48149","05","0014","","03","Summary   ","N","Adams-Friendship Area","","Grades PreK-12","All Races","Both Genders",2132,1087,"50.9849906100                 ",1045,"49.0150093800                 "
"2002","46638","05","0014","0040","04","High      ","N","Adams-Friendship Area","Adams-Friendship Hi","Grades PreK-12","All Races","Both Genders",662,243,"36.7069486400                 ",419,"63.2930513500                 "
"2002","49365","05","0014","0080","04","Elem      ","N","Adams-Friendship Area","Castle Rock El","Grades PreK-12","All Races","Both Genders",141,91,"64.5390070900                 ",50,"35.4609929000                 "
"2002","48027","05","0014","0130","04","Elem      ","N","Adams-Friendship Area","Adams-Friendship El","Grades PreK-12","All Races","Both Genders",503,297,"59.0457256400                 ",206,"40.9542743500                 "
"2002","47387","05","0014","0140","04","Elem      ","N","Adams-Friendship Area","Grand Marsh El","Grades PreK-12","All Races","Both Genders",138,90,"65.2173913000                 ",48,"34.7826086900                 "
"2002","47386","05","0014","0180","04","Elem      ","N","Adams-Friendship Area","Pine Land El","Grades PreK-12","All Races","Both Genders",73,62,"84.9315068400                 ",11,"15.0684931500                 "
"2002","47708","05","0014","0200","04","Elem      ","N","Adams-Friendship Area","Roche A Cri El","Grades PreK-12","All Races","Both Genders",108,52,"48.1481481400                 ",56,"51.8518518500                 "
"2002","48026","05","0014","0210","04","Mid/Jr Hi ","N","Adams-Friendship Area","Adams-Friendship Mid","Grades PreK-12","All Races","Both Genders",475,241,"50.7368421000                 ",234,"49.2631578900                 "
"2002","49319","05","0014","0400","04","High      ","N","Adams-Friendship Area","Alternative Education School","Grades PreK-12","All Races","Both Genders",32,11,"34.3750000000                 ",21,"65.6250000000                 "
"2002","48244","05","0105","","03","Elem      ","N","Almond-Bancroft","","Elementary School Type/ Prek-12","All Races","Both Genders",234,93,"39.7435897400                 ",141,"60.2564102500                 "
"2002","48244","05","0105","","03","Mid/Jr Hi ","N","Almond-Bancroft","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48244","05","0105","","03","High      ","N","Almond-Bancroft","","High School Type/ PreK-12","All Races","Both Genders",306,67,"21.8954248300                 ",239,"78.1045751600                 "
"2002","48244","05","0105","","03","El/Sec    ","N","Almond-Bancroft","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48244","05","0105","","03","Summary   ","N","Almond-Bancroft","","Grades PreK-12","All Races","Both Genders",540,160,"29.6296296200                 ",380,"70.3703703700                 "
"2002","44908","05","0105","0020","04","Elem      ","N","Almond-Bancroft","Almond El","Grades PreK-12","All Races","Both Genders",198,80,"40.4040404000                 ",118,"59.5959595900                 "
"2002","44909","05","0105","0040","04","High      ","N","Almond-Bancroft","Almond Hi","Grades PreK-12","All Races","Both Genders",306,67,"21.8954248300                 ",239,"78.1045751600                 "
"2002","44910","05","0105","0060","04","Elem      ","N","Almond-Bancroft","Bancroft El","Grades PreK-12","All Races","Both Genders",36,13,"36.1111111100                 ",23,"63.8888888800                 "
"2002","48399","05","0126","","03","Elem      ","N","Tomorrow River","","Elementary School Type/ Prek-12","All Races","Both Genders",386,56,"14.5077720200                 ",330,"85.4922279700                 "
"2002","48399","05","0126","","03","Mid/Jr Hi ","N","Tomorrow River","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",195,40,"20.5128205100                 ",155,"79.4871794800                 "
"2002","48399","05","0126","","03","High      ","N","Tomorrow River","","High School Type/ PreK-12","All Races","Both Genders",291,41,"14.0893470700                 ",250,"85.9106529200                 "
"2002","48399","05","0126","","03","El/Sec    ","N","Tomorrow River","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48399","05","0126","","03","Summary   ","N","Tomorrow River","","Grades PreK-12","All Races","Both Genders",872,137,"15.7110091700                 ",735,"84.2889908200                 "
"2002","47560","05","0126","0020","04","Elem      ","N","Tomorrow River","Amherst El","Grades PreK-12","All Races","Both Genders",386,56,"14.5077720200                 ",330,"85.4922279700                 "
"2002","47561","05","0126","0060","04","High      ","N","Tomorrow River","Amherst Hi","Grades PreK-12","All Races","Both Genders",291,41,"14.0893470700                 ",250,"85.9106529200                 "
"2002","47562","05","0126","0080","04","Mid/Jr Hi ","N","Tomorrow River","Amherst Mid","Grades PreK-12","All Races","Both Genders",195,40,"20.5128205100                 ",155,"79.4871794800                 "
"2002","48188","05","0203","","03","Elem      ","N","Auburndale","","Elementary School Type/ Prek-12","All Races","Both Genders",442,132,"29.8642533900                 ",310,"70.1357466000                 "
"2002","48188","05","0203","","03","Mid/Jr Hi ","N","Auburndale","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48188","05","0203","","03","High      ","N","Auburndale","","High School Type/ PreK-12","All Races","Both Genders",474,108,"22.7848101200                 ",366,"77.2151898700                 "
"2002","48188","05","0203","","03","El/Sec    ","N","Auburndale","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
