"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2003","53439","12","0170","","03","High Schools","N","Ashland","","PreK-12","795                           ","122                           ","15.345900                     ","673                           ","84.654000                     "
"2003","53439","12","0170","","03","Mid/Jr Hi Schools","N","Ashland","","PreK-12","927                           ","127                           ","13.700100                     ","800                           ","86.299800                     "
"2003","53439","12","0170","","03","Elem. Schools","N","Ashland","","PreK-12","587                           ","74                            ","12.606400                     ","513                           ","87.393500                     "
"2003","53439","12","0170","","03","El/Sec Combined Schls","N","Ashland","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53040","12","0170","0020","04","High Schools","N","Ashland","Ashland Hi","PreK-12","795                           ","122                           ","15.345900                     ","673                           ","84.654000                     "
"2003","53041","12","0170","0030","04","Mid/Jr Hi Schools","N","Ashland","Ashland Mid","PreK-12","507                           ","71                            ","14.003900                     ","436                           ","85.996000                     "
"2003","53042","12","0170","0060","04","Mid/Jr Hi Schools","N","Ashland","Lake Superior Intermediate","PreK-12","420                           ","56                            ","13.333300                     ","364                           ","86.666600                     "
"2003","53043","12","0170","0080","04","Elem. Schools","N","Ashland","Lake Superior Primary","PreK-12","425                           ","70                            ","16.470500                     ","355                           ","83.529400                     "
"2003","53044","12","0170","0120","04","Elem. Schools","N","Ashland","Marengo Valley El","PreK-12","162                           ","4                             ","2.469100                      ","158                           ","97.530800                     "
"2003","53442","12","0315","","03","El/Sec Combined Schls","N","Bayfield","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53442","12","0315","","03","Elem. Schools","N","Bayfield","","PreK-12","221                           ","44                            ","19.909500                     ","177                           ","80.090400                     "
"2003","53442","12","0315","","03","Mid/Jr Hi Schools","N","Bayfield","","PreK-12","113                           ","14                            ","12.389300                     ","99                            ","87.610600                     "
"2003","53442","12","0315","","03","High Schools","N","Bayfield","","PreK-12","170                           ","29                            ","17.058800                     ","141                           ","82.941100                     "
"2003","52165","12","0315","0020","04","Elem. Schools","N","Bayfield","Bayfield El","PreK-12","203                           ","43                            ","21.182200                     ","160                           ","78.817700                     "
"2003","52166","12","0315","0030","04","Mid/Jr Hi Schools","N","Bayfield","Bayfield Mid","PreK-12","113                           ","14                            ","12.389300                     ","99                            ","87.610600                     "
"2003","52167","12","0315","0040","04","High Schools","N","Bayfield","Bayfield Hi","PreK-12","170                           ","29                            ","17.058800                     ","141                           ","82.941100                     "
"2003","52175","12","0315","0060","04","Elem. Schools","N","Bayfield","La Pointe El","PreK-12","18                            ","1                             ","5.555500                      ","17                            ","94.444400                     "
"2003","53410","12","0840","","03","High Schools","N","Butternut","","PreK-12","133                           ","20                            ","15.037500                     ","113                           ","84.962400                     "
"2003","53410","12","0840","","03","Mid/Jr Hi Schools","N","Butternut","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53410","12","0840","","03","Elem. Schools","N","Butternut","","PreK-12","91                            ","29                            ","31.868100                     ","62                            ","68.131800                     "
"2003","53410","12","0840","","03","El/Sec Combined Schls","N","Butternut","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","52053","12","0840","0020","04","Elem. Schools","N","Butternut","Butternut El","PreK-12","91                            ","29                            ","31.868100                     ","62                            ","68.131800                     "
"2003","52054","12","0840","0040","04","High Schools","N","Butternut","Butternut Hi","PreK-12","133                           ","20                            ","15.037500                     ","113                           ","84.962400                     "
"2003","53678","12","1491","","03","El/Sec Combined Schls","N","Drummond Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53678","12","1491","","03","Elem. Schools","N","Drummond Area","","PreK-12","286                           ","35                            ","12.237700                     ","251                           ","87.762200                     "
"2003","53678","12","1491","","03","Mid/Jr Hi Schools","N","Drummond Area","","PreK-12","94                            ","15                            ","15.957400                     ","79                            ","84.042500                     "
"2003","53678","12","1491","","03","High Schools","N","Drummond Area","","PreK-12","181                           ","16                            ","8.839700                      ","165                           ","91.160200                     "
"2003","53046","12","1491","0020","04","Elem. Schools","N","Drummond Area","Drummond El","PreK-12","286                           ","35                            ","12.237700                     ","251                           ","87.762200                     "
"2003","53047","12","1491","0040","04","High Schools","N","Drummond Area","Drummond Hi","PreK-12","173                           ","14                            ","8.092400                      ","159                           ","91.907500                     "
"2003","53048","12","1491","0050","04","","N","Drummond Area","Drummond Jr","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","54654","12","1491","9400","04","High Schools","Y","Drummond Area","Ascend Academy","PreK-12","8                             ","2                             ","25.000000                     ","6                             ","75.000000                     "
"2003","53413","12","2205","","03","High Schools","N","Glidden","","PreK-12","100                           ","11                            ","11.000000                     ","89                            ","89.000000                     "
"2003","53413","12","2205","","03","Mid/Jr Hi Schools","N","Glidden","","PreK-12","55                            ","8                             ","14.545400                     ","47                            ","85.454500                     "
"2003","53413","12","2205","","03","Elem. Schools","N","Glidden","","PreK-12","104                           ","13                            ","12.500000                     ","91                            ","87.500000                     "
"2003","53413","12","2205","","03","El/Sec Combined Schls","N","Glidden","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","54576","12","2205","0020","04","Elem. Schools","N","Glidden","Glidden El","PreK-12","104                           ","13                            ","12.500000                     ","91                            ","87.500000                     "
"2003","52063","12","2205","0030","04","Mid/Jr Hi Schools","N","Glidden","Glidden Mid","PreK-12","55                            ","8                             ","14.545400                     ","47                            ","85.454500                     "
"2003","52064","12","2205","0040","04","High Schools","N","Glidden","Glidden Hi","PreK-12","100                           ","11                            ","11.000000                     ","89                            ","89.000000                     "
"2003","53681","12","2478","","03","El/Sec Combined Schls","N","Hayward Community","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53681","12","2478","","03","Elem. Schools","N","Hayward Community","","PreK-12","864                           ","110                           ","12.731400                     ","754                           ","87.268500                     "
"2003","53681","12","2478","","03","Mid/Jr Hi Schools","N","Hayward Community","","PreK-12","497                           ","81                            ","16.297700                     ","416                           ","83.702200                     "
"2003","53681","12","2478","","03","High Schools","N","Hayward Community","","PreK-12","668                           ","102                           ","15.269400                     ","566                           ","84.730500                     "
"2003","53060","12","2478","0020","04","Elem. Schools","N","Hayward Community","Hayward Primary","PreK-12","381                           ","65                            ","17.060300                     ","316                           ","82.939600                     "
"2003","53061","12","2478","0040","04","High Schools","N","Hayward Community","Hayward Hi","PreK-12","640                           ","102                           ","15.937500                     ","538                           ","84.062500                     "
"2003","53062","12","2478","0060","04","Mid/Jr Hi Schools","N","Hayward Community","Hayward Mid","PreK-12","497                           ","81                            ","16.297700                     ","416                           ","83.702200                     "
"2003","53200","12","2478","0080","04","High Schools","N","Hayward Community","Alternative Hi","PreK-12","28                            ","0                             ","0.000000                      ","28                            ","100.000000                    "
"2003","53071","12","2478","0100","04","Elem. Schools","N","Hayward Community","Stone Lake El","PreK-12","64                            ","0                             ","0.000000                      ","64                            ","100.000000                    "
"2003","54516","12","2478","0110","04","Elem. Schools","N","Hayward Community","Hayward Intermediate","PreK-12","407                           ","45                            ","11.056500                     ","362                           ","88.943400                     "
"2003","54744","12","2478","0120","04","Elem. Schools","Y","Hayward Community","Waadookodaading","PreK-12","12                            ","0                             ","0.000000                      ","12                            ","100.000000                    "
"2003","53627","12","2618","","03","High Schools","N","Hurley","","PreK-12","407                           ","38                            ","9.336600                      ","369                           ","90.663300                     "
"2003","53627","12","2618","","03","Mid/Jr Hi Schools","N","Hurley","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53627","12","2618","","03","Elem. Schools","N","Hurley","","PreK-12","363                           ","60                            ","16.528900                     ","303                           ","83.471000                     "
"2003","53627","12","2618","","03","El/Sec Combined Schls","N","Hurley","","PreK-12","11                            ","10                            ","90.909000                     ","1                             ","9.090900                      "
"2003","54745","12","2618","0060","04","High Schools","N","Hurley","Hurley K-12 Sch","PreK-12","407                           ","38                            ","9.336600                      ","369                           ","90.663300                     "
"2003","52876","12","2618","0080","04","Elem. Schools","N","Hurley","Hurley K-12 Sch","PreK-12","363                           ","60                            ","16.528900                     ","303                           ","83.471000                     "
"2003","54489","12","2618","0800","04","El/Sec Combined Schls","Y","Hurley","Dr Joseph Lalich Charter Sch","PreK-12","11                            ","10                            ","90.909000                     ","1                             ","9.090900                      "
"2003","53447","12","3297","","03","El/Sec Combined Schls","N","Maple","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53447","12","3297","","03","Elem. Schools","N","Maple","","PreK-12","622                           ","66                            ","10.610900                     ","556                           ","89.389000                     "
"2003","53447","12","3297","","03","Mid/Jr Hi Schools","N","Maple","","PreK-12","320                           ","39                            ","12.187500                     ","281                           ","87.812500                     "
"2003","53447","12","3297","","03","High Schools","N","Maple","","PreK-12","426                           ","41                            ","9.624400                      ","385                           ","90.375500                     "
"2003","54611","12","3297","0080","04","Elem. Schools","N","Maple","Iron River El","PreK-12","131                           ","4                             ","3.053400                      ","127                           ","96.946500                     "
"2003","53238","12","3297","0130","04","Elem. Schools","N","Maple","Northwestern El","PreK-12","491                           ","62                            ","12.627200                     ","429                           ","87.372700                     "
