"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2002","48206","04","0084","","03","Elem      ","N","Alma","","Elementary School Type/ Prek-12","251",114,"45.418300                     ",137,"54.581600                     ",0,"0.000000                      ",1,"0.398400                      ",0,"0.000000                      ",4,"1.593600                      ",246,"98.007900                     "
"2002","48206","04","0084","","03","Mid/Jr Hi ","N","Alma","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48206","04","0084","","03","High      ","N","Alma","","High School Type/ PreK-12","141",69,"48.936100                     ",72,"51.063800                     ",0,"0.000000                      ",1,"0.709200                      ",0,"0.000000                      ",0,"0.000000                      ",140,"99.290700                     "
"2002","48206","04","0084","","03","El/Sec    ","N","Alma","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48206","04","0084","","03","Summary   ","N","Alma","","Grades PreK-12","392",183,"46.683600                     ",209,"53.316300                     ",0,"0.000000                      ",2,"0.510200                      ",0,"0.000000                      ",4,"1.020400                      ",386,"98.469300                     "
"2002","46855","04","0084","0020","04","Elem      ","N","Alma","Alma El","Grades PreK-12","251",114,"45.418300                     ",137,"54.581600                     ",0,"0.000000                      ",1,"0.398400                      ",0,"0.000000                      ",4,"1.593600                      ",246,"98.007900                     "
"2002","46856","04","0084","0040","04","High      ","N","Alma","Alma Hi","Grades PreK-12","141",69,"48.936100                     ",72,"51.063800                     ",0,"0.000000                      ",1,"0.709200                      ",0,"0.000000                      ",0,"0.000000                      ",140,"99.290700                     "
"2002","48207","04","0091","","03","Elem      ","N","Alma Center","","Elementary School Type/ Prek-12","327",159,"48.623800                     ",168,"51.376100                     ",9,"2.752200                      ",5,"1.529000                      ",3,"0.917400                      ",11,"3.363900                      ",299,"91.437300                     "
"2002","48207","04","0091","","03","Mid/Jr Hi ","N","Alma Center","","Middle/Junior High School Type/ Prek-12","97",49,"50.515400                     ",48,"49.484500                     ",2,"2.061800                      ",2,"2.061800                      ",1,"1.030900                      ",2,"2.061800                      ",90,"92.783500                     "
"2002","48207","04","0091","","03","High      ","N","Alma Center","","High School Type/ PreK-12","174",76,"43.678100                     ",98,"56.321800                     ",0,"0.000000                      ",1,"0.574700                      ",0,"0.000000                      ",5,"2.873500                      ",168,"96.551700                     "
"2002","48207","04","0091","","03","El/Sec    ","N","Alma Center","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48207","04","0091","","03","Summary   ","N","Alma Center","","Grades PreK-12","598",284,"47.491600                     ",314,"52.508300                     ",11,"1.839400                      ",8,"1.337700                      ",4,"0.668800                      ",18,"3.010000                      ",557,"93.143800                     "
