"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2002","48160","11","0119","","03","Elem      ","N","Amery","","Elementary School Type/ Prek-12","All Races","Both Genders",571,182,"31.8739054200                 ",389,"68.1260945700                 "
"2002","48160","11","0119","","03","Mid/Jr Hi ","N","Amery","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",699,189,"27.0386266000                 ",510,"72.9613733900                 "
"2002","48160","11","0119","","03","High      ","N","Amery","","High School Type/ PreK-12","All Races","Both Genders",600,107,"17.8333333300                 ",493,"82.1666666600                 "
"2002","48160","11","0119","","03","El/Sec    ","N","Amery","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48160","11","0119","","03","Summary   ","N","Amery","","Grades PreK-12","All Races","Both Genders",1870,478,"25.5614973200                 ",1392,"74.4385026700                 "
"2002","46665","11","0119","0020","04","Elem      ","N","Amery","Lien El","Grades PreK-12","All Races","Both Genders",571,182,"31.8739054200                 ",389,"68.1260945700                 "
"2002","46666","11","0119","0040","04","High      ","N","Amery","Amery Hi","Grades PreK-12","All Races","Both Genders",600,107,"17.8333333300                 ",493,"82.1666666600                 "
"2002","46667","11","0119","0050","04","Mid/Jr Hi ","N","Amery","Lakeview Intermediate","Grades PreK-12","All Races","Both Genders",263,70,"26.6159695800                 ",193,"73.3840304100                 "
"2002","46668","11","0119","0060","04","Mid/Jr Hi ","N","Amery","Amery Mid","Grades PreK-12","All Races","Both Genders",436,119,"27.2935779800                 ",317,"72.7064220100                 "
"2002","48161","11","0231","","03","Elem      ","N","Baldwin-Woodville Area","","Elementary School Type/ Prek-12","All Races","Both Genders",495,74,"14.9494949400                 ",421,"85.0505050500                 "
"2002","48161","11","0231","","03","Mid/Jr Hi ","N","Baldwin-Woodville Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",396,61,"15.4040404000                 ",335,"84.5959595900                 "
"2002","48161","11","0231","","03","High      ","N","Baldwin-Woodville Area","","High School Type/ PreK-12","All Races","Both Genders",466,51,"10.9442060000                 ",415,"89.0557939900                 "
"2002","48161","11","0231","","03","El/Sec    ","N","Baldwin-Woodville Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48161","11","0231","","03","Summary   ","N","Baldwin-Woodville Area","","Grades PreK-12","All Races","Both Genders",1357,186,"13.7067059600                 ",1171,"86.2932940300                 "
"2002","46669","11","0231","0040","04","High      ","N","Baldwin-Woodville Area","Baldwin-Woodville Hi","Grades PreK-12","All Races","Both Genders",466,51,"10.9442060000                 ",415,"89.0557939900                 "
"2002","46672","11","0231","0070","04","Elem      ","N","Baldwin-Woodville Area","Greenfield El","Grades PreK-12","All Races","Both Genders",495,74,"14.9494949400                 ",421,"85.0505050500                 "
"2002","46698","11","0231","0090","04","Mid/Jr Hi ","N","Baldwin-Woodville Area","Viking Mid","Grades PreK-12","All Races","Both Genders",396,61,"15.4040404000                 ",335,"84.5959595900                 "
"2002","48231","11","0238","","03","Elem      ","N","Unity","","Elementary School Type/ Prek-12","All Races","Both Genders",523,226,"43.2122370900                 ",297,"56.7877629000                 "
"2002","48231","11","0238","","03","Mid/Jr Hi ","N","Unity","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",268,109,"40.6716417900                 ",159,"59.3283582000                 "
"2002","48231","11","0238","","03","High      ","N","Unity","","High School Type/ PreK-12","All Races","Both Genders",359,113,"31.4763231100                 ",246,"68.5236768800                 "
"2002","48231","11","0238","","03","El/Sec    ","N","Unity","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48231","11","0238","","03","Summary   ","N","Unity","","Grades PreK-12","All Races","Both Genders",1150,448,"38.9565217300                 ",702,"61.0434782600                 "
"2002","49377","11","0238","0060","04","Elem      ","N","Unity","Unity El","Grades PreK-12","All Races","Both Genders",523,226,"43.2122370900                 ",297,"56.7877629000                 "
"2002","46941","11","0238","0100","04","High      ","N","Unity","Unity Hi","Grades PreK-12","All Races","Both Genders",359,113,"31.4763231100                 ",246,"68.5236768800                 "
"2002","46942","11","0238","0120","04","Mid/Jr Hi ","N","Unity","Unity Mid","Grades PreK-12","All Races","Both Genders",268,109,"40.6716417900                 ",159,"59.3283582000                 "
"2002","48232","11","0308","","03","Elem      ","N","Barron Area","","Elementary School Type/ Prek-12","All Races","Both Genders",606,231,"38.1188118800                 ",375,"61.8811881100                 "
"2002","48232","11","0308","","03","Mid/Jr Hi ","N","Barron Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",329,119,"36.1702127600                 ",210,"63.8297872300                 "
"2002","48232","11","0308","","03","High      ","N","Barron Area","","High School Type/ PreK-12","All Races","Both Genders",527,137,"25.9962049300                 ",390,"74.0037950600                 "
"2002","48232","11","0308","","03","El/Sec    ","N","Barron Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48232","11","0308","","03","Summary   ","N","Barron Area","","Grades PreK-12","All Races","Both Genders",1462,487,"33.3105335100                 ",975,"66.6894664800                 "
"2002","47829","11","0308","0020","04","Elem      ","N","Barron Area","Almena El","Grades PreK-12","All Races","Both Genders",84,37,"44.0476190400                 ",47,"55.9523809500                 "
"2002","46943","11","0308","0030","04","High      ","N","Barron Area","Barron Hi","Grades PreK-12","All Races","Both Genders",519,137,"26.3969171400                 ",382,"73.6030828500                 "
"2002","47781","11","0308","0080","04","Elem      ","N","Barron Area","Dallas Early Learning Center","Grades PreK-12","All Races","Both Genders",18,,"",,""
"2002","47811","11","0308","0120","04","Elem      ","N","Barron Area","Ridgeland El","Grades PreK-12","All Races","Both Genders",93,26,"27.9569892400                 ",67,"72.0430107500                 "
"2002","46944","11","0308","0140","04","Mid/Jr Hi ","N","Barron Area","Riverview Mid","Grades PreK-12","All Races","Both Genders",329,119,"36.1702127600                 ",210,"63.8297872300                 "
"2002","46945","11","0308","0160","04","Elem      ","N","Barron Area","Woodland El","Grades PreK-12","All Races","Both Genders",411,168,"40.8759124000                 ",243,"59.1240875900                 "
"2002","50028","11","0308","9410","4C","High      ","Y","Barron Area","Barron County Learning Center","Grades PreK-12","All Races","Both Genders",8,,"",,""
"2002","48234","11","0441","","03","Elem      ","N","Birchwood","","Elementary School Type/ Prek-12","All Races","Both Genders",199,78,"39.1959798900                 ",121,"60.8040201000                 "
"2002","48234","11","0441","","03","Mid/Jr Hi ","N","Birchwood","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48234","11","0441","","03","High      ","N","Birchwood","","High School Type/ PreK-12","All Races","Both Genders",111,41,"36.9369369300                 ",70,"63.0630630600                 "
"2002","48234","11","0441","","03","El/Sec    ","N","Birchwood","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48234","11","0441","","03","Summary   ","N","Birchwood","","Grades PreK-12","All Races","Both Genders",310,119,"38.3870967700                 ",191,"61.6129032200                 "
"2002","46949","11","0441","0020","04","Elem      ","N","Birchwood","Birchwood El","Grades PreK-12","All Races","Both Genders",199,78,"39.1959798900                 ",121,"60.8040201000                 "
