"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2006","05927","02","0063","","03","Elem      ","N","Albany","","Elementary School Type/ Prek-12","All Races","Both Genders",204,31,"15.1960784300                 ",173,"84.8039215600                 "
"2006","05927","02","0063","","03","Mid/Jr Hi ","N","Albany","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",90,14,"15.5555555500                 ",76,"84.4444444400                 "
"2006","05927","02","0063","","03","High      ","N","Albany","","High School Type/ PreK-12","All Races","Both Genders",139,18,"12.9496402800                 ",121,"87.0503597100                 "
"2006","05927","02","0063","","03","El/Sec    ","N","Albany","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2006","05927","02","0063","","03","Summary   ","N","Albany","","Grades PreK-12","All Races","Both Genders",433,63,"14.5496535700                 ",370,"85.4503464200                 "
"2006","05922","02","0063","0020","04","Elem      ","N","Albany","Albany Elementary","Grades PreK-12","All Races","Both Genders",204,31,"15.1960784300                 ",173,"84.8039215600                 "
"2006","05923","02","0063","0040","04","High      ","N","Albany","Albany High","Grades PreK-12","All Races","Both Genders",139,18,"12.9496402800                 ",121,"87.0503597100                 "
"2006","05924","02","0063","0060","04","Mid/Jr Hi ","N","Albany","Albany Middle","Grades PreK-12","All Races","Both Genders",90,14,"15.5555555500                 ",76,"84.4444444400                 "
"2006","06000","02","0350","","03","Elem      ","N","Belleville","","Elementary School Type/ Prek-12","All Races","Both Genders",486,53,"10.9053497900                 ",433,"89.0946502000                 "
"2006","06000","02","0350","","03","Mid/Jr Hi ","N","Belleville","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",140,16,"11.4285714200                 ",124,"88.5714285700                 "
"2006","06000","02","0350","","03","High      ","N","Belleville","","High School Type/ PreK-12","All Races","Both Genders",307,37,"12.0521172600                 ",270,"87.9478827300                 "
"2006","06000","02","0350","","03","El/Sec    ","N","Belleville","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2006","06000","02","0350","","03","Summary   ","N","Belleville","","Grades PreK-12","All Races","Both Genders",933,106,"11.3612004200                 ",827,"88.6387995700                 "
"2006","05993","02","0350","0020","04","Elem      ","N","Belleville","Belleville Elementary","Grades PreK-12","All Races","Both Genders",163,19,"11.6564417100                 ",144,"88.3435582800                 "
"2006","05994","02","0350","0040","04","High      ","N","Belleville","Belleville High","Grades PreK-12","All Races","Both Genders",307,37,"12.0521172600                 ",270,"87.9478827300                 "
"2006","05995","02","0350","0060","04","Mid/Jr Hi ","N","Belleville","Belleville Middle","Grades PreK-12","All Races","Both Genders",140,16,"11.4285714200                 ",124,"88.5714285700                 "
"2006","39540","02","0350","0100","04","Elem      ","N","Belleville","Belleville Intermediate","Grades PreK-12","All Races","Both Genders",323,34,"10.5263157800                 ",289,"89.4736842100                 "
"2006","06066","02","0413","","03","Elem      ","N","Beloit","","Elementary School Type/ Prek-12","All Races","Both Genders",3409,2251,"66.0310941600                 ",1158,"33.9689058300                 "
"2006","06066","02","0413","","03","Mid/Jr Hi ","N","Beloit","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",1622,1021,"62.9469790300                 ",601,"37.0530209600                 "
"2006","06066","02","0413","","03","High      ","N","Beloit","","High School Type/ PreK-12","All Races","Both Genders",2095,982,"46.8735083500                 ",1113,"53.1264916400                 "
"2006","06066","02","0413","","03","El/Sec    ","N","Beloit","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",43,11,"25.5813953400                 ",32,"74.4186046500                 "
"2006","06066","02","0413","","03","Summary   ","N","Beloit","","Grades PreK-12","All Races","Both Genders",7169,4265,"59.4922583300                 ",2904,"40.5077416600                 "
"2006","06033","02","0413","0020","04","Mid/Jr Hi ","N","Beloit","Aldrich Middle","Grades PreK-12","All Races","Both Genders",773,498,"64.4243208200                 ",275,"35.5756791700                 "
"2006","06034","02","0413","0040","04","Elem      ","N","Beloit","Burdge Elementary","Grades PreK-12","All Races","Both Genders",192,135,"70.3125000000                 ",57,"29.6875000000                 "
"2006","06035","02","0413","0060","04","Elem      ","N","Beloit","Converse Elementary","Grades PreK-12","All Races","Both Genders",332,146,"43.9759036100                 ",186,"56.0240963800                 "
"2006","06036","02","0413","0080","04","Elem      ","N","Beloit","Cunningham Elementary","Grades PreK-12","All Races","Both Genders",262,167,"63.7404580100                 ",95,"36.2595419800                 "
"2006","06037","02","0413","0097","04","El/Sec    ","N","Beloit","Kolak Education Center","Grades PreK-12","All Races","Both Genders",43,11,"25.5813953400                 ",32,"74.4186046500                 "
"2006","06038","02","0413","0110","04","Elem      ","N","Beloit","Gaston Elementary","Grades PreK-12","All Races","Both Genders",316,186,"58.8607594900                 ",130,"41.1392405000                 "
"2006","06039","02","0413","0120","04","Elem      ","N","Beloit","Hackett Elementary","Grades PreK-12","All Races","Both Genders",356,294,"82.5842696600                 ",62,"17.4157303300                 "
"2006","06040","02","0413","0160","04","Elem      ","N","Beloit","McLenegan Elementary","Grades PreK-12","All Races","Both Genders",240,164,"68.3333333300                 ",76,"31.6666666600                 "
"2006","06041","02","0413","0180","04","Mid/Jr Hi ","N","Beloit","McNeel Middle","Grades PreK-12","All Races","Both Genders",817,511,"62.5458996300                 ",306,"37.4541003600                 "
"2006","06042","02","0413","0200","04","High      ","N","Beloit","Memorial High","Grades PreK-12","All Races","Both Genders",2095,982,"46.8735083500                 ",1113,"53.1264916400                 "
"2006","06043","02","0413","0210","04","Elem      ","N","Beloit","Merrill Elementary","Grades PreK-12","All Races","Both Genders",263,211,"80.2281368800                 ",52,"19.7718631100                 "
"2006","06044","02","0413","0240","04","Elem      ","N","Beloit","Morgan Elementary","Grades PreK-12","All Races","Both Genders",277,107,"38.6281588400                 ",170,"61.3718411500                 "
"2006","06045","02","0413","0260","04","Elem      ","N","Beloit","Robinson Elementary","Grades PreK-12","All Races","Both Genders",311,187,"60.1286173600                 ",124,"39.8713826300                 "
"2006","72502","02","0413","0280","04","Mid/Jr Hi ","Y","Beloit","Synectics Charter School","Grades PreK-12","All Races","Both Genders",32,12,"37.5000000000                 ",20,"62.5000000000                 "
"2006","06046","02","0413","0300","04","Elem      ","N","Beloit","Royce Elementary","Grades PreK-12","All Races","Both Genders",314,249,"79.2993630500                 ",65,"20.7006369400                 "
"2006","06047","02","0413","0320","04","Elem      ","N","Beloit","Todd Elementary","Grades PreK-12","All Races","Both Genders",298,197,"66.1073825500                 ",101,"33.8926174400                 "
"2006","06048","02","0413","0360","04","Elem      ","N","Beloit","Wright Elementary","Grades PreK-12","All Races","Both Genders",248,208,"83.8709677400                 ",40,"16.1290322500                 "
"2006","06067","02","0422","","03","Elem      ","N","Beloit Turner","","Elementary School Type/ Prek-12","All Races","Both Genders",574,81,"14.1114982500                 ",493,"85.8885017400                 "
"2006","06067","02","0422","","03","Mid/Jr Hi ","N","Beloit Turner","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",292,50,"17.1232876700                 ",242,"82.8767123200                 "
"2006","06067","02","0422","","03","High      ","N","Beloit Turner","","High School Type/ PreK-12","All Races","Both Genders",385,57,"14.8051948000                 ",328,"85.1948051900                 "
