"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2006","11290","07","0070","","03","High Schools","N","Algoma","","PreK-12","242                           ","31                            ","12.809900                     ","211                           ","87.190000                     "
"2006","11290","07","0070","","03","Mid/Jr Hi Schools","N","Algoma","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","11290","07","0070","","03","Elem. Schools","N","Algoma","","PreK-12","374                           ","65                            ","17.379600                     ","309                           ","82.620300                     "
"2006","11290","07","0070","","03","El/Sec Combined Schls","N","Algoma","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","11283","07","0070","0020","04","Elem. Schools","N","Algoma","Algoma Elementary/Middle","PreK-12","374                           ","65                            ","17.379600                     ","309                           ","82.620300                     "
"2006","11284","07","0070","0040","04","High Schools","N","Algoma","Algoma High","PreK-12","242                           ","31                            ","12.809900                     ","211                           ","87.190000                     "
"2006","72973","07","0070","9204","4C","High Schools","Y","Algoma","Northeast WI Online Charter Sch (NEWOCS)","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","12000","07","0182","","03","El/Sec Combined Schls","N","Ashwaubenon","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","12000","07","0182","","03","Elem. Schools","N","Ashwaubenon","","PreK-12","1281                          ","180                           ","14.051500                     ","1101                          ","85.948400                     "
"2006","12000","07","0182","","03","Mid/Jr Hi Schools","N","Ashwaubenon","","PreK-12","708                           ","81                            ","11.440600                     ","627                           ","88.559300                     "
"2006","12000","07","0182","","03","High Schools","N","Ashwaubenon","","PreK-12","1130                          ","191                           ","16.902600                     ","939                           ","83.097300                     "
"2006","11954","07","0182","0020","04","High Schools","N","Ashwaubenon","Ashwaubenon High","PreK-12","1130                          ","191                           ","16.902600                     ","939                           ","83.097300                     "
"2006","11955","07","0182","0045","04","Mid/Jr Hi Schools","N","Ashwaubenon","Parkview Middle","PreK-12","708                           ","81                            ","11.440600                     ","627                           ","88.559300                     "
"2006","11882","07","0182","0050","04","Elem. Schools","N","Ashwaubenon","Pioneer Elementary","PreK-12","401                           ","38                            ","9.476300                      ","363                           ","90.523600                     "
