"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2004","66382","04","0084","","03","Elem      ","N","Alma","","Elementary School Type/ Prek-12","All Races","Both Genders",232,60,"25.8620689600                 ",172,"74.1379310300                 "
"2004","66382","04","0084","","03","Mid/Jr Hi ","N","Alma","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","66382","04","0084","","03","High      ","N","Alma","","High School Type/ PreK-12","All Races","Both Genders",136,26,"19.1176470500                 ",110,"80.8823529400                 "
"2004","66382","04","0084","","03","El/Sec    ","N","Alma","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","66382","04","0084","","03","Summary   ","N","Alma","","Grades PreK-12","All Races","Both Genders",368,86,"23.3695652100                 ",282,"76.6304347800                 "
"2004","66399","04","0084","0020","04","Elem      ","N","Alma","Alma El","Grades PreK-12","All Races","Both Genders",232,60,"25.8620689600                 ",172,"74.1379310300                 "
"2004","66400","04","0084","0040","04","High      ","N","Alma","Alma Hi","Grades PreK-12","All Races","Both Genders",136,26,"19.1176470500                 ",110,"80.8823529400                 "
"2004","66385","04","0091","","03","Elem      ","N","Alma Center","","Elementary School Type/ Prek-12","All Races","Both Genders",339,163,"48.0825958700                 ",176,"51.9174041200                 "
"2004","66385","04","0091","","03","Mid/Jr Hi ","N","Alma Center","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",92,24,"26.0869565200                 ",68,"73.9130434700                 "
"2004","66385","04","0091","","03","High      ","N","Alma Center","","High School Type/ PreK-12","All Races","Both Genders",196,49,"25.0000000000                 ",147,"75.0000000000                 "
"2004","66385","04","0091","","03","El/Sec    ","N","Alma Center","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","66385","04","0091","","03","Summary   ","N","Alma Center","","Grades PreK-12","All Races","Both Genders",627,236,"37.6395534200                 ",391,"62.3604465700                 "
"2004","66383","04","0091","0060","04","High      ","N","Alma Center","Lincoln Hi","Grades PreK-12","All Races","Both Genders",196,49,"25.0000000000                 ",147,"75.0000000000                 "
"2004","66384","04","0091","0070","04","Mid/Jr Hi ","N","Alma Center","Lincoln Jr","Grades PreK-12","All Races","Both Genders",92,24,"26.0869565200                 ",68,"73.9130434700                 "
"2004","66112","04","0091","0080","04","Elem      ","N","Alma Center","Lincoln El","Grades PreK-12","All Races","Both Genders",339,163,"48.0825958700                 ",176,"51.9174041200                 "
"2004","66389","04","0154","","03","Elem      ","N","Arcadia","","Elementary School Type/ Prek-12","All Races","Both Genders",605,208,"34.3801652800                 ",397,"65.6198347100                 "
