"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2000","33160","09","0140","","03","Elem      ","N","Antigo","","Elementary School Type/ Prek-12","All Races","Both Genders",1345,,"",,""
"2000","33160","09","0140","","03","Mid/Jr Hi ","N","Antigo","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",598,,"",,""
"2000","33160","09","0140","","03","High      ","N","Antigo","","High School Type/ PreK-12","All Races","Both Genders",1114,,"",,""
"2000","33160","09","0140","","03","El/Sec    ","N","Antigo","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",16,,"",,""
"2000","33160","09","0140","","03","Summary   ","N","Antigo","","Grades PreK-12","All Races","Both Genders",3073,,"",,""
"2000","32351","09","0140","0020","04","Elem      ","N","Antigo","Aniwa El","Grades PreK-12","All Races","Both Genders",60,,"",,""
"2000","32352","09","0140","0050","04","Mid/Jr Hi ","N","Antigo","Antigo Mid","Grades PreK-12","All Races","Both Genders",598,,"",,""
"2000","32353","09","0140","0070","04","High      ","N","Antigo","Antigo Hi","Grades PreK-12","All Races","Both Genders",1114,,"",,""
"2000","32354","09","0140","0080","04","Elem      ","N","Antigo","Crestwood El","Grades PreK-12","All Races","Both Genders",151,,"",,""
"2000","32355","09","0140","0100","04","Elem      ","N","Antigo","East El","Grades PreK-12","All Races","Both Genders",161,,"",,""
"2000","32372","09","0140","0140","04","Elem      ","N","Antigo","Lily El","Grades PreK-12","All Races","Both Genders",28,,"",,""
"2000","31417","09","0140","0160","04","Elem      ","N","Antigo","Mattoon El","Grades PreK-12","All Races","Both Genders",101,,"",,""
"2000","32356","09","0140","0180","04","Elem      ","N","Antigo","North El","Grades PreK-12","All Races","Both Genders",149,,"",,""
"2000","32357","09","0140","0200","04","Elem      ","N","Antigo","Pleasant View El","Grades PreK-12","All Races","Both Genders",141,,"",,""
"2000","31405","09","0140","0240","04","Elem      ","N","Antigo","River Grove El","Grades PreK-12","All Races","Both Genders",118,,"",,""
"2000","32358","09","0140","0260","04","Elem      ","N","Antigo","Spring Valley El","Grades PreK-12","All Races","Both Genders",155,,"",,""
"2000","32359","09","0140","0280","04","Elem      ","N","Antigo","West El","Grades PreK-12","All Races","Both Genders",196,,"",,""
"2000","31658","09","0140","0300","04","Elem      ","N","Antigo","Antigo Kindergarten Ctr","Grades PreK-12","All Races","Both Genders",85,,"",,""
"2000","33827","09","0140","0800","04","El/Sec    ","Y","Antigo","Chrysalis Family Charter Sch","Grades PreK-12","All Races","Both Genders",16,,"",,""
"2000","32955","09","0196","","03","Elem      ","N","Athens","","Elementary School Type/ Prek-12","All Races","Both Genders",257,,"",,""
