"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2004","67121","08","0602","","03","High Schools","N","Bonduel","","PreK-12","331                           ","39                            ","11.782400                     ","292                           ","88.217500                     "
"2004","67121","08","0602","","03","Mid/Jr Hi Schools","N","Bonduel","","PreK-12","192                           ","27                            ","14.062500                     ","165                           ","85.937500                     "
"2004","67121","08","0602","","03","Elem. Schools","N","Bonduel","","PreK-12","337                           ","58                            ","17.210600                     ","279                           ","82.789300                     "
"2004","67121","08","0602","","03","El/Sec Combined Schls","N","Bonduel","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67135","08","0602","0020","04","Elem. Schools","N","Bonduel","Bonduel El","PreK-12","294                           ","54                            ","18.367300                     ","240                           ","81.632600                     "
"2004","67136","08","0602","0021","04","Mid/Jr Hi Schools","N","Bonduel","Bonduel Mid","PreK-12","192                           ","27                            ","14.062500                     ","165                           ","85.937500                     "
"2004","67137","08","0602","0040","04","High Schools","N","Bonduel","Bonduel Hi","PreK-12","331                           ","39                            ","11.782400                     ","292                           ","88.217500                     "
"2004","67138","08","0602","0080","04","Elem. Schools","N","Bonduel","Navarino El","PreK-12","43                            ","4                             ","9.302300                      ","39                            ","90.697600                     "
"2004","66720","08","0623","","03","El/Sec Combined Schls","N","Bowler","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66720","08","0623","","03","Elem. Schools","N","Bowler","","PreK-12","261                           ","65                            ","24.904200                     ","196                           ","75.095700                     "
"2004","66720","08","0623","","03","Mid/Jr Hi Schools","N","Bowler","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66720","08","0623","","03","High Schools","N","Bowler","","PreK-12","227                           ","37                            ","16.299500                     ","190                           ","83.700400                     "
"2004","66718","08","0623","0020","04","Elem. Schools","N","Bowler","Bowler El","PreK-12","261                           ","65                            ","24.904200                     ","196                           ","75.095700                     "
"2004","66719","08","0623","0040","04","High Schools","N","Bowler","Bowler Hi","PreK-12","227                           ","37                            ","16.299500                     ","190                           ","83.700400                     "
"2004","65827","08","1141","","03","High Schools","N","Clintonville","","PreK-12","626                           ","65                            ","10.383300                     ","561                           ","89.616600                     "
"2004","65827","08","1141","","03","Mid/Jr Hi Schools","N","Clintonville","","PreK-12","407                           ","54                            ","13.267800                     ","353                           ","86.732100                     "
"2004","65827","08","1141","","03","Elem. Schools","N","Clintonville","","PreK-12","553                           ","107                           ","19.349000                     ","446                           ","80.650900                     "
"2004","65827","08","1141","","03","El/Sec Combined Schls","N","Clintonville","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","65840","08","1141","0015","04","Elem. Schools","N","Clintonville","Bear Creek El","PreK-12","56                            ","7                             ","12.500000                     ","49                            ","87.500000                     "
"2004","65821","08","1141","0020","04","Mid/Jr Hi Schools","N","Clintonville","Clintonville Mid","PreK-12","407                           ","54                            ","13.267800                     ","353                           ","86.732100                     "
"2004","65822","08","1141","0040","04","High Schools","N","Clintonville","Clintonville Hi","PreK-12","626                           ","65                            ","10.383300                     ","561                           ","89.616600                     "
"2004","65823","08","1141","0060","04","Elem. Schools","N","Clintonville","Dellwood El","PreK-12","106                           ","26                            ","24.528300                     ","80                            ","75.471600                     "
"2004","65824","08","1141","0100","04","Elem. Schools","N","Clintonville","Longfellow El","PreK-12","391                           ","74                            ","18.925800                     ","317                           ","81.074100                     "
"2004","69830","08","1141","9408","4C","High Schools","Y","Clintonville","Waupaca County Charter","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67113","08","1169","","03","El/Sec Combined Schls","N","Coleman","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67113","08","1169","","03","Elem. Schools","N","Coleman","","PreK-12","516                           ","82                            ","15.891400                     ","434                           ","84.108500                     "
"2004","67113","08","1169","","03","Mid/Jr Hi Schools","N","Coleman","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67113","08","1169","","03","High Schools","N","Coleman","","PreK-12","282                           ","57                            ","20.212700                     ","225                           ","79.787200                     "
"2004","67129","08","1169","0040","04","Elem. Schools","N","Coleman","Coleman El/Mid","PreK-12","516                           ","82                            ","15.891400                     ","434                           ","84.108500                     "
"2004","67130","08","1169","0060","04","High Schools","N","Coleman","Coleman Hi","PreK-12","282                           ","57                            ","20.212700                     ","225                           ","79.787200                     "
"2004","66497","08","1218","","03","High Schools","N","Crandon","","PreK-12","305                           ","34                            ","11.147500                     ","271                           ","88.852400                     "
"2004","66497","08","1218","","03","Mid/Jr Hi Schools","N","Crandon","","PreK-12","261                           ","94                            ","36.015300                     ","167                           ","63.984600                     "
"2004","66497","08","1218","","03","Elem. Schools","N","Crandon","","PreK-12","424                           ","34                            ","8.018800                      ","390                           ","91.981100                     "
"2004","66497","08","1218","","03","El/Sec Combined Schls","N","Crandon","","PreK-12","34                            ","0                             ","0.000000                      ","34                            ","100.000000                    "
"2004","66493","08","1218","0022","04","Mid/Jr Hi Schools","N","Crandon","Crandon Mid","PreK-12","261                           ","94                            ","36.015300                     ","167                           ","63.984600                     "
"2004","66494","08","1218","0040","04","Elem. Schools","N","Crandon","Crandon El","PreK-12","424                           ","34                            ","8.018800                      ","390                           ","91.981100                     "
"2004","66495","08","1218","0060","04","High Schools","N","Crandon","Crandon Hi","PreK-12","305                           ","34                            ","11.147500                     ","271                           ","88.852400                     "
