"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"2003","53358","05","0014","","03","Elem      ","N","Adams-Friendship Area","","Elementary School Type/ Prek-12","All Races","Both Genders",992,4,"0.4032258000                  ",0,"0.0000000000                  ",2,"0.2016129000                  ",986,"99.3951612900                 "
"2003","53358","05","0014","","03","Mid/Jr Hi ","N","Adams-Friendship Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",488,1,"0.2049180300                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",487,"99.7950819600                 "
"2003","53358","05","0014","","03","High      ","N","Adams-Friendship Area","","High School Type/ PreK-12","All Races","Both Genders",677,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",677,"100.0000000000                "
"2003","53358","05","0014","","03","El/Sec    ","N","Adams-Friendship Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2003","53358","05","0014","","03","Summary   ","N","Adams-Friendship Area","","Grades PreK-12","All Races","Both Genders",2157,5,"0.2318034300                  ",0,"0.0000000000                  ",2,"0.0927213700                  ",2150,"99.6754751900                 "
"2003","51858","05","0014","0040","04","High      ","N","Adams-Friendship Area","Adams-Friendship Hi","Grades PreK-12","All Races","Both Genders",657,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",657,"100.0000000000                "
"2003","54569","05","0014","0080","04","Elem      ","N","Adams-Friendship Area","Castle Rock El","Grades PreK-12","All Races","Both Genders",150,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",150,"100.0000000000                "
"2003","53236","05","0014","0130","04","Elem      ","N","Adams-Friendship Area","Adams-Friendship El","Grades PreK-12","All Races","Both Genders",505,4,"0.7920792000                  ",0,"0.0000000000                  ",2,"0.3960396000                  ",499,"98.8118811800                 "
"2003","52601","05","0014","0140","04","Elem      ","N","Adams-Friendship Area","Grand Marsh El","Grades PreK-12","All Races","Both Genders",149,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",149,"100.0000000000                "
"2003","52600","05","0014","0180","04","Elem      ","N","Adams-Friendship Area","Pine Land El","Grades PreK-12","All Races","Both Genders",72,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",72,"100.0000000000                "
"2003","52918","05","0014","0200","04","Elem      ","N","Adams-Friendship Area","Roche A Cri El","Grades PreK-12","All Races","Both Genders",116,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",116,"100.0000000000                "
