"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2002","48400","09","0140","","03","Elem      ","N","Antigo","","Elementary School Type/ Prek-12","All Races","Both Genders",1251,587,"46.9224620300                 ",664,"53.0775379600                 "
"2002","48400","09","0140","","03","Mid/Jr Hi ","N","Antigo","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",569,252,"44.2882249500                 ",317,"55.7117750400                 "
"2002","48400","09","0140","","03","High      ","N","Antigo","","High School Type/ PreK-12","All Races","Both Genders",1165,301,"25.8369098700                 ",864,"74.1630901200                 "
"2002","48400","09","0140","","03","El/Sec    ","N","Antigo","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",37,13,"35.1351351300                 ",24,"64.8648648600                 "
"2002","48400","09","0140","","03","Summary   ","N","Antigo","","Grades PreK-12","All Races","Both Genders",3022,1153,"38.1535407000                 ",1869,"61.8464592900                 "
"2002","47563","09","0140","0020","04","Elem      ","N","Antigo","Aniwa El","Grades PreK-12","All Races","Both Genders",85,53,"62.3529411700                 ",32,"37.6470588200                 "
"2002","47564","09","0140","0050","04","Mid/Jr Hi ","N","Antigo","Antigo Mid","Grades PreK-12","All Races","Both Genders",569,252,"44.2882249500                 ",317,"55.7117750400                 "
"2002","47565","09","0140","0070","04","High      ","N","Antigo","Antigo Hi","Grades PreK-12","All Races","Both Genders",1165,301,"25.8369098700                 ",864,"74.1630901200                 "
"2002","47566","09","0140","0080","04","Elem      ","N","Antigo","Crestwood El","Grades PreK-12","All Races","Both Genders",134,44,"32.8358208900                 ",90,"67.1641791000                 "
"2002","47567","09","0140","0100","04","Elem      ","N","Antigo","East El","Grades PreK-12","All Races","Both Genders",119,57,"47.8991596600                 ",62,"52.1008403300                 "
"2002","49320","09","0140","0110","04","Elem      ","Y","Antigo","Chrysalis El Charter School","Grades PreK-12","All Races","Both Genders",30,12,"40.0000000000                 ",18,"60.0000000000                 "
"2002","47585","09","0140","0140","04","Elem      ","Y","Antigo","Lily El","Grades PreK-12","All Races","Both Genders",25,10,"40.0000000000                 ",15,"60.0000000000                 "
"2002","46803","09","0140","0160","04","Elem      ","N","Antigo","Mattoon El","Grades PreK-12","All Races","Both Genders",83,35,"42.1686746900                 ",48,"57.8313253000                 "
"2002","47568","09","0140","0180","04","Elem      ","N","Antigo","North El","Grades PreK-12","All Races","Both Genders",142,86,"60.5633802800                 ",56,"39.4366197100                 "
"2002","47569","09","0140","0200","04","Elem      ","N","Antigo","Pleasant View El","Grades PreK-12","All Races","Both Genders",126,41,"32.5396825300                 ",85,"67.4603174600                 "
"2002","46791","09","0140","0240","04","Elem      ","N","Antigo","River Grove El","Grades PreK-12","All Races","Both Genders",97,49,"50.5154639100                 ",48,"49.4845360800                 "
"2002","47571","09","0140","0260","04","Elem      ","N","Antigo","Spring Valley El","Grades PreK-12","All Races","Both Genders",148,56,"37.8378378300                 ",92,"62.1621621600                 "
"2002","47572","09","0140","0280","04","Elem      ","N","Antigo","West El","Grades PreK-12","All Races","Both Genders",171,95,"55.5555555500                 ",76,"44.4444444400                 "
"2002","44922","09","0140","0300","04","Elem      ","N","Antigo","Antigo Kindergarten Center","Grades PreK-12","All Races","Both Genders",91,49,"53.8461538400                 ",42,"46.1538461500                 "
"2002","48982","09","0140","0800","04","El/Sec    ","Y","Antigo","Chrysalis Family Charter Sch","Grades PreK-12","All Races","Both Genders",37,13,"35.1351351300                 ",24,"64.8648648600                 "
"2002","48187","09","0196","","03","Elem      ","N","Athens","","Elementary School Type/ Prek-12","All Races","Both Genders",234,67,"28.6324786300                 ",167,"71.3675213600                 "
"2002","48187","09","0196","","03","Mid/Jr Hi ","N","Athens","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",99,35,"35.3535353500                 ",64,"64.6464646400                 "
"2002","48187","09","0196","","03","High      ","N","Athens","","High School Type/ PreK-12","All Races","Both Genders",224,49,"21.8750000000                 ",175,"78.1250000000                 "
"2002","48187","09","0196","","03","El/Sec    ","N","Athens","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
