"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","total_enrollment_prek-12","pre-k_number","pre-k_percent","kinder_number","kinder_percent","grade_1_number","grade_1_percent","grade_2_number","grade_2_percent","grade_3_number","grade_3_percent","grade_4_number","grade_4_percent","grade_5_number","grade_5_percent","grade_6_number","grade_6_percent","grade_7_number","grade_7_percent","grade_8_number","grade_8_percent","grade_9_number","grade_9_percent","grade_10_number","grade_10_percent","grade_11_number","grade_11_percent","grade_12_number","grade_12_percent"
"2002","48230","12","0170","","03","Summary   ","N","Ashland","","Grades PreK-12","All Races","Both Genders","2277",7,"0.307400                      ",150,"6.587600                      ",165,"7.246300                      ",162,"7.114600                      ",153,"6.719300                      ",164,"7.202400                      ",162,"7.114600                      ",177,"7.773300                      ",184,"8.080800                      ",188,"8.256400                      ",192,"8.432100                      ",200,"8.783400                      ",177,"7.773300                      ",196,"8.607800                      "
"2002","47831","12","0170","0020","04","High      ","N","Ashland","Ashland Hi","Grades PreK-12","All Races","Both Genders","765",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",192,"25.098000                     ",200,"26.143700                     ",177,"23.137200                     ",196,"25.620900                     "
"2002","47832","12","0170","0030","04","Mid/Jr Hi ","N","Ashland","Ashland Mid","Grades PreK-12","All Races","Both Genders","533",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",161,"30.206300                     ",184,"34.521500                     ",188,"35.272000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2002","47833","12","0170","0060","04","Mid/Jr Hi ","N","Ashland","Lake Superior Intermediate","Grades PreK-12","All Races","Both Genders","411",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",131,"31.873400                     ",139,"33.819900                     ",141,"34.306500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2002","47834","12","0170","0080","04","Elem      ","N","Ashland","Lake Superior Primary","Grades PreK-12","All Races","Both Genders","411",7,"1.703100                      ",123,"29.927000                     ",139,"33.819900                     ",142,"34.549800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2002","47835","12","0170","0120","04","Elem      ","N","Ashland","Marengo Valley El","Grades PreK-12","All Races","Both Genders","157",0,"0.000000                      ",27,"17.197400                     ",26,"16.560500                     ",20,"12.738800                     ",22,"14.012700                     ",25,"15.923500                     ",21,"13.375700                     ",16,"10.191000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2002","48233","12","0315","","03","Summary   ","N","Bayfield","","Grades PreK-12","All Races","Both Genders","544",12,"2.205800                      ",36,"6.617600                      ",34,"6.250000                      ",37,"6.801400                      ",48,"8.823500                      ",35,"6.433800                      ",39,"7.169100                      ",36,"6.617600                      ",40,"7.352900                      ",46,"8.455800                      ",48,"8.823500                      ",44,"8.088200                      ",41,"7.536700                      ",48,"8.823500                      "
"2002","46946","12","0315","0020","04","Elem      ","N","Bayfield","Bayfield El","Grades PreK-12","All Races","Both Genders","224",12,"5.357100                      ",34,"15.178500                     ",32,"14.285700                     ",33,"14.732100                     ",43,"19.196400                     ",33,"14.732100                     ",37,"16.517800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2002","46947","12","0315","0030","04","Mid/Jr Hi ","N","Bayfield","Bayfield Mid","Grades PreK-12","All Races","Both Genders","122",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",36,"29.508100                     ",40,"32.786800                     ",46,"37.704900                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2002","46948","12","0315","0040","04","High      ","N","Bayfield","Bayfield Hi","Grades PreK-12","All Races","Both Genders","181",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",48,"26.519300                     ",44,"24.309300                     ",41,"22.651900                     ",48,"26.519300                     "
"2002","46956","12","0315","0060","04","Elem      ","N","Bayfield","La Pointe El","Grades PreK-12","All Races","Both Genders","17",0,"0.000000                      ",2,"11.764700                     ",2,"11.764700                     ",4,"23.529400                     ",5,"29.411700                     ",2,"11.764700                     ",2,"11.764700                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
