"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2002","48230","12","0170","","03","Elem      ","N","Ashland","","Elementary School Type/ Prek-12","568",281,"49.471800                     ",287,"50.528100                     ",115,"20.246400                     ",0,"0.000000                      ",1,"0.176000                      ",1,"0.176000                      ",451,"79.401400                     "
"2002","48230","12","0170","","03","Mid/Jr Hi ","N","Ashland","","Middle/Junior High School Type/ Prek-12","944",443,"46.927900                     ",501,"53.072000                     ",219,"23.199100                     ",1,"0.105900                      ",2,"0.211800                      ",0,"0.000000                      ",722,"76.483000                     "
"2002","48230","12","0170","","03","High      ","N","Ashland","","High School Type/ PreK-12","765",343,"44.836600                     ",422,"55.163300                     ",119,"15.555500                     ",2,"0.261400                      ",6,"0.784300                      ",1,"0.130700                      ",637,"83.267900                     "
"2002","48230","12","0170","","03","El/Sec    ","N","Ashland","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48230","12","0170","","03","Summary   ","N","Ashland","","Grades PreK-12","2277",1067,"46.859900                     ",1210,"53.140000                     ",453,"19.894500                     ",3,"0.131700                      ",9,"0.395200                      ",2,"0.087800                      ",1810,"79.490500                     "
"2002","47831","12","0170","0020","04","High      ","N","Ashland","Ashland Hi","Grades PreK-12","765",343,"44.836600                     ",422,"55.163300                     ",119,"15.555500                     ",2,"0.261400                      ",6,"0.784300                      ",1,"0.130700                      ",637,"83.267900                     "
"2002","47832","12","0170","0030","04","Mid/Jr Hi ","N","Ashland","Ashland Mid","Grades PreK-12","533",244,"45.778600                     ",289,"54.221300                     ",117,"21.951200                     ",1,"0.187600                      ",2,"0.375200                      ",0,"0.000000                      ",413,"77.485900                     "
"2002","47833","12","0170","0060","04","Mid/Jr Hi ","N","Ashland","Lake Superior Intermediate","Grades PreK-12","411",199,"48.418400                     ",212,"51.581500                     ",102,"24.817500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",309,"75.182400                     "
"2002","47834","12","0170","0080","04","Elem      ","N","Ashland","Lake Superior Primary","Grades PreK-12","411",200,"48.661800                     ",211,"51.338100                     ",115,"27.980500                     ",0,"0.000000                      ",0,"0.000000                      ",1,"0.243300                      ",295,"71.776100                     "
"2002","47835","12","0170","0120","04","Elem      ","N","Ashland","Marengo Valley El","Grades PreK-12","157",81,"51.592300                     ",76,"48.407600                     ",0,"0.000000                      ",0,"0.000000                      ",1,"0.636900                      ",0,"0.000000                      ",156,"99.363000                     "
"2002","48233","12","0315","","03","Elem      ","N","Bayfield","","Elementary School Type/ Prek-12","241",118,"48.962600                     ",123,"51.037300                     ",176,"73.029000                     ",0,"0.000000                      ",1,"0.414900                      ",2,"0.829800                      ",62,"25.726100                     "
"2002","48233","12","0315","","03","Mid/Jr Hi ","N","Bayfield","","Middle/Junior High School Type/ Prek-12","122",61,"50.000000                     ",61,"50.000000                     ",76,"62.295000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",46,"37.704900                     "
"2002","48233","12","0315","","03","High      ","N","Bayfield","","High School Type/ PreK-12","181",91,"50.276200                     ",90,"49.723700                     ",119,"65.745800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",62,"34.254100                     "
"2002","48233","12","0315","","03","El/Sec    ","N","Bayfield","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48233","12","0315","","03","Summary   ","N","Bayfield","","Grades PreK-12","544",270,"49.632300                     ",274,"50.367600                     ",371,"68.198500                     ",0,"0.000000                      ",1,"0.183800                      ",2,"0.367600                      ",170,"31.250000                     "
"2002","46946","12","0315","0020","04","Elem      ","N","Bayfield","Bayfield El","Grades PreK-12","224",110,"49.107100                     ",114,"50.892800                     ",174,"77.678500                     ",0,"0.000000                      ",1,"0.446400                      ",2,"0.892800                      ",47,"20.982100                     "
"2002","46947","12","0315","0030","04","Mid/Jr Hi ","N","Bayfield","Bayfield Mid","Grades PreK-12","122",61,"50.000000                     ",61,"50.000000                     ",76,"62.295000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",46,"37.704900                     "
"2002","46948","12","0315","0040","04","High      ","N","Bayfield","Bayfield Hi","Grades PreK-12","181",91,"50.276200                     ",90,"49.723700                     ",119,"65.745800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",62,"34.254100                     "
"2002","46956","12","0315","0060","04","Elem      ","N","Bayfield","La Pointe El","Grades PreK-12","17",8,"47.058800                     ",9,"52.941100                     ",2,"11.764700                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",15,"88.235200                     "
"2002","48201","12","0840","","03","Elem      ","N","Butternut","","Elementary School Type/ Prek-12","105",47,"44.761900                     ",58,"55.238000                     ",3,"2.857100                      ",1,"0.952300                      ",0,"0.000000                      ",0,"0.000000                      ",101,"96.190400                     "
"2002","48201","12","0840","","03","Mid/Jr Hi ","N","Butternut","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48201","12","0840","","03","High      ","N","Butternut","","High School Type/ PreK-12","123",53,"43.089400                     ",70,"56.910500                     ",2,"1.626000                      ",0,"0.000000                      ",1,"0.813000                      ",0,"0.000000                      ",120,"97.560900                     "
"2002","48201","12","0840","","03","El/Sec    ","N","Butternut","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48201","12","0840","","03","Summary   ","N","Butternut","","Grades PreK-12","228",100,"43.859600                     ",128,"56.140300                     ",5,"2.192900                      ",1,"0.438500                      ",1,"0.438500                      ",0,"0.000000                      ",221,"96.929800                     "
"2002","46834","12","0840","0020","04","Elem      ","N","Butternut","Butternut El","Grades PreK-12","105",47,"44.761900                     ",58,"55.238000                     ",3,"2.857100                      ",1,"0.952300                      ",0,"0.000000                      ",0,"0.000000                      ",101,"96.190400                     "
"2002","46835","12","0840","0040","04","High      ","N","Butternut","Butternut Hi","Grades PreK-12","123",53,"43.089400                     ",70,"56.910500                     ",2,"1.626000                      ",0,"0.000000                      ",1,"0.813000                      ",0,"0.000000                      ",120,"97.560900                     "
"2002","48469","12","1491","","03","Elem      ","N","Drummond Area","","Elementary School Type/ Prek-12","305",151,"49.508100                     ",154,"50.491800                     ",3,"0.983600                      ",0,"0.000000                      ",2,"0.655700                      ",0,"0.000000                      ",300,"98.360600                     "
"2002","48469","12","1491","","03","Mid/Jr Hi ","N","Drummond Area","","Middle/Junior High School Type/ Prek-12","86",50,"58.139500                     ",36,"41.860400                     ",6,"6.976700                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",80,"93.023200                     "
"2002","48469","12","1491","","03","High      ","N","Drummond Area","","High School Type/ PreK-12","186",87,"46.774100                     ",99,"53.225800                     ",4,"2.150500                      ",1,"0.537600                      ",0,"0.000000                      ",0,"0.000000                      ",181,"97.311800                     "
"2002","48469","12","1491","","03","El/Sec    ","N","Drummond Area","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48469","12","1491","","03","Summary   ","N","Drummond Area","","Grades PreK-12","577",288,"49.913300                     ",289,"50.086600                     ",13,"2.253000                      ",1,"0.173300                      ",2,"0.346600                      ",0,"0.000000                      ",561,"97.227000                     "
"2002","47837","12","1491","0020","04","Elem      ","N","Drummond Area","Drummond El","Grades PreK-12","305",151,"49.508100                     ",154,"50.491800                     ",3,"0.983600                      ",0,"0.000000                      ",2,"0.655700                      ",0,"0.000000                      ",300,"98.360600                     "
"2002","47838","12","1491","0040","04","High      ","N","Drummond Area","Drummond Hi","Grades PreK-12","177",83,"46.892600                     ",94,"53.107300                     ",3,"1.694900                      ",1,"0.564900                      ",0,"0.000000                      ",0,"0.000000                      ",173,"97.740100                     "
"2002","47839","12","1491","0050","04","Mid/Jr Hi ","N","Drummond Area","Drummond Jr","Grades PreK-12","86",50,"58.139500                     ",36,"41.860400                     ",6,"6.976700                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",80,"93.023200                     "
"2002","49704","12","1491","9400","04","High      ","Y","Drummond Area","Ascend Academy","Grades PreK-12","9",4,"44.444400                     ",5,"55.555500                     ",1,"11.111100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",8,"88.888800                     "
"2002","48204","12","2205","","03","Elem      ","N","Glidden","","Elementary School Type/ Prek-12","107",45,"42.056000                     ",62,"57.943900                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",107,"100.000000                    "
"2002","48204","12","2205","","03","Mid/Jr Hi ","N","Glidden","","Middle/Junior High School Type/ Prek-12","56",22,"39.285700                     ",34,"60.714200                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",56,"100.000000                    "
"2002","48204","12","2205","","03","High      ","N","Glidden","","High School Type/ PreK-12","107",52,"48.598100                     ",55,"51.401800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",107,"100.000000                    "
"2002","48204","12","2205","","03","El/Sec    ","N","Glidden","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48204","12","2205","","03","Summary   ","N","Glidden","","Grades PreK-12","270",119,"44.074000                     ",151,"55.925900                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",270,"100.000000                    "
"2002","49372","12","2205","0020","04","Elem      ","N","Glidden","Glidden El","Grades PreK-12","107",45,"42.056000                     ",62,"57.943900                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",107,"100.000000                    "
"2002","46844","12","2205","0030","04","Mid/Jr Hi ","N","Glidden","Glidden Mid","Grades PreK-12","56",22,"39.285700                     ",34,"60.714200                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",56,"100.000000                    "
