"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"1999","23221","08","0602","","03","Elem      ","N","Bonduel","","Elementary School Type/ Prek-12","All Races","Both Genders",379,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",379,"100.0000000000                "
"1999","23221","08","0602","","03","Mid/Jr Hi ","N","Bonduel","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",202,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",202,"100.0000000000                "
"1999","23221","08","0602","","03","High      ","N","Bonduel","","High School Type/ PreK-12","All Races","Both Genders",336,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",336,"100.0000000000                "
"1999","23221","08","0602","","03","El/Sec    ","N","Bonduel","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"1999","23221","08","0602","","03","Summary   ","N","Bonduel","","Grades PreK-12","All Races","Both Genders",917,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",917,"100.0000000000                "
"1999","23215","08","0602","0020","04","Elem      ","N","Bonduel","Bonduel El","Grades PreK-12","All Races","Both Genders",225,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",225,"100.0000000000                "
"1999","23216","08","0602","0021","04","Mid/Jr Hi ","N","Bonduel","Bonduel Mid","Grades PreK-12","All Races","Both Genders",202,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",202,"100.0000000000                "
"1999","23217","08","0602","0040","04","High      ","N","Bonduel","Bonduel Hi","Grades PreK-12","All Races","Both Genders",336,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",336,"100.0000000000                "
"1999","23228","08","0602","0060","04","Elem      ","N","Bonduel","Cecil El","Grades PreK-12","All Races","Both Genders",64,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",64,"100.0000000000                "
"1999","23218","08","0602","0080","04","Elem      ","N","Bonduel","Navarino El","Grades PreK-12","All Races","Both Genders",90,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",90,"100.0000000000                "
"1999","23654","08","0623","","03","Elem      ","N","Bowler","","Elementary School Type/ Prek-12","All Races","Both Genders",316,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",316,"100.0000000000                "
"1999","23654","08","0623","","03","Mid/Jr Hi ","N","Bowler","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"1999","23654","08","0623","","03","High      ","N","Bowler","","High School Type/ PreK-12","All Races","Both Genders",268,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",268,"100.0000000000                "
"1999","23654","08","0623","","03","El/Sec    ","N","Bowler","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"1999","23654","08","0623","","03","Summary   ","N","Bowler","","Grades PreK-12","All Races","Both Genders",584,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",584,"100.0000000000                "
"1999","23652","08","0623","0020","04","Elem      ","N","Bowler","Bowler El","Grades PreK-12","All Races","Both Genders",316,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",316,"100.0000000000                "
"1999","23653","08","0623","0040","04","High      ","N","Bowler","Bowler Hi","Grades PreK-12","All Races","Both Genders",268,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",268,"100.0000000000                "
"1999","24615","08","1141","","03","Elem      ","N","Clintonville","","Elementary School Type/ Prek-12","All Races","Both Genders",711,7,"0.9845288300                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",704,"99.0154711600                 "
"1999","24615","08","1141","","03","Mid/Jr Hi ","N","Clintonville","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",422,4,"0.9478672900                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",418,"99.0521327000                 "
"1999","24615","08","1141","","03","High      ","N","Clintonville","","High School Type/ PreK-12","All Races","Both Genders",604,7,"1.1589403900                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",597,"98.8410596000                 "
"1999","24615","08","1141","","03","El/Sec    ","N","Clintonville","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"1999","24615","08","1141","","03","Summary   ","N","Clintonville","","Grades PreK-12","All Races","Both Genders",1737,18,"1.0362694300                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",1719,"98.9637305600                 "
"1999","24608","08","1141","0015","04","Elem      ","N","Clintonville","Bear Creek El","Grades PreK-12","All Races","Both Genders",130,5,"3.8461538400                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",125,"96.1538461500                 "
"1999","24609","08","1141","0020","04","Mid/Jr Hi ","N","Clintonville","Clintonville Mid","Grades PreK-12","All Races","Both Genders",422,4,"0.9478672900                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",418,"99.0521327000                 "
"1999","24610","08","1141","0040","04","High      ","N","Clintonville","Clintonville Hi","Grades PreK-12","All Races","Both Genders",604,7,"1.1589403900                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",597,"98.8410596000                 "
"1999","24611","08","1141","0060","04","Elem      ","N","Clintonville","Dellwood El","Grades PreK-12","All Races","Both Genders",116,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",116,"100.0000000000                "
"1999","24612","08","1141","0100","04","Elem      ","N","Clintonville","Longfellow El","Grades PreK-12","All Races","Both Genders",465,2,"0.4301075200                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",463,"99.5698924700                 "
"1999","23232","08","1169","","03","Elem      ","N","Coleman","","Elementary School Type/ Prek-12","All Races","Both Genders",545,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",545,"100.0000000000                "
"1999","23232","08","1169","","03","Mid/Jr Hi ","N","Coleman","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"1999","23232","08","1169","","03","High      ","N","Coleman","","High School Type/ PreK-12","All Races","Both Genders",276,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",276,"100.0000000000                "
