"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"2002","48365","08","0602","","03","Elem      ","N","Bonduel","","Elementary School Type/ Prek-12","All Races","Both Genders",330,4,"1.2121212100                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",326,"98.7878787800                 "
"2002","48365","08","0602","","03","Mid/Jr Hi ","N","Bonduel","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",198,1,"0.5050505000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",197,"99.4949494900                 "
"2002","48365","08","0602","","03","High      ","N","Bonduel","","High School Type/ PreK-12","All Races","Both Genders",343,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",343,"100.0000000000                "
"2002","48365","08","0602","","03","El/Sec    ","N","Bonduel","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48365","08","0602","","03","Summary   ","N","Bonduel","","Grades PreK-12","All Races","Both Genders",871,5,"0.5740528100                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",866,"99.4259471800                 "
"2002","46702","08","0602","0020","04","Elem      ","N","Bonduel","Bonduel El","Grades PreK-12","All Races","Both Genders",218,4,"1.8348623800                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",214,"98.1651376100                 "
"2002","46703","08","0602","0021","04","Mid/Jr Hi ","N","Bonduel","Bonduel Mid","Grades PreK-12","All Races","Both Genders",198,1,"0.5050505000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",197,"99.4949494900                 "
"2002","49367","08","0602","0040","04","High      ","N","Bonduel","Bonduel Hi","Grades PreK-12","All Races","Both Genders",343,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",343,"100.0000000000                "
"2002","47434","08","0602","0060","04","Elem      ","N","Bonduel","Cecil El","Grades PreK-12","All Races","Both Genders",39,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",39,"100.0000000000                "
"2002","46704","08","0602","0080","04","Elem      ","N","Bonduel","Navarino El","Grades PreK-12","All Races","Both Genders",73,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",73,"100.0000000000                "
"2002","48189","08","0623","","03","Elem      ","N","Bowler","","Elementary School Type/ Prek-12","All Races","Both Genders",281,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",281,"100.0000000000                "
"2002","48189","08","0623","","03","Mid/Jr Hi ","N","Bowler","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48189","08","0623","","03","High      ","N","Bowler","","High School Type/ PreK-12","All Races","Both Genders",256,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",256,"100.0000000000                "
"2002","48189","08","0623","","03","El/Sec    ","N","Bowler","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48189","08","0623","","03","Summary   ","N","Bowler","","Grades PreK-12","All Races","Both Genders",537,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",537,"100.0000000000                "
"2002","46786","08","0623","0020","04","Elem      ","N","Bowler","Bowler El","Grades PreK-12","All Races","Both Genders",281,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",281,"100.0000000000                "
"2002","46787","08","0623","0040","04","High      ","N","Bowler","Bowler Hi","Grades PreK-12","All Races","Both Genders",256,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",256,"100.0000000000                "
"2002","48246","08","1141","","03","Elem      ","N","Clintonville","","Elementary School Type/ Prek-12","All Races","Both Genders",622,13,"2.0900321500                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",609,"97.9099678400                 "
"2002","48246","08","1141","","03","Mid/Jr Hi ","N","Clintonville","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",398,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",398,"100.0000000000                "
"2002","48246","08","1141","","03","High      ","N","Clintonville","","High School Type/ PreK-12","All Races","Both Genders",586,5,"0.8532423200                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",581,"99.1467576700                 "
"2002","48246","08","1141","","03","El/Sec    ","N","Clintonville","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48246","08","1141","","03","Summary   ","N","Clintonville","","Grades PreK-12","All Races","Both Genders",1606,18,"1.1207970100                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",1588,"98.8792029800                 "
"2002","44964","08","1141","0015","04","Elem      ","N","Clintonville","Bear Creek El","Grades PreK-12","All Races","Both Genders",91,9,"9.8901098900                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",82,"90.1098901000                 "
"2002","44965","08","1141","0020","04","Mid/Jr Hi ","N","Clintonville","Clintonville Mid","Grades PreK-12","All Races","Both Genders",398,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",398,"100.0000000000                "
"2002","44966","08","1141","0040","04","High      ","N","Clintonville","Clintonville Hi","Grades PreK-12","All Races","Both Genders",586,5,"0.8532423200                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",581,"99.1467576700                 "
"2002","44967","08","1141","0060","04","Elem      ","N","Clintonville","Dellwood El","Grades PreK-12","All Races","Both Genders",108,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",108,"100.0000000000                "
"2002","44968","08","1141","0100","04","Elem      ","N","Clintonville","Longfellow El","Grades PreK-12","All Races","Both Genders",423,4,"0.9456264700                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",419,"99.0543735200                 "
"2002","49736","08","1141","9408","4C","High      ","Y","Clintonville","Waupaca County Charter","Grades PreK-12","All Races","Both Genders",2,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",2,"100.0000000000                "
"2002","48367","08","1169","","03","Elem      ","N","Coleman","","Elementary School Type/ Prek-12","All Races","Both Genders",519,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",519,"100.0000000000                "
"2002","48367","08","1169","","03","Mid/Jr Hi ","N","Coleman","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48367","08","1169","","03","High      ","N","Coleman","","High School Type/ PreK-12","All Races","Both Genders",281,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",281,"100.0000000000                "
"2002","48367","08","1169","","03","El/Sec    ","N","Coleman","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48367","08","1169","","03","Summary   ","N","Coleman","","Grades PreK-12","All Races","Both Genders",800,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",800,"100.0000000000                "
"2002","47435","08","1169","0040","04","Elem      ","N","Coleman","Coleman El","Grades PreK-12","All Races","Both Genders",519,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",519,"100.0000000000                "
"2002","47436","08","1169","0060","04","High      ","N","Coleman","Coleman Hi","Grades PreK-12","All Races","Both Genders",281,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",281,"100.0000000000                "
"2002","48202","08","1218","","03","Elem      ","N","Crandon","","Elementary School Type/ Prek-12","All Races","Both Genders",453,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",453,"100.0000000000                "
"2002","48202","08","1218","","03","Mid/Jr Hi ","N","Crandon","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",261,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",261,"100.0000000000                "
"2002","48202","08","1218","","03","High      ","N","Crandon","","High School Type/ PreK-12","All Races","Both Genders",286,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",286,"100.0000000000                "
"2002","48202","08","1218","","03","El/Sec    ","N","Crandon","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",21,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",21,"100.0000000000                "
"2002","48202","08","1218","","03","Summary   ","N","Crandon","","Grades PreK-12","All Races","Both Genders",1021,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",1021,"100.0000000000                "
"2002","46837","08","1218","0022","04","Mid/Jr Hi ","N","Crandon","Crandon Mid","Grades PreK-12","All Races","Both Genders",261,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",261,"100.0000000000                "
"2002","46838","08","1218","0040","04","Elem      ","N","Crandon","Crandon El","Grades PreK-12","All Races","Both Genders",453,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",453,"100.0000000000                "
"2002","46839","08","1218","0060","04","High      ","N","Crandon","Crandon Hi","Grades PreK-12","All Races","Both Genders",286,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",286,"100.0000000000                "
"2002","49426","08","1218","0800","04","El/Sec    ","Y","Crandon","Crandon Alternative  Resource Sch (CARS)","Grades PreK-12","All Races","Both Genders",21,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",21,"100.0000000000                "
"2002","48368","08","1232","","03","Elem      ","N","Crivitz","","Elementary School Type/ Prek-12","All Races","Both Genders",437,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",437,"100.0000000000                "
"2002","48368","08","1232","","03","Mid/Jr Hi ","N","Crivitz","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",136,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",136,"100.0000000000                "
"2002","48368","08","1232","","03","High      ","N","Crivitz","","High School Type/ PreK-12","All Races","Both Genders",328,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",328,"100.0000000000                "
"2002","48368","08","1232","","03","El/Sec    ","N","Crivitz","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48368","08","1232","","03","Summary   ","N","Crivitz","","Grades PreK-12","All Races","Both Genders",901,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",901,"100.0000000000                "
"2002","47438","08","1232","0020","04","Elem      ","N","Crivitz","Crivitz El","Grades PreK-12","All Races","Both Genders",437,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",437,"100.0000000000                "
"2002","47439","08","1232","0040","04","High      ","N","Crivitz","Crivitz Hi","Grades PreK-12","All Races","Both Genders",328,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",328,"100.0000000000                "
"2002","47440","08","1232","0080","04","Mid/Jr Hi ","N","Crivitz","Crivitz Mid","Grades PreK-12","All Races","Both Genders",136,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",136,"100.0000000000                "
"2002","48371","08","1855","","03","Elem      ","N","Florence","","Elementary School Type/ Prek-12","All Races","Both Genders",379,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",379,"100.0000000000                "
"2002","48371","08","1855","","03","Mid/Jr Hi ","N","Florence","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",163,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",163,"100.0000000000                "
"2002","48371","08","1855","","03","High      ","N","Florence","","High School Type/ PreK-12","All Races","Both Genders",292,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",292,"100.0000000000                "
"2002","48371","08","1855","","03","El/Sec    ","N","Florence","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2002","48371","08","1855","","03","Summary   ","N","Florence","","Grades PreK-12","All Races","Both Genders",834,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",834,"100.0000000000                "
"2002","47448","08","1855","0040","04","Elem      ","N","Florence","Florence El","Grades PreK-12","All Races","Both Genders",264,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",264,"100.0000000000                "
"2002","49394","08","1855","0060","04","High      ","N","Florence","Florence Hi","Grades PreK-12","All Races","Both Genders",292,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",292,"100.0000000000                "
"2002","49437","08","1855","0080","04","Mid/Jr Hi ","N","Florence","Florence Middle","Grades PreK-12","All Races","Both Genders",163,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",163,"100.0000000000                "
"2002","47475","08","1855","0100","04","Elem      ","N","Florence","Hillcrest El","Grades PreK-12","All Races","Both Genders",115,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",115,"100.0000000000                "
"2002","48170","08","2128","","03","Elem      ","N","Gillett","","Elementary School Type/ Prek-12","All Races","Both Genders",381,9,"2.3622047200                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",372,"97.6377952700                 "
"2002","48170","08","2128","","03","Mid/Jr Hi ","N","Gillett","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",215,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",215,"100.0000000000                "
"2002","48170","08","2128","","03","High      ","N","Gillett","","High School Type/ PreK-12","All Races","Both Genders",272,3,"1.1029411700                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",269,"98.8970588200                 "
