"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"1997","05212","08","0602","","03","Elem      ","N","Bonduel","","Elementary School Type/ Prek-12","All Races","Both Genders",372,,"",,""
"1997","05212","08","0602","","03","Mid/Jr Hi ","N","Bonduel","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",189,,"",,""
"1997","05212","08","0602","","03","High      ","N","Bonduel","","High School Type/ PreK-12","All Races","Both Genders",349,,"",,""
"1997","05212","08","0602","","03","El/Sec    ","N","Bonduel","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"1997","05212","08","0602","","03","Summary   ","N","Bonduel","","Grades PreK-12","All Races","Both Genders",910,,"",,""
"1997","06528","08","0602","0020","04","Elem      ","N","Bonduel","Bonduel El","Grades PreK-12","All Races","Both Genders",181,,"",,""
"1997","06529","08","0602","0021","04","Mid/Jr Hi ","N","Bonduel","Bonduel Mid","Grades PreK-12","All Races","Both Genders",189,,"",,""
"1997","06530","08","0602","0040","04","High      ","N","Bonduel","Bonduel Hi","Grades PreK-12","All Races","Both Genders",349,,"",,""
"1997","06535","08","0602","0060","04","Elem      ","N","Bonduel","Cecil El","Grades PreK-12","All Races","Both Genders",78,,"",,""
"1997","06531","08","0602","0080","04","Elem      ","N","Bonduel","Navarino El","Grades PreK-12","All Races","Both Genders",113,,"",,""
"1997","05260","08","0623","","03","Elem      ","N","Bowler","","Elementary School Type/ Prek-12","All Races","Both Genders",338,,"",,""
"1997","05260","08","0623","","03","Mid/Jr Hi ","N","Bowler","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"1997","05260","08","0623","","03","High      ","N","Bowler","","High School Type/ PreK-12","All Races","Both Genders",285,,"",,""
"1997","05260","08","0623","","03","El/Sec    ","N","Bowler","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"1997","05260","08","0623","","03","Summary   ","N","Bowler","","Grades PreK-12","All Races","Both Genders",623,,"",,""
"1997","06764","08","0623","0020","04","Elem      ","N","Bowler","Bowler El","Grades PreK-12","All Races","Both Genders",338,,"",,""
"1997","06765","08","0623","0040","04","High      ","N","Bowler","Bowler Hi","Grades PreK-12","All Races","Both Genders",285,,"",,""
"1997","05387","08","1141","","03","Elem      ","N","Clintonville","","Elementary School Type/ Prek-12","All Races","Both Genders",722,,"",,""
"1997","05387","08","1141","","03","Mid/Jr Hi ","N","Clintonville","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",406,,"",,""
"1997","05387","08","1141","","03","High      ","N","Clintonville","","High School Type/ PreK-12","All Races","Both Genders",643,,"",,""
"1997","05387","08","1141","","03","El/Sec    ","N","Clintonville","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"1997","05387","08","1141","","03","Summary   ","N","Clintonville","","Grades PreK-12","All Races","Both Genders",1771,,"",,""
"1997","07323","08","1141","0015","04","Elem      ","N","Clintonville","Bear Creek El","Grades PreK-12","All Races","Both Genders",103,,"",,""
"1997","07324","08","1141","0020","04","Mid/Jr Hi ","N","Clintonville","Clintonville Mid","Grades PreK-12","All Races","Both Genders",406,,"",,""
"1997","07325","08","1141","0040","04","High      ","N","Clintonville","Clintonville Hi","Grades PreK-12","All Races","Both Genders",643,,"",,""
"1997","07448","08","1141","0060","04","Elem      ","N","Clintonville","Dellwood El","Grades PreK-12","All Races","Both Genders",134,,"",,""
"1997","07326","08","1141","0100","04","Elem      ","N","Clintonville","Longfellow El","Grades PreK-12","All Races","Both Genders",485,,"",,""
"1997","05214","08","1169","","03","Elem      ","N","Coleman","","Elementary School Type/ Prek-12","All Races","Both Genders",580,,"",,""
"1997","05214","08","1169","","03","Mid/Jr Hi ","N","Coleman","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"1997","05214","08","1169","","03","High      ","N","Coleman","","High School Type/ PreK-12","All Races","Both Genders",330,,"",,""
"1997","05214","08","1169","","03","El/Sec    ","N","Coleman","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"1997","05214","08","1169","","03","Summary   ","N","Coleman","","Grades PreK-12","All Races","Both Genders",910,,"",,""
"1997","06536","08","1169","0040","04","Elem      ","N","Coleman","Coleman El","Grades PreK-12","All Races","Both Genders",580,,"",,""
"1997","06537","08","1169","0060","04","High      ","N","Coleman","Coleman Hi","Grades PreK-12","All Races","Both Genders",330,,"",,""
"1997","05288","08","1218","","03","Elem      ","N","Crandon","","Elementary School Type/ Prek-12","All Races","Both Genders",530,,"",,""
"1997","05288","08","1218","","03","Mid/Jr Hi ","N","Crandon","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",273,,"",,""
"1997","05288","08","1218","","03","High      ","N","Crandon","","High School Type/ PreK-12","All Races","Both Genders",321,,"",,""
"1997","05288","08","1218","","03","El/Sec    ","N","Crandon","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"1997","05288","08","1218","","03","Summary   ","N","Crandon","","Grades PreK-12","All Races","Both Genders",1124,,"",,""
"1997","06901","08","1218","0022","04","Mid/Jr Hi ","N","Crandon","Crandon Mid","Grades PreK-12","All Races","Both Genders",273,,"",,""
"1997","06902","08","1218","0040","04","Elem      ","N","Crandon","Crandon El","Grades PreK-12","All Races","Both Genders",530,,"",,""
