"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2005","76234","10","0007","","03","High Schools","N","Abbotsford","","PreK-12","355                           ","41                            ","11.549200                     ","314                           ","88.450700                     "
"2005","76234","10","0007","","03","Mid/Jr Hi Schools","N","Abbotsford","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","76234","10","0007","","03","Elem. Schools","N","Abbotsford","","PreK-12","288                           ","33                            ","11.458300                     ","255                           ","88.541600                     "
"2005","76234","10","0007","","03","El/Sec Combined Schls","N","Abbotsford","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","76232","10","0007","0020","04","Elem. Schools","N","Abbotsford","Abbotsford Elementary","PreK-12","288                           ","33                            ","11.458300                     ","255                           ","88.541600                     "
"2005","76233","10","0007","0040","04","High Schools","N","Abbotsford","Abbotsford Jr/Sr High","PreK-12","355                           ","41                            ","11.549200                     ","314                           ","88.450700                     "
"2005","75788","10","0112","","03","El/Sec Combined Schls","N","Altoona","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75788","10","0112","","03","Elem. Schools","N","Altoona","","PreK-12","549                           ","75                            ","13.661200                     ","474                           ","86.338700                     "
"2005","75788","10","0112","","03","Mid/Jr Hi Schools","N","Altoona","","PreK-12","417                           ","49                            ","11.750500                     ","368                           ","88.249400                     "
"2005","75788","10","0112","","03","High Schools","N","Altoona","","PreK-12","443                           ","47                            ","10.609400                     ","396                           ","89.390500                     "
"2005","75785","10","0112","0040","04","High Schools","N","Altoona","Altoona High","PreK-12","443                           ","47                            ","10.609400                     ","396                           ","89.390500                     "
"2005","75786","10","0112","0060","04","Mid/Jr Hi Schools","N","Altoona","Altoona Middle","PreK-12","417                           ","49                            ","11.750500                     ","368                           ","88.249400                     "
"2005","75787","10","0112","0080","04","Elem. Schools","N","Altoona","Pedersen Elementary","PreK-12","549                           ","75                            ","13.661200                     ","474                           ","86.338700                     "
"2005","75776","10","0217","","03","High Schools","N","Augusta","","PreK-12","344                           ","47                            ","13.662700                     ","297                           ","86.337200                     "
"2005","75776","10","0217","","03","Mid/Jr Hi Schools","N","Augusta","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
