"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2006","09984","11","0119","","03","High Schools","N","Amery","","PreK-12","596                           ","114                           ","19.127500                     ","482                           ","80.872400                     "
"2006","09984","11","0119","","03","Mid/Jr Hi Schools","N","Amery","","PreK-12","381                           ","51                            ","13.385800                     ","330                           ","86.614100                     "
"2006","09984","11","0119","","03","Elem. Schools","N","Amery","","PreK-12","811                           ","72                            ","8.877900                      ","739                           ","91.122000                     "
"2006","09984","11","0119","","03","El/Sec Combined Schls","N","Amery","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","09978","11","0119","0020","04","Elem. Schools","N","Amery","Lien Elementary","PreK-12","444                           ","31                            ","6.981900                      ","413                           ","93.018000                     "
"2006","09979","11","0119","0040","04","High Schools","N","Amery","Amery High","PreK-12","596                           ","114                           ","19.127500                     ","482                           ","80.872400                     "
"2006","09980","11","0119","0050","04","Elem. Schools","N","Amery","Amery Intermediate","PreK-12","367                           ","41                            ","11.171600                     ","326                           ","88.828300                     "
"2006","09981","11","0119","0060","04","Mid/Jr Hi Schools","N","Amery","Amery Middle","PreK-12","381                           ","51                            ","13.385800                     ","330                           ","86.614100                     "
"2006","10012","11","0231","","03","El/Sec Combined Schls","N","Baldwin-Woodville Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","10012","11","0231","","03","Elem. Schools","N","Baldwin-Woodville Area","","PreK-12","579                           ","82                            ","14.162300                     ","497                           ","85.837600                     "
"2006","10012","11","0231","","03","Mid/Jr Hi Schools","N","Baldwin-Woodville Area","","PreK-12","455                           ","53                            ","11.648300                     ","402                           ","88.351600                     "
"2006","10012","11","0231","","03","High Schools","N","Baldwin-Woodville Area","","PreK-12","439                           ","47                            ","10.706100                     ","392                           ","89.293800                     "
"2006","10008","11","0231","0040","04","High Schools","N","Baldwin-Woodville Area","Baldwin-Woodville High","PreK-12","439                           ","47                            ","10.706100                     ","392                           ","89.293800                     "
"2006","10009","11","0231","0070","04","Elem. Schools","N","Baldwin-Woodville Area","Greenfield Elementary","PreK-12","579                           ","82                            ","14.162300                     ","497                           ","85.837600                     "
"2006","10390","11","0231","0090","04","Mid/Jr Hi Schools","N","Baldwin-Woodville Area","Viking Middle","PreK-12","455                           ","53                            ","11.648300                     ","402                           ","88.351600                     "
"2006","16332","11","0238","","03","High Schools","N","Unity","","PreK-12","358                           ","60                            ","16.759700                     ","298                           ","83.240200                     "
"2006","16332","11","0238","","03","Mid/Jr Hi Schools","N","Unity","","PreK-12","269                           ","48                            ","17.843800                     ","221                           ","82.156100                     "
"2006","16332","11","0238","","03","Elem. Schools","N","Unity","","PreK-12","495                           ","78                            ","15.757500                     ","417                           ","84.242400                     "
"2006","16332","11","0238","","03","El/Sec Combined Schls","N","Unity","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","16327","11","0238","0060","04","Elem. Schools","N","Unity","Unity Elementary","PreK-12","495                           ","78                            ","15.757500                     ","417                           ","84.242400                     "
"2006","16328","11","0238","0100","04","High Schools","N","Unity","Unity High","PreK-12","358                           ","60                            ","16.759700                     ","298                           ","83.240200                     "
"2006","16329","11","0238","0120","04","Mid/Jr Hi Schools","N","Unity","Unity Middle","PreK-12","269                           ","48                            ","17.843800                     ","221                           ","82.156100                     "
"2006","16384","11","0308","","03","El/Sec Combined Schls","N","Barron Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","16384","11","0308","","03","High Schools","N","Barron Area","","PreK-12","479                           ","61                            ","12.734800                     ","418                           ","87.265100                     "
"2006","16384","11","0308","","03","Mid/Jr Hi Schools","N","Barron Area","","PreK-12","283                           ","47                            ","16.607700                     ","236                           ","83.392200                     "
"2006","16384","11","0308","","03","Elem. Schools","N","Barron Area","","PreK-12","561                           ","98                            ","17.468800                     ","463                           ","82.531100                     "
"2006","16201","11","0308","0020","04","Elem. Schools","N","Barron Area","Almena Elementary","PreK-12","72                            ","19                            ","26.388800                     ","53                            ","73.611100                     "
"2006","16377","11","0308","0030","04","High Schools","N","Barron Area","Barron High","PreK-12","468                           ","57                            ","12.179400                     ","411                           ","87.820500                     "
"2006","16032","11","0308","0120","04","Elem. Schools","N","Barron Area","Ridgeland Elementary","PreK-12","86                            ","5                             ","5.813900                      ","81                            ","94.186000                     "
"2006","16378","11","0308","0140","04","Mid/Jr Hi Schools","N","Barron Area","Riverview Middle","PreK-12","283                           ","47                            ","16.607700                     ","236                           ","83.392200                     "
"2006","16379","11","0308","0160","04","Elem. Schools","N","Barron Area","Woodland Elementary","PreK-12","403                           ","74                            ","18.362200                     ","329                           ","81.637700                     "
"2006","71744","11","0308","9410","4C","High Schools","Y","Barron Area","Barron County Learning Center","PreK-12","11                            ","4                             ","36.363600                     ","7                             ","63.636300                     "
"2006","16473","11","0441","","03","Elem. Schools","N","Birchwood","","PreK-12","130                           ","20                            ","15.384600                     ","110                           ","84.615300                     "
"2006","16473","11","0441","","03","Mid/Jr Hi Schools","N","Birchwood","","PreK-12","60                            ","15                            ","25.000000                     ","45                            ","75.000000                     "
"2006","16473","11","0441","","03","High Schools","N","Birchwood","","PreK-12","109                           ","9                             ","8.256800                      ","100                           ","91.743100                     "
"2006","16473","11","0441","","03","El/Sec Combined Schls","N","Birchwood","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","16470","11","0441","0020","04","Elem. Schools","N","Birchwood","Birchwood Elementary","PreK-12","130                           ","20                            ","15.384600                     ","110                           ","84.615300                     "
"2006","16471","11","0441","0040","04","High Schools","N","Birchwood","Birchwood High","PreK-12","109                           ","9                             ","8.256800                      ","100                           ","91.743100                     "
"2006","72866","11","0441","0210","04","Mid/Jr Hi Schools","N","Birchwood","Birchwood Middle","PreK-12","60                            ","15                            ","25.000000                     ","45                            ","75.000000                     "
"2006","15436","11","0637","","03","El/Sec Combined Schls","N","Boyceville Community","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
