"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2006","09984","11","0119","","03","High Schools","N","Amery","","High Schools","596",310,52.013400,286,47.986500,8,1.342200,4,.671100,7,1.174400,10,1.677800,567,95.134200
"2006","09984","11","0119","","03","Mid/Jr Hi Schools","N","Amery","","Mid/Jr Hi Schools","381",191,50.131200,190,49.868700,3,.787400,0,.000000,1,.262400,5,1.312300,372,97.637700
"2006","09984","11","0119","","03","Elem. Schools","N","Amery","","Elem. Schools","811",383,47.225600,428,52.774300,8,.986400,4,.493200,4,.493200,7,.863100,788,97.163900
"2006","09984","11","0119","","03","El/Sec Combined Schls","N","Amery","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","09984","11","0119","","03","Summary","N","Amery","","Summary","1788",884,49.440700,904,50.559200,19,1.062600,8,.447400,12,.671100,22,1.230400,1727,96.588300
"2006","09978","11","0119","0020","04","Elem. Schools","N","Amery","Lien Elementary","Elem. Schools","444",206,46.396300,238,53.603600,4,.900900,3,.675600,2,.450400,4,.900900,431,97.072000
"2006","09979","11","0119","0040","04","High Schools","N","Amery","Amery High","High Schools","596",310,52.013400,286,47.986500,8,1.342200,4,.671100,7,1.174400,10,1.677800,567,95.134200
"2006","09980","11","0119","0050","04","Elem. Schools","N","Amery","Amery Intermediate","Elem. Schools","367",177,48.228800,190,51.771100,4,1.089900,1,.272400,2,.544900,3,.817400,357,97.275200
"2006","09981","11","0119","0060","04","Mid/Jr Hi Schools","N","Amery","Amery Middle","Mid/Jr Hi Schools","381",191,50.131200,190,49.868700,3,.787400,0,.000000,1,.262400,5,1.312300,372,97.637700
"2006","10012","11","0231","","03","High Schools","N","Baldwin-Woodville Area","","High Schools","439",215,48.974900,224,51.025000,2,.455500,13,2.961200,2,.455500,2,.455500,420,95.671900
"2006","10012","11","0231","","03","Mid/Jr Hi Schools","N","Baldwin-Woodville Area","","Mid/Jr Hi Schools","455",220,48.351600,235,51.648300,2,.439500,15,3.296700,8,1.758200,9,1.978000,421,92.527400
"2006","10012","11","0231","","03","Elem. Schools","N","Baldwin-Woodville Area","","Elem. Schools","579",276,47.668300,303,52.331600,1,.172700,12,2.072500,15,2.590600,12,2.072500,539,93.091500
"2006","10012","11","0231","","03","El/Sec Combined Schls","N","Baldwin-Woodville Area","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","10012","11","0231","","03","Summary","N","Baldwin-Woodville Area","","Summary","1473",711,48.268800,762,51.731100,5,.339400,40,2.715500,25,1.697200,23,1.561400,1380,93.686300
"2006","10008","11","0231","0040","04","High Schools","N","Baldwin-Woodville Area","Baldwin-Woodville High","High Schools","439",215,48.974900,224,51.025000,2,.455500,13,2.961200,2,.455500,2,.455500,420,95.671900
"2006","10009","11","0231","0070","04","Elem. Schools","N","Baldwin-Woodville Area","Greenfield Elementary","Elem. Schools","579",276,47.668300,303,52.331600,1,.172700,12,2.072500,15,2.590600,12,2.072500,539,93.091500
"2006","10390","11","0231","0090","04","Mid/Jr Hi Schools","N","Baldwin-Woodville Area","Viking Middle","Mid/Jr Hi Schools","455",220,48.351600,235,51.648300,2,.439500,15,3.296700,8,1.758200,9,1.978000,421,92.527400
"2006","16332","11","0238","","03","High Schools","N","Unity","","High Schools","358",188,52.513900,170,47.486000,28,7.821200,0,.000000,1,.279300,2,.558600,327,91.340700
"2006","16332","11","0238","","03","Mid/Jr Hi Schools","N","Unity","","Mid/Jr Hi Schools","269",124,46.096600,145,53.903300,13,4.832700,0,.000000,1,.371700,3,1.115200,252,93.680200
