"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2000","33158","10","0007","","03","Elem      ","N","Abbotsford","","Elementary School Type/ Prek-12","270",130,"48.148100                     ",140,"51.851800                     ",0,"0.000000                      ",0,"0.000000                      ",5,"1.851800                      ",15,"5.555500                      ",250,"92.592500                     "
"2000","33158","10","0007","","03","Mid/Jr Hi ","N","Abbotsford","","Middle/Junior High School Type/ Prek-12","155",79,"50.967700                     ",76,"49.032200                     ",0,"0.000000                      ",0,"0.000000                      ",1,"0.645100                      ",10,"6.451600                      ",144,"92.903200                     "
"2000","33158","10","0007","","03","High      ","N","Abbotsford","","High School Type/ PreK-12","208",108,"51.923000                     ",100,"48.076900                     ",2,"0.961500                      ",0,"0.000000                      ",0,"0.000000                      ",9,"4.326900                      ",197,"94.711500                     "
"2000","33158","10","0007","","03","El/Sec    ","N","Abbotsford","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2000","33158","10","0007","","03","Summary   ","N","Abbotsford","","Grades PreK-12","633",317,"50.078900                     ",316,"49.921000                     ",2,"0.315900                      ",0,"0.000000                      ",6,"0.947800                      ",34,"5.371200                      ",591,"93.364900                     "
"2000","32345","10","0007","0020","04","Elem      ","N","Abbotsford","Abbotsford El","Grades PreK-12","270",130,"48.148100                     ",140,"51.851800                     ",0,"0.000000                      ",0,"0.000000                      ",5,"1.851800                      ",15,"5.555500                      ",250,"92.592500                     "
"2000","32346","10","0007","0040","04","High      ","N","Abbotsford","Abbotsford Hi","Grades PreK-12","208",108,"51.923000                     ",100,"48.076900                     ",2,"0.961500                      ",0,"0.000000                      ",0,"0.000000                      ",9,"4.326900                      ",197,"94.711500                     "
"2000","32347","10","0007","0060","04","Mid/Jr Hi ","N","Abbotsford","Abbotsford Jr","Grades PreK-12","155",79,"50.967700                     ",76,"49.032200                     ",0,"0.000000                      ",0,"0.000000                      ",1,"0.645100                      ",10,"6.451600                      ",144,"92.903200                     "
"2000","33208","10","0112","","03","Elem      ","N","Altoona","","Elementary School Type/ Prek-12","488",241,"49.385200                     ",247,"50.614700                     ",3,"0.614700                      ",13,"2.663900                      ",4,"0.819600                      ",1,"0.204900                      ",467,"95.696700                     "
"2000","33208","10","0112","","03","Mid/Jr Hi ","N","Altoona","","Middle/Junior High School Type/ Prek-12","428",194,"45.327100                     ",234,"54.672800                     ",6,"1.401800                      ",18,"4.205600                      ",5,"1.168200                      ",5,"1.168200                      ",394,"92.056000                     "
"2000","33208","10","0112","","03","High      ","N","Altoona","","High School Type/ PreK-12","467",214,"45.824400                     ",253,"54.175500                     ",4,"0.856500                      ",13,"2.783700                      ",5,"1.070600                      ",5,"1.070600                      ",440,"94.218400                     "
"2000","33208","10","0112","","03","El/Sec    ","N","Altoona","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2000","33208","10","0112","","03","Summary   ","N","Altoona","","Grades PreK-12","1383",649,"46.926900                     ",734,"53.073000                     ",13,"0.939900                      ",44,"3.181400                      ",14,"1.012200                      ",11,"0.795300                      ",1301,"94.070800                     "
"2000","32555","10","0112","0040","04","High      ","N","Altoona","Altoona Hi","Grades PreK-12","467",214,"45.824400                     ",253,"54.175500                     ",4,"0.856500                      ",13,"2.783700                      ",5,"1.070600                      ",5,"1.070600                      ",440,"94.218400                     "
"2000","32556","10","0112","0060","04","Mid/Jr Hi ","N","Altoona","Altoona Mid","Grades PreK-12","428",194,"45.327100                     ",234,"54.672800                     ",6,"1.401800                      ",18,"4.205600                      ",5,"1.168200                      ",5,"1.168200                      ",394,"92.056000                     "
"2000","32557","10","0112","0080","04","Elem      ","N","Altoona","Pedersen El","Grades PreK-12","488",241,"49.385200                     ",247,"50.614700                     ",3,"0.614700                      ",13,"2.663900                      ",4,"0.819600                      ",1,"0.204900                      ",467,"95.696700                     "
"2000","33209","10","0217","","03","Elem      ","N","Augusta","","Elementary School Type/ Prek-12","331",165,"49.848900                     ",166,"50.151000                     ",3,"0.906300                      ",5,"1.510500                      ",3,"0.906300                      ",4,"1.208400                      ",316,"95.468200                     "
"2000","33209","10","0217","","03","Mid/Jr Hi ","N","Augusta","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2000","33209","10","0217","","03","High      ","N","Augusta","","High School Type/ PreK-12","411",215,"52.311400                     ",196,"47.688500                     ",1,"0.243300                      ",3,"0.729900                      ",3,"0.729900                      ",5,"1.216500                      ",399,"97.080200                     "
"2000","33209","10","0217","","03","El/Sec    ","N","Augusta","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
