"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2005","77956","01","0714","","03","High Schools","N","Elmbrook","","High Schools","2735",1333,48.738500,1402,51.261400,4,.146200,160,5.850000,113,4.131600,55,2.010900,2403,87.861000
"2005","77956","01","0714","","03","Mid/Jr Hi Schools","N","Elmbrook","","Mid/Jr Hi Schools","1796",892,49.665900,904,50.334000,1,.055600,106,5.902000,91,5.066800,31,1.726000,1567,87.249400
"2005","77956","01","0714","","03","Elem. Schools","N","Elmbrook","","Elem. Schools","3050",1491,48.885200,1559,51.114700,4,.131100,261,8.557300,179,5.868800,67,2.196700,2539,83.245900
"2005","77956","01","0714","","03","El/Sec Combined Schls","N","Elmbrook","","El/Sec Combined Schls","36",11,30.555500,25,69.444400,0,.000000,2,5.555500,3,8.333300,3,8.333300,28,77.777700
"2005","77956","01","0714","","03","Summary","N","Elmbrook","","Summary","7617",3727,48.930000,3890,51.069900,9,.118100,529,6.944900,386,5.067600,156,2.048000,6537,85.821100
"2005","77967","01","0714","0020","04","High Schools","N","Elmbrook","Central High","High Schools","1352",672,49.704100,680,50.295800,0,.000000,78,5.769200,51,3.772100,26,1.923000,1197,88.535500
"2005","77854","01","0714","0040","04","Elem. Schools","N","Elmbrook","Brookfield Elementary","Elem. Schools","463",244,52.699700,219,47.300200,0,.000000,46,9.935200,34,7.343400,15,3.239700,368,79.481600
"2005","77968","01","0714","0060","04","High Schools","N","Elmbrook","East High","High Schools","1383",661,47.794600,722,52.205300,4,.289200,82,5.929100,62,4.483000,29,2.096800,1206,87.201700
"2005","79638","01","0714","0080","04","Elem. Schools","N","Elmbrook","Burleigh Elementary","Elem. Schools","783",366,46.743200,417,53.256700,2,.255400,73,9.323100,49,6.257900,18,2.298800,641,81.864600
"2005","77969","01","0714","0100","04","Elem. Schools","N","Elmbrook","Dixon Elementary","Elem. Schools","426",197,46.244100,229,53.755800,2,.469400,39,9.154900,26,6.103200,10,2.347400,349,81.924800
"2005","77631","01","0714","0150","04","Mid/Jr Hi Schools","N","Elmbrook","Pilgrim Park Middle","Mid/Jr Hi Schools","879",435,49.488000,444,50.511900,1,.113700,51,5.802000,49,5.574500,16,1.820200,762,86.689400
"2005","79614","01","0714","0160","04","El/Sec Combined Schls","N","Elmbrook","Fairview South","El/Sec Combined Schls","36",11,30.555500,25,69.444400,0,.000000,2,5.555500,3,8.333300,3,8.333300,28,77.777700
"2005","77855","01","0714","0170","04","Elem. Schools","N","Elmbrook","Hillside Elementary","Elem. Schools","393",182,46.310400,211,53.689500,0,.000000,26,6.615700,27,6.870200,4,1.017800,336,85.496100
"2005","75217","01","0714","0190","04","Elem. Schools","N","Elmbrook","Swanson Elementary","Elem. Schools","608",310,50.986800,298,49.013100,0,.000000,57,9.375000,27,4.440700,13,2.138100,511,84.046000
"2005","77632","01","0714","0250","04","Elem. Schools","N","Elmbrook","Tonawanda Elementary","Elem. Schools","377",192,50.928300,185,49.071600,0,.000000,20,5.305000,16,4.244000,7,1.856700,334,88.594100
"2005","77856","01","0714","0270","04","Mid/Jr Hi Schools","N","Elmbrook","Wisconsin Hills Middle","Mid/Jr Hi Schools","917",457,49.836400,460,50.163500,0,.000000,55,5.997800,42,4.580100,15,1.635700,805,87.786200
"2005","77186","01","0721","","03","High Schools","N","Brown Deer","","High Schools","711",310,43.600500,401,56.399400,5,.703200,28,3.938100,250,35.161700,23,3.234800,405,56.962000
"2005","77186","01","0721","","03","Mid/Jr Hi Schools","N","Brown Deer","","Mid/Jr Hi Schools","577",277,48.006900,300,51.993000,3,.519900,32,5.545900,241,41.767700,18,3.119500,283,49.046700
"2005","77186","01","0721","","03","Elem. Schools","N","Brown Deer","","Elem. Schools","562",265,47.153000,297,52.846900,8,1.423400,37,6.583600,202,35.943000,31,5.516000,284,50.533800
"2005","77186","01","0721","","03","El/Sec Combined Schls","N","Brown Deer","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","77186","01","0721","","03","Summary","N","Brown Deer","","Summary","1850",852,46.054000,998,53.945900,16,.864800,97,5.243200,693,37.459400,72,3.891800,972,52.540500
"2005","77193","01","0721","0040","04","High Schools","N","Brown Deer","Brown Deer High","High Schools","711",310,43.600500,401,56.399400,5,.703200,28,3.938100,250,35.161700,23,3.234800,405,56.962000
"2005","77194","01","0721","0060","04","Mid/Jr Hi Schools","N","Brown Deer","Brown Deer Middle","Mid/Jr Hi Schools","577",277,48.006900,300,51.993000,3,.519900,32,5.545900,241,41.767700,18,3.119500,283,49.046700
"2005","77195","01","0721","0080","04","Elem. Schools","N","Brown Deer","Dean Elementary","Elem. Schools","330",165,50.000000,165,50.000000,4,1.212100,20,6.060600,131,39.696900,19,5.757500,156,47.272700
"2005","77196","01","0721","0090","04","Elem. Schools","N","Brown Deer","Algonquin Elementary","Elem. Schools","232",100,43.103400,132,56.896500,4,1.724100,17,7.327500,71,30.603400,12,5.172400,128,55.172400
"2005","78891","01","0721","9200","4C","Mid/Jr Hi Schools","Y","Brown Deer","Passage Middle School","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","79635","01","1015","","03","High Schools","N","Cedarburg","","High Schools","1175",565,48.085100,610,51.914800,2,.170200,15,1.276500,4,.340400,7,.595700,1147,97.617000
"2005","79635","01","1015","","03","Mid/Jr Hi Schools","N","Cedarburg","","Mid/Jr Hi Schools","747",394,52.744300,353,47.255600,0,.000000,6,.803200,8,1.070900,9,1.204800,724,96.921000
"2005","79635","01","1015","","03","Elem. Schools","N","Cedarburg","","Elem. Schools","1239",583,47.054000,656,52.945900,3,.242100,14,1.129900,10,.807100,8,.645600,1204,97.175100
"2005","79635","01","1015","","03","El/Sec Combined Schls","N","Cedarburg","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","79635","01","1015","","03","Summary","N","Cedarburg","","Summary","3161",1542,48.782000,1619,51.217900,5,.158100,35,1.107200,22,.695900,24,.759200,3075,97.279300
"2005","79633","01","1015","0020","04","High Schools","N","Cedarburg","Cedarburg High","High Schools","1175",565,48.085100,610,51.914800,2,.170200,15,1.276500,4,.340400,7,.595700,1147,97.617000
"2005","77951","01","1015","0070","04","Elem. Schools","N","Cedarburg","Parkview Elementary","Elem. Schools","445",213,47.865100,232,52.134800,3,.674100,11,2.471900,6,1.348300,2,.449400,423,95.056100
"2005","77952","01","1015","0075","04","Elem. Schools","N","Cedarburg","Westlawn Elementary","Elem. Schools","321",150,46.728900,171,53.271000,0,.000000,1,.311500,4,1.246100,1,.311500,315,98.130800
"2005","79634","01","1015","0090","04","Elem. Schools","N","Cedarburg","Thorson Elementary","Elem. Schools","473",220,46.511600,253,53.488300,0,.000000,2,.422800,0,.000000,5,1.057000,466,98.520000
"2005","77953","01","1015","0100","04","Mid/Jr Hi Schools","N","Cedarburg","Webster Middle","Mid/Jr Hi Schools","747",394,52.744300,353,47.255600,0,.000000,6,.803200,8,1.070900,9,1.204800,724,96.921000
"2005","77651","01","1253","","03","High Schools","N","Cudahy","","High Schools","927",440,47.464900,487,52.535000,20,2.157400,45,4.854300,36,3.883400,90,9.708700,736,79.395900
"2005","77651","01","1253","","03","Mid/Jr Hi Schools","N","Cudahy","","Mid/Jr Hi Schools","427",204,47.775100,223,52.224800,13,3.044400,16,3.747000,14,3.278600,60,14.051500,324,75.878200
"2005","77651","01","1253","","03","Elem. Schools","N","Cudahy","","Elem. Schools","1496",722,48.262000,774,51.737900,25,1.671100,25,1.671100,56,3.743300,185,12.366300,1205,80.548100
"2005","77651","01","1253","","03","El/Sec Combined Schls","N","Cudahy","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","77651","01","1253","","03","Summary","N","Cudahy","","Summary","2850",1366,47.929800,1484,52.070100,58,2.035000,86,3.017500,106,3.719200,335,11.754300,2265,79.473600
"2005","77660","01","1253","0022","04","Mid/Jr Hi Schools","N","Cudahy","Cudahy Middle","Mid/Jr Hi Schools","427",204,47.775100,223,52.224800,13,3.044400,16,3.747000,14,3.278600,60,14.051500,324,75.878200
"2005","77661","01","1253","0040","04","High Schools","N","Cudahy","Cudahy High","High Schools","927",440,47.464900,487,52.535000,20,2.157400,45,4.854300,36,3.883400,90,9.708700,736,79.395900
"2005","77662","01","1253","0050","04","Elem. Schools","N","Cudahy","Mitchell Elementary","Elem. Schools","282",136,48.226900,146,51.773000,3,1.063800,1,.354600,4,1.418400,27,9.574400,247,87.588600
"2005","77663","01","1253","0060","04","Elem. Schools","N","Cudahy","Jones Elementary","Elem. Schools","212",96,45.283000,116,54.716900,1,.471600,1,.471600,8,3.773500,15,7.075400,187,88.207500
