"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2003","53692","06","0147","","03","Elem      ","N","Appleton Area","","Elementary School Type/ Prek-12","All Races","Both Genders",7794,1957,"25.1090582400                 ",5837,"74.8909417500                 "
"2003","53692","06","0147","","03","Mid/Jr Hi ","N","Appleton Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",2231,502,"22.5011205700                 ",1729,"77.4988794200                 "
"2003","53692","06","0147","","03","High      ","N","Appleton Area","","High School Type/ PreK-12","All Races","Both Genders",4918,831,"16.8971126400                 ",4087,"83.1028873500                 "
"2003","53692","06","0147","","03","El/Sec    ","N","Appleton Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2003","53692","06","0147","","03","Summary   ","N","Appleton Area","","Grades PreK-12","All Races","Both Genders",14943,3290,"22.0169979200                 ",11653,"77.9830020700                 "
"2003","53129","06","0147","0020","04","High      ","N","Appleton Area","East Hi","Grades PreK-12","All Races","Both Genders",1499,181,"12.0747164700                 ",1318,"87.9252835200                 "
"2003","53188","06","0147","0030","04","High      ","N","Appleton Area","North Hi","Grades PreK-12","All Races","Both Genders",1702,316,"18.5663924700                 ",1386,"81.4336075200                 "
"2003","53128","06","0147","0040","04","High      ","N","Appleton Area","West Hi","Grades PreK-12","All Races","Both Genders",1461,288,"19.7125256600                 ",1173,"80.2874743300                 "
"2003","50160","06","0147","0060","04","Elem      ","N","Appleton Area","Badger El","Grades PreK-12","All Races","Both Genders",299,119,"39.7993311000                 ",180,"60.2006688900                 "
"2003","50161","06","0147","0080","04","Elem      ","N","Appleton Area","Columbus El","Grades PreK-12","All Races","Both Genders",222,136,"61.2612612600                 ",86,"38.7387387300                 "
"2003","50162","06","0147","0100","04","Elem      ","N","Appleton Area","Edison El","Grades PreK-12","All Races","Both Genders",304,92,"30.2631578900                 ",212,"69.7368421000                 "
"2003","54221","06","0147","0110","04","Elem      ","Y","Appleton Area","Classical Charter Sch","Grades PreK-12","All Races","Both Genders",335,21,"6.2686567100                  ",314,"93.7313432800                 "
"2003","55146","06","0147","0115","04","Elem      ","Y","Appleton Area","Elementary TAG School","Grades PreK-12","All Races","Both Genders",39,,"",,""
"2003","50163","06","0147","0120","04","Mid/Jr Hi ","N","Appleton Area","Einstein Mid","Grades PreK-12","All Races","Both Genders",448,38,"8.4821428500                  ",410,"91.5178571400                 "
"2003","55148","06","0147","0125","04","Elem      ","Y","Appleton Area","Wisconsin Connections Academy","Grades PreK-12","All Races","Both Genders",238,,"",,""
"2003","50204","06","0147","0130","04","Elem      ","N","Appleton Area","Ferber El","Grades PreK-12","All Races","Both Genders",808,150,"18.5643564300                 ",658,"81.4356435600                 "
"2003","50205","06","0147","0140","04","Elem      ","N","Appleton Area","Foster El","Grades PreK-12","All Races","Both Genders",242,122,"50.4132231400                 ",120,"49.5867768500                 "
"2003","50206","06","0147","0160","04","Elem      ","N","Appleton Area","Franklin El","Grades PreK-12","All Races","Both Genders",419,86,"20.5250596600                 ",333,"79.4749403300                 "
"2003","50207","06","0147","0180","04","Elem      ","N","Appleton Area","Highlands El","Grades PreK-12","All Races","Both Genders",628,224,"35.6687898000                 ",404,"64.3312101900                 "
"2003","53130","06","0147","0190","04","Elem      ","N","Appleton Area","Horizons El","Grades PreK-12","All Races","Both Genders",476,167,"35.0840336100                 ",309,"64.9159663800                 "
"2003","53132","06","0147","0195","04","Elem      ","N","Appleton Area","Houdini El","Grades PreK-12","All Races","Both Genders",642,52,"8.0996884700                  ",590,"91.9003115200                 "
"2003","54535","06","0147","0200","04","Elem      ","N","Appleton Area","Huntley El","Grades PreK-12","All Races","Both Genders",568,118,"20.7746478800                 ",450,"79.2253521100                 "
"2003","54506","06","0147","0210","04","Mid/Jr Hi ","Y","Appleton Area","Magellan Mid","Grades PreK-12","All Races","Both Genders",46,,"",,""
"2003","53133","06","0147","0220","04","Elem      ","N","Appleton Area","Berry El","Grades PreK-12","All Races","Both Genders",524,32,"6.1068702200                  ",492,"93.8931297700                 "
"2003","54477","06","0147","0230","04","Mid/Jr Hi ","Y","Appleton Area","Appleton Community Learning Center","Grades PreK-12","All Races","Both Genders",5,9,"180.0000000000                ",-4,"-80.0000000000                "
"2003","53119","06","0147","0240","04","Elem      ","N","Appleton Area","Jefferson El","Grades PreK-12","All Races","Both Genders",400,194,"48.5000000000                 ",206,"51.5000000000                 "
"2003","53120","06","0147","0260","04","Elem      ","N","Appleton Area","Johnston El","Grades PreK-12","All Races","Both Genders",501,112,"22.3552894200                 ",389,"77.6447105700                 "
"2003","53121","06","0147","0280","04","Elem      ","N","Appleton Area","Lincoln El","Grades PreK-12","All Races","Both Genders",428,197,"46.0280373800                 ",231,"53.9719626100                 "
"2003","53122","06","0147","0300","04","Mid/Jr Hi ","N","Appleton Area","Madison Mid","Grades PreK-12","All Races","Both Genders",749,138,"18.4245660800                 ",611,"81.5754339100                 "
"2003","53123","06","0147","0320","04","Elem      ","N","Appleton Area","McKinley El","Grades PreK-12","All Races","Both Genders",456,81,"17.7631578900                 ",375,"82.2368421000                 "
"2003","53124","06","0147","0340","04","Elem      ","N","Appleton Area","Richmond El","Grades PreK-12","All Races","Both Genders",265,54,"20.3773584900                 ",211,"79.6226415000                 "
"2003","53125","06","0147","0360","04","Mid/Jr Hi ","N","Appleton Area","Roosevelt Mid","Grades PreK-12","All Races","Both Genders",448,133,"29.6875000000                 ",315,"70.3125000000                 "
"2003","53197","06","0147","0400","04","High      ","Y","Appleton Area","Appleton Central Alternative School","Grades PreK-12","All Races","Both Genders",87,46,"52.8735632100                 ",41,"47.1264367800                 "
"2003","53127","06","0147","0410","04","Mid/Jr Hi ","N","Appleton Area","Wilson Mid","Grades PreK-12","All Races","Both Genders",540,184,"34.0740740700                 ",356,"65.9259259200                 "
"2003","54507","06","0147","0420","04","High      ","Y","Appleton Area","Renaissance Sch","Grades PreK-12","All Races","Both Genders",126,,"",,""
"2003","55147","06","0147","0430","04","High      ","Y","Appleton Area","Tesla Engineering Charter School","Grades PreK-12","All Races","Both Genders",34,,"",,""
"2003","55149","06","0147","0440","04","High      ","Y","Appleton Area","Appleton eSchool","Grades PreK-12","All Races","Both Genders",9,,"",,""
"2003","53555","06","0336","","03","Elem      ","N","Beaver Dam","","Elementary School Type/ Prek-12","All Races","Both Genders",1439,458,"31.8276580900                 ",981,"68.1723419000                 "
"2003","53555","06","0336","","03","Mid/Jr Hi ","N","Beaver Dam","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",741,184,"24.8313090400                 ",557,"75.1686909500                 "
"2003","53555","06","0336","","03","High      ","N","Beaver Dam","","High School Type/ PreK-12","All Races","Both Genders",1130,159,"14.0707964600                 ",971,"85.9292035300                 "
"2003","53555","06","0336","","03","El/Sec    ","N","Beaver Dam","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",108,12,"11.1111111100                 ",96,"88.8888888800                 "
"2003","53555","06","0336","","03","Summary   ","N","Beaver Dam","","Grades PreK-12","All Races","Both Genders",3418,813,"23.7858396700                 ",2605,"76.2141603200                 "
"2003","52573","06","0336","0020","04","Mid/Jr Hi ","N","Beaver Dam","Beaver Dam Mid","Grades PreK-12","All Races","Both Genders",741,184,"24.8313090400                 ",557,"75.1686909500                 "
"2003","52575","06","0336","0040","04","High      ","N","Beaver Dam","Beaver Dam Hi","Grades PreK-12","All Races","Both Genders",1130,159,"14.0707964600                 ",971,"85.9292035300                 "
"2003","52576","06","0336","0080","04","Elem      ","N","Beaver Dam","Jefferson El","Grades PreK-12","All Races","Both Genders",322,122,"37.8881987500                 ",200,"62.1118012400                 "
"2003","52577","06","0336","0100","04","Elem      ","N","Beaver Dam","Lincoln El","Grades PreK-12","All Races","Both Genders",227,85,"37.4449339200                 ",142,"62.5550660700                 "
"2003","53245","06","0336","0110","04","Elem      ","N","Beaver Dam","Prairie View El","Grades PreK-12","All Races","Both Genders",252,66,"26.1904761900                 ",186,"73.8095238000                 "
"2003","52578","06","0336","0120","04","Elem      ","N","Beaver Dam","South Beaver Dam El","Grades PreK-12","All Races","Both Genders",113,44,"38.9380530900                 ",69,"61.0619469000                 "
"2003","52579","06","0336","0140","04","Elem      ","N","Beaver Dam","Trenton El","Grades PreK-12","All Races","Both Genders",104,21,"20.1923076900                 ",83,"79.8076923000                 "
"2003","52580","06","0336","0160","04","Elem      ","N","Beaver Dam","Washington El","Grades PreK-12","All Races","Both Genders",275,64,"23.2727272700                 ",211,"76.7272727200                 "
"2003","52581","06","0336","0180","04","Elem      ","N","Beaver Dam","Wilson El","Grades PreK-12","All Races","Both Genders",146,56,"38.3561643800                 ",90,"61.6438356100                 "
"2003","50172","06","0336","0200","04","El/Sec    ","Y","Beaver Dam","Beaver Dam Charter Sch","Grades PreK-12","All Races","Both Genders",108,12,"11.1111111100                 ",96,"88.8888888800                 "
"2003","53454","06","0434","","03","Elem      ","N","Berlin Area","","Elementary School Type/ Prek-12","All Races","Both Genders",716,203,"28.3519553000                 ",513,"71.6480446900                 "
"2003","53454","06","0434","","03","Mid/Jr Hi ","N","Berlin Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",381,112,"29.3963254500                 ",269,"70.6036745400                 "
"2003","53454","06","0434","","03","High      ","N","Berlin Area","","High School Type/ PreK-12","All Races","Both Genders",624,57,"9.1346153800                  ",567,"90.8653846100                 "
"2003","53454","06","0434","","03","El/Sec    ","N","Berlin Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",9,,"",,""
"2003","53454","06","0434","","03","Summary   ","N","Berlin Area","","Grades PreK-12","All Races","Both Genders",1730,372,"21.5028901700                 ",1358,"78.4971098200                 "
"2003","50208","06","0434","0040","04","High      ","N","Berlin Area","Berlin Hi","Grades PreK-12","All Races","Both Genders",624,57,"9.1346153800                  ",567,"90.8653846100                 "
"2003","50209","06","0434","0060","04","Elem      ","N","Berlin Area","Clay Lamberton El","Grades PreK-12","All Races","Both Genders",639,186,"29.1079812200                 ",453,"70.8920187700                 "
"2003","50210","06","0434","0080","04","Mid/Jr Hi ","N","Berlin Area","Berlin Mid","Grades PreK-12","All Races","Both Genders",381,112,"29.3963254500                 ",269,"70.6036745400                 "
"2003","53161","06","0434","0100","04","Elem      ","N","Berlin Area","Poy Sippi El","Grades PreK-12","All Races","Both Genders",77,17,"22.0779220700                 ",60,"77.9220779200                 "
"2003","54799","06","0434","9800","4C","El/Sec    ","Y","Berlin Area","Enterprise Charter School","Grades PreK-12","All Races","Both Genders",9,,"",,""
"2003","53303","06","0910","","03","Elem      ","N","Campbellsport","","Elementary School Type/ Prek-12","All Races","Both Genders",703,69,"9.8150782300                  ",634,"90.1849217600                 "
"2003","53303","06","0910","","03","Mid/Jr Hi ","N","Campbellsport","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",382,51,"13.3507853400                 ",331,"86.6492146500                 "
"2003","53303","06","0910","","03","High      ","N","Campbellsport","","High School Type/ PreK-12","All Races","Both Genders",442,13,"2.9411764700                  ",429,"97.0588235200                 "
