"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"1998","10360","12","0170","","03","Elem      ","N","Ashland","","Elementary School Type/ Prek-12","618",286,"46.278300                     ",332,"53.721600                     ",87,"14.077600                     ",1,"0.161800                      ",0,"0.000000                      ",1,"0.161800                      ",529,"85.598700                     "
"1998","10360","12","0170","","03","Mid/Jr Hi ","N","Ashland","","Middle/Junior High School Type/ Prek-12","1034",474,"45.841300                     ",560,"54.158600                     ",215,"20.793000                     ",3,"0.290100                      ",12,"1.160500                      ",1,"0.096700                      ",803,"77.659500                     "
"1998","10360","12","0170","","03","High      ","N","Ashland","","High School Type/ PreK-12","836",393,"47.009500                     ",443,"52.990400                     ",122,"14.593300                     ",3,"0.358800                      ",1,"0.119600                      ",0,"0.000000                      ",710,"84.928200                     "
"1998","10360","12","0170","","03","El/Sec    ","N","Ashland","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10360","12","0170","","03","Summary   ","N","Ashland","","Grades PreK-12","2488",1153,"46.342400                     ",1335,"53.657500                     ",424,"17.041800                     ",7,"0.281300                      ",13,"0.522500                      ",2,"0.080300                      ",2042,"82.073900                     "
"1998","13713","12","0170","0020","04","High      ","N","Ashland","Ashland Hi","Grades PreK-12","836",393,"47.009500                     ",443,"52.990400                     ",122,"14.593300                     ",3,"0.358800                      ",1,"0.119600                      ",0,"0.000000                      ",710,"84.928200                     "
"1998","13714","12","0170","0030","04","Mid/Jr Hi ","N","Ashland","Ashland Mid","Grades PreK-12","544",234,"43.014700                     ",310,"56.985200                     ",102,"18.750000                     ",2,"0.367600                      ",8,"1.470500                      ",0,"0.000000                      ",432,"79.411700                     "
"1998","13715","12","0170","0060","04","Mid/Jr Hi ","N","Ashland","Lake Superior Intermediate","Grades PreK-12","490",240,"48.979500                     ",250,"51.020400                     ",113,"23.061200                     ",1,"0.204000                      ",4,"0.816300                      ",1,"0.204000                      ",371,"75.714200                     "
"1998","13716","12","0170","0080","04","Elem      ","N","Ashland","Lake Superior Primary","Grades PreK-12","458",214,"46.724800                     ",244,"53.275100                     ",85,"18.558900                     ",1,"0.218300                      ",0,"0.000000                      ",0,"0.000000                      ",372,"81.222700                     "
"1998","13717","12","0170","0120","04","Elem      ","N","Ashland","Marengo Valley El","Grades PreK-12","160",72,"45.000000                     ",88,"55.000000                     ",2,"1.250000                      ",0,"0.000000                      ",0,"0.000000                      ",1,"0.625000                      ",157,"98.125000                     "
"1998","10363","12","0315","","03","Elem      ","N","Bayfield","","Elementary School Type/ Prek-12","204",87,"42.647000                     ",117,"57.352900                     ",131,"64.215600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",73,"35.784300                     "
"1998","10363","12","0315","","03","Mid/Jr Hi ","N","Bayfield","","Middle/Junior High School Type/ Prek-12","135",69,"51.111100                     ",66,"48.888800                     ",88,"65.185100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",47,"34.814800                     "
