"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2006","12401","09","0140","","03","High Schools","N","Antigo","","PreK-12","1033                          ","193                           ","18.683400                     ","840                           ","81.316500                     "
"2006","12401","09","0140","","03","Mid/Jr Hi Schools","N","Antigo","","PreK-12","581                           ","116                           ","19.965500                     ","465                           ","80.034400                     "
"2006","12401","09","0140","","03","Elem. Schools","N","Antigo","","PreK-12","1089                          ","152                           ","13.957700                     ","937                           ","86.042200                     "
"2006","12401","09","0140","","03","El/Sec Combined Schls","N","Antigo","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","12387","09","0140","0050","04","Mid/Jr Hi Schools","N","Antigo","Antigo Middle","PreK-12","581                           ","116                           ","19.965500                     ","465                           ","80.034400                     "
"2006","12388","09","0140","0070","04","High Schools","N","Antigo","Antigo High","PreK-12","1033                          ","193                           ","18.683400                     ","840                           ","81.316500                     "
"2006","12389","09","0140","0080","04","Elem. Schools","N","Antigo","Crestwood Elementary","PreK-12","139                           ","5                             ","3.597100                      ","134                           ","96.402800                     "
"2006","12390","09","0140","0100","04","Elem. Schools","N","Antigo","East Elementary","PreK-12","136                           ","17                            ","12.500000                     ","119                           ","87.500000                     "
"2006","12789","09","0140","0160","04","Elem. Schools","N","Antigo","Mattoon Elementary","PreK-12","100                           ","15                            ","15.000000                     ","85                            ","85.000000                     "
"2006","12391","09","0140","0180","04","Elem. Schools","N","Antigo","North Elementary","PreK-12","183                           ","29                            ","15.846900                     ","154                           ","84.153000                     "
"2006","12392","09","0140","0200","04","Elem. Schools","N","Antigo","Pleasant View Elementary","PreK-12","102                           ","10                            ","9.803900                      ","92                            ","90.196000                     "
"2006","12539","09","0140","0240","04","Elem. Schools","N","Antigo","River Grove Elementary","PreK-12","81                            ","13                            ","16.049300                     ","68                            ","83.950600                     "
