"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2005","79337","11","0119","","03","High Schools","N","Amery","","High Schools","625",324,51.840000,301,48.160000,13,2.080000,6,.960000,5,.800000,11,1.760000,590,94.400000
"2005","79337","11","0119","","03","Mid/Jr Hi Schools","N","Amery","","Mid/Jr Hi Schools","377",194,51.458800,183,48.541100,0,.000000,0,.000000,3,.795700,5,1.326200,369,97.877900
"2005","79337","11","0119","","03","Elem. Schools","N","Amery","","Elem. Schools","822",384,46.715300,438,53.284600,7,.851500,6,.729900,2,.243300,9,1.094800,798,97.080200
"2005","79337","11","0119","","03","El/Sec Combined Schls","N","Amery","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","79337","11","0119","","03","Summary","N","Amery","","Summary","1824",902,49.451700,922,50.548200,20,1.096400,12,.657800,10,.548200,25,1.370600,1757,96.326700
"2005","76636","11","0119","0020","04","Elem. Schools","N","Amery","Lien Elementary","Elem. Schools","431",190,44.083500,241,55.916400,5,1.160000,4,.928000,2,.464000,4,.928000,416,96.519700
"2005","76637","11","0119","0040","04","High Schools","N","Amery","Amery High","High Schools","625",324,51.840000,301,48.160000,13,2.080000,6,.960000,5,.800000,11,1.760000,590,94.400000
"2005","76622","11","0119","0050","04","Elem. Schools","N","Amery","Amery Intermediate","Elem. Schools","391",194,49.616300,197,50.383600,2,.511500,2,.511500,0,.000000,5,1.278700,382,97.698200
"2005","76623","11","0119","0060","04","Mid/Jr Hi Schools","N","Amery","Amery Middle","Mid/Jr Hi Schools","377",194,51.458800,183,48.541100,0,.000000,0,.000000,3,.795700,5,1.326200,369,97.877900
"2005","76627","11","0231","","03","High Schools","N","Baldwin-Woodville Area","","High Schools","456",234,51.315700,222,48.684200,2,.438500,9,1.973600,4,.877100,2,.438500,439,96.271900
"2005","76627","11","0231","","03","Mid/Jr Hi Schools","N","Baldwin-Woodville Area","","Mid/Jr Hi Schools","447",220,49.217000,227,50.782900,3,.671100,11,2.460800,6,1.342200,4,.894800,423,94.630800
"2005","76627","11","0231","","03","Elem. Schools","N","Baldwin-Woodville Area","","Elem. Schools","554",262,47.292400,292,52.707500,2,.361000,7,1.263500,14,2.527000,8,1.444000,523,94.404300
"2005","76627","11","0231","","03","El/Sec Combined Schls","N","Baldwin-Woodville Area","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","76627","11","0231","","03","Summary","N","Baldwin-Woodville Area","","Summary","1457",716,49.142000,741,50.857900,7,.480400,27,1.853100,24,1.647200,14,.960800,1385,95.058300
"2005","76625","11","0231","0040","04","High Schools","N","Baldwin-Woodville Area","Baldwin-Woodville High","High Schools","456",234,51.315700,222,48.684200,2,.438500,9,1.973600,4,.877100,2,.438500,439,96.271900
"2005","76626","11","0231","0070","04","Elem. Schools","N","Baldwin-Woodville Area","Greenfield Elementary","Elem. Schools","554",262,47.292400,292,52.707500,2,.361000,7,1.263500,14,2.527000,8,1.444000,523,94.404300
"2005","79328","11","0231","0090","04","Mid/Jr Hi Schools","N","Baldwin-Woodville Area","Viking Middle","Mid/Jr Hi Schools","447",220,49.217000,227,50.782900,3,.671100,11,2.460800,6,1.342200,4,.894800,423,94.630800
"2005","75639","11","0238","","03","High Schools","N","Unity","","High Schools","370",187,50.540500,183,49.459400,32,8.648600,0,.000000,2,.540500,6,1.621600,330,89.189100
"2005","75639","11","0238","","03","Mid/Jr Hi Schools","N","Unity","","Mid/Jr Hi Schools","271",129,47.601400,142,52.398500,17,6.273000,0,.000000,0,.000000,3,1.107000,251,92.619900
"2005","75639","11","0238","","03","Elem. Schools","N","Unity","","Elem. Schools","431",201,46.635700,230,53.364200,27,6.264500,0,.000000,2,.464000,1,.232000,401,93.039400
"2005","75639","11","0238","","03","El/Sec Combined Schls","N","Unity","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","75639","11","0238","","03","Summary","N","Unity","","Summary","1072",517,48.227600,555,51.772300,76,7.089500,0,.000000,4,.373100,10,.932800,982,91.604400
"2005","75652","11","0238","0060","04","Elem. Schools","N","Unity","Unity Elementary","Elem. Schools","431",201,46.635700,230,53.364200,27,6.264500,0,.000000,2,.464000,1,.232000,401,93.039400
"2005","75653","11","0238","0100","04","High Schools","N","Unity","Unity High","High Schools","370",187,50.540500,183,49.459400,32,8.648600,0,.000000,2,.540500,6,1.621600,330,89.189100
"2005","75654","11","0238","0120","04","Mid/Jr Hi Schools","N","Unity","Unity Middle","Mid/Jr Hi Schools","271",129,47.601400,142,52.398500,17,6.273000,0,.000000,0,.000000,3,1.107000,251,92.619900
"2005","75645","11","0308","","03","High Schools","N","Barron Area","","High Schools","498",232,46.586300,266,53.413600,2,.401600,4,.803200,39,7.831300,20,4.016000,433,86.947700
"2005","75645","11","0308","","03","Mid/Jr Hi Schools","N","Barron Area","","Mid/Jr Hi Schools","309",138,44.660100,171,55.339800,7,2.265300,3,.970800,8,2.588900,8,2.588900,283,91.585700
"2005","75645","11","0308","","03","Elem. Schools","N","Barron Area","","Elem. Schools","596",292,48.993200,304,51.006700,9,1.510000,5,.838900,10,1.677800,23,3.859000,549,92.114000
"2005","75645","11","0308","","03","El/Sec Combined Schls","N","Barron Area","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","75645","11","0308","","03","Summary","N","Barron Area","","Summary","1403",662,47.184600,741,52.815300,18,1.282900,12,.855300,57,4.062700,51,3.635000,1265,90.163900
"2005","75659","11","0308","0020","04","Elem. Schools","N","Barron Area","Almena Elementary","Elem. Schools","56",22,39.285700,34,60.714200,3,5.357100,0,.000000,0,.000000,2,3.571400,51,91.071400
"2005","75641","11","0308","0030","04","High Schools","N","Barron Area","Barron High","High Schools","483",223,46.169700,260,53.830200,2,.414000,4,.828100,39,8.074500,19,3.933700,419,86.749400
"2005","75694","11","0308","0120","04","Elem. Schools","N","Barron Area","Ridgeland Elementary","Elem. Schools","94",49,52.127600,45,47.872300,0,.000000,0,.000000,0,.000000,2,2.127600,92,97.872300
"2005","75642","11","0308","0140","04","Mid/Jr Hi Schools","N","Barron Area","Riverview Middle","Mid/Jr Hi Schools","309",138,44.660100,171,55.339800,7,2.265300,3,.970800,8,2.588900,8,2.588900,283,91.585700
"2005","79185","11","0308","0160","04","Elem. Schools","N","Barron Area","Woodland Elementary","Elem. Schools","446",221,49.551500,225,50.448400,6,1.345200,5,1.121000,10,2.242100,19,4.260000,406,91.031300
"2005","78886","11","0308","9410","4C","High Schools","Y","Barron Area","Barron County Learning Center","High Schools","15",9,60.000000,6,40.000000,0,.000000,0,.000000,0,.000000,1,6.666600,14,93.333300
"2005","75636","11","0441","","03","High Schools","N","Birchwood","","High Schools","108",56,51.851800,52,48.148100,2,1.851800,0,.000000,0,.000000,4,3.703700,102,94.444400
"2005","75636","11","0441","","03","Mid/Jr Hi Schools","N","Birchwood","","Mid/Jr Hi Schools","81",37,45.679000,44,54.320900,7,8.641900,0,.000000,1,1.234500,1,1.234500,72,88.888800
