"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2004","68888","01","0714","","03","High Schools","N","Elmbrook","","PreK-12","2693                          ","257                           ","9.543200                      ","2436                          ","90.456700                     "
"2004","68888","01","0714","","03","Mid/Jr Hi Schools","N","Elmbrook","","PreK-12","1816                          ","207                           ","11.398600                     ","1609                          ","88.601300                     "
"2004","68888","01","0714","","03","Elem. Schools","N","Elmbrook","","PreK-12","3094                          ","359                           ","11.603100                     ","2735                          ","88.396800                     "
"2004","68888","01","0714","","03","El/Sec Combined Schls","N","Elmbrook","","PreK-12","61                            ","53                            ","86.885200                     ","8                             ","13.114700                     "
"2004","68901","01","0714","0020","04","High Schools","N","Elmbrook","Central Hi","PreK-12","1368                          ","127                           ","9.283600                      ","1241                          ","90.716300                     "
"2004","68762","01","0714","0040","04","Elem. Schools","N","Elmbrook","Brookfield El","PreK-12","455                           ","41                            ","9.010900                      ","414                           ","90.989000                     "
"2004","68902","01","0714","0060","04","High Schools","N","Elmbrook","East Hi","PreK-12","1325                          ","130                           ","9.811300                      ","1195                          ","90.188600                     "
"2004","68903","01","0714","0080","04","Elem. Schools","N","Elmbrook","Burleigh El","PreK-12","776                           ","133                           ","17.139100                     ","643                           ","82.860800                     "
"2004","68904","01","0714","0100","04","Elem. Schools","N","Elmbrook","Dixon El","PreK-12","422                           ","48                            ","11.374400                     ","374                           ","88.625500                     "
"2004","68481","01","0714","0150","04","Mid/Jr Hi Schools","N","Elmbrook","Pilgrim Park Mid","PreK-12","880                           ","110                           ","12.500000                     ","770                           ","87.500000                     "
"2004","68763","01","0714","0160","04","El/Sec Combined Schls","N","Elmbrook","Fairview South","PreK-12","61                            ","53                            ","86.885200                     ","8                             ","13.114700                     "
"2004","68764","01","0714","0170","04","Elem. Schools","N","Elmbrook","Hillside El","PreK-12","400                           ","33                            ","8.250000                      ","367                           ","91.750000                     "
"2004","65518","01","0714","0190","04","Elem. Schools","N","Elmbrook","Swanson El","PreK-12","632                           ","70                            ","11.075900                     ","562                           ","88.924000                     "
"2004","68482","01","0714","0250","04","Elem. Schools","N","Elmbrook","Tonawanda El","PreK-12","409                           ","34                            ","8.312900                      ","375                           ","91.687000                     "
"2004","68765","01","0714","0270","04","Mid/Jr Hi Schools","N","Elmbrook","Wisconsin Hills Mid","PreK-12","936                           ","97                            ","10.363200                     ","839                           ","89.636700                     "
"2004","67914","01","0721","","03","El/Sec Combined Schls","N","Brown Deer","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67914","01","0721","","03","Elem. Schools","N","Brown Deer","","PreK-12","580                           ","84                            ","14.482700                     ","496                           ","85.517200                     "
"2004","67914","01","0721","","03","Mid/Jr Hi Schools","N","Brown Deer","","PreK-12","614                           ","59                            ","9.609100                      ","555                           ","90.390800                     "
"2004","67914","01","0721","","03","High Schools","N","Brown Deer","","PreK-12","667                           ","45                            ","6.746600                      ","622                           ","93.253300                     "
"2004","67923","01","0721","0040","04","High Schools","N","Brown Deer","Brown Deer Hi","PreK-12","667                           ","45                            ","6.746600                      ","622                           ","93.253300                     "
"2004","67924","01","0721","0060","04","Mid/Jr Hi Schools","N","Brown Deer","Brown Deer Mid","PreK-12","614                           ","59                            ","9.609100                      ","555                           ","90.390800                     "
"2004","67925","01","0721","0080","04","Elem. Schools","N","Brown Deer","Dean El","PreK-12","329                           ","42                            ","12.765900                     ","287                           ","87.234000                     "
"2004","67926","01","0721","0090","04","Elem. Schools","N","Brown Deer","Algonquin El","PreK-12","251                           ","42                            ","16.733000                     ","209                           ","83.266900                     "
"2004","69827","01","0721","9200","4C","Mid/Jr Hi Schools","Y","Brown Deer","Passage Middle School","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
