"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","total_enrollment_prek-12","pre-k_number","pre-k_percent","kinder_number","kinder_percent","grade_1_number","grade_1_percent","grade_2_number","grade_2_percent","grade_3_number","grade_3_percent","grade_4_number","grade_4_percent","grade_5_number","grade_5_percent","grade_6_number","grade_6_percent","grade_7_number","grade_7_percent","grade_8_number","grade_8_percent","grade_9_number","grade_9_percent","grade_10_number","grade_10_percent","grade_11_number","grade_11_percent","grade_12_number","grade_12_percent"
"1998","10001","01","0714","","03","Summary   ","N","Elmbrook","","Grades PreK-12","All Races","Both Genders","7196",49,"0.680900                      ",398,"5.530800                      ",504,"7.003800                      ",493,"6.851000                      ",536,"7.448500                      ",524,"7.281800                      ",554,"7.698700                      ",567,"7.879300                      ",598,"8.310100                      ",557,"7.740400                      ",634,"8.810400                      ",612,"8.504700                      ",630,"8.754800                      ",540,"7.504100                      "
"1998","15371","01","0714","0020","04","High      ","N","Elmbrook","Central Hi","Grades PreK-12","All Races","Both Genders","1189",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",317,"26.661000                     ",306,"25.735900                     ",293,"24.642500                     ",273,"22.960400                     "
"1998","15346","01","0714","0040","04","Elem      ","N","Elmbrook","Brookfield El","Grades PreK-12","All Races","Both Genders","453",0,"0.000000                      ",53,"11.699700                     ",88,"19.426000                     ",70,"15.452500                     ",82,"18.101500                     ",74,"16.335500                     ",86,"18.984500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","15372","01","0714","0060","04","High      ","N","Elmbrook","East Hi","Grades PreK-12","All Races","Both Genders","1181",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",1,"0.084600                      ",312,"26.418200                     ",298,"25.232800                     ",312,"26.418200                     ",258,"21.845800                     "
"1998","15373","01","0714","0080","04","Elem      ","N","Elmbrook","Burleigh El","Grades PreK-12","All Races","Both Genders","779",49,"6.290100                      ",107,"13.735500                     ",107,"13.735500                     ",132,"16.944800                     ",127,"16.302900                     ",117,"15.019200                     ",140,"17.971700                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","15374","01","0714","0100","04","Elem      ","N","Elmbrook","Dixon El","Grades PreK-12","All Races","Both Genders","410",0,"0.000000                      ",55,"13.414600                     ",75,"18.292600                     ",68,"16.585300                     ",63,"15.365800                     ",74,"18.048700                     ",75,"18.292600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","15185","01","0714","0150","04","Mid/Jr Hi ","N","Elmbrook","Pilgrim Park Mid","Grades PreK-12","All Races","Both Genders","813",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",268,"32.964300                     ",298,"36.654300                     ",247,"30.381300                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","15347","01","0714","0160","04","High      ","N","Elmbrook","Fairview South Hi","Grades PreK-12","All Races","Both Genders","75",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",3,"4.000000                      ",1,"1.333300                      ",17,"22.666600                     ",7,"9.333300                      ",5,"6.666600                      ",8,"10.666600                     ",25,"33.333300                     ",9,"12.000000                     "
"1998","15349","01","0714","0170","04","Elem      ","N","Elmbrook","Hillside El","Grades PreK-12","All Races","Both Genders","390",0,"0.000000                      ",56,"14.358900                     ",57,"14.615300                     ",67,"17.179400                     ",71,"18.205100                     ",68,"17.435800                     ",71,"18.205100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","17592","01","0714","0190","04","Elem      ","N","Elmbrook","Swanson El","Grades PreK-12","All Races","Both Genders","622",0,"0.000000                      ",85,"13.665500                     ",110,"17.684800                     ",89,"14.308600                     ",118,"18.971000                     ",115,"18.488700                     ",105,"16.881000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","15186","01","0714","0250","04","Elem      ","N","Elmbrook","Tonawanda El","Grades PreK-12","All Races","Both Genders","401",0,"0.000000                      ",42,"10.473800                     ",67,"16.708200                     ",67,"16.708200                     ",75,"18.703200                     ",76,"18.952600                     ",74,"18.453800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","15328","01","0714","0270","04","Mid/Jr Hi ","N","Elmbrook","Wisconsin Hills Mid","Grades PreK-12","All Races","Both Genders","883",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",298,"33.748500                     ",283,"32.049800                     ",302,"34.201500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","10109","01","0721","","03","Summary   ","N","Brown Deer","","Grades PreK-12","All Races","Both Genders","1726",30,"1.738100                      ",94,"5.446100                      ",80,"4.634900                      ",132,"7.647700                      ",122,"7.068300                      ",133,"7.705600                      ",131,"7.589800                      ",145,"8.400900                      ",145,"8.400900                      ",143,"8.285000                      ",130,"7.531800                      ",155,"8.980300                      ",138,"7.995300                      ",148,"8.574700                      "
"1998","14848","01","0721","0040","04","High      ","N","Brown Deer","Brown Deer Hi","Grades PreK-12","All Races","Both Genders","571",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",130,"22.767000                     ",155,"27.145300                     ",138,"24.168100                     ",148,"25.919400                     "
