"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"2005","77956","01","0714","","03","Elem      ","N","Elmbrook","","Elementary School Type/ Prek-12","All Races","Both Genders",3050,16,"0.5245901600                  ",46,"1.5081967200                  ",88,"2.8852459000                  ",2900,"95.0819672100                 "
"2005","77956","01","0714","","03","Mid/Jr Hi ","N","Elmbrook","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",1796,9,"0.5011135800                  ",20,"1.1135857400                  ",32,"1.7817371900                  ",1735,"96.6035634700                 "
"2005","77956","01","0714","","03","High      ","N","Elmbrook","","High School Type/ PreK-12","All Races","Both Genders",2735,6,"0.2193784200                  ",16,"0.5850091400                  ",36,"1.3162705600                  ",2677,"97.8793418600                 "
"2005","77956","01","0714","","03","El/Sec    ","N","Elmbrook","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",36,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",36,"100.0000000000                "
"2005","77956","01","0714","","03","Summary   ","N","Elmbrook","","Grades PreK-12","All Races","Both Genders",7617,31,"0.4069843700                  ",82,"1.0765393100                  ",156,"2.0480504100                  ",7348,"96.4684258800                 "
"2005","77967","01","0714","0020","04","High      ","N","Elmbrook","Central Hi","Grades PreK-12","All Races","Both Genders",1352,4,"0.2958579800                  ",3,"0.2218934900                  ",10,"0.7396449700                  ",1335,"98.7426035500                 "
"2005","77854","01","0714","0040","04","Elem      ","N","Elmbrook","Brookfield El","Grades PreK-12","All Races","Both Genders",463,5,"1.0799136000                  ",7,"1.5118790400                  ",16,"3.4557235400                  ",435,"93.9524838000                 "
"2005","77968","01","0714","0060","04","High      ","N","Elmbrook","East Hi","Grades PreK-12","All Races","Both Genders",1383,2,"0.1446131500                  ",13,"0.9399855300                  ",26,"1.8799710700                  ",1342,"97.0354302200                 "
"2005","79638","01","0714","0080","04","Elem      ","N","Elmbrook","Burleigh El","Grades PreK-12","All Races","Both Genders",783,6,"0.7662835200                  ",16,"2.0434227300                  ",23,"2.9374201700                  ",738,"94.2528735600                 "
"2005","77969","01","0714","0100","04","Elem      ","N","Elmbrook","Dixon El","Grades PreK-12","All Races","Both Genders",426,2,"0.4694835600                  ",7,"1.6431924800                  ",14,"3.2863849700                  ",403,"94.6009389600                 "
