"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2004","68888","01","0714","","03","Elem      ","N","Elmbrook","","Elementary School Type/ Prek-12","All Races","Both Genders",3094,216,"6.9812540400                  ",2878,"93.0187459500                 "
"2004","68888","01","0714","","03","Mid/Jr Hi ","N","Elmbrook","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",1816,116,"6.3876651900                  ",1700,"93.6123348000                 "
"2004","68888","01","0714","","03","High      ","N","Elmbrook","","High School Type/ PreK-12","All Races","Both Genders",2693,113,"4.1960638600                  ",2580,"95.8039361300                 "
"2004","68888","01","0714","","03","El/Sec    ","N","Elmbrook","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",61,12,"19.6721311400                 ",49,"80.3278688500                 "
"2004","68888","01","0714","","03","Summary   ","N","Elmbrook","","Grades PreK-12","All Races","Both Genders",7664,457,"5.9629436300                  ",7207,"94.0370563600                 "
"2004","68901","01","0714","0020","04","High      ","N","Elmbrook","Central Hi","Grades PreK-12","All Races","Both Genders",1368,72,"5.2631578900                  ",1296,"94.7368421000                 "
"2004","68762","01","0714","0040","04","Elem      ","N","Elmbrook","Brookfield El","Grades PreK-12","All Races","Both Genders",455,34,"7.4725274700                  ",421,"92.5274725200                 "
"2004","68902","01","0714","0060","04","High      ","N","Elmbrook","East Hi","Grades PreK-12","All Races","Both Genders",1325,41,"3.0943396200                  ",1284,"96.9056603700                 "
"2004","68903","01","0714","0080","04","Elem      ","N","Elmbrook","Burleigh El","Grades PreK-12","All Races","Both Genders",776,50,"6.4432989600                  ",726,"93.5567010300                 "
"2004","68904","01","0714","0100","04","Elem      ","N","Elmbrook","Dixon El","Grades PreK-12","All Races","Both Genders",422,34,"8.0568720300                  ",388,"91.9431279600                 "
"2004","68481","01","0714","0150","04","Mid/Jr Hi ","N","Elmbrook","Pilgrim Park Mid","Grades PreK-12","All Races","Both Genders",880,66,"7.5000000000                  ",814,"92.5000000000                 "
