"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","total_enrollment_prek-12","pre-k_number","pre-k_percent","kinder_number","kinder_percent","grade_1_number","grade_1_percent","grade_2_number","grade_2_percent","grade_3_number","grade_3_percent","grade_4_number","grade_4_percent","grade_5_number","grade_5_percent","grade_6_number","grade_6_percent","grade_7_number","grade_7_percent","grade_8_number","grade_8_percent","grade_9_number","grade_9_percent","grade_10_number","grade_10_percent","grade_11_number","grade_11_percent","grade_12_number","grade_12_percent"
"1998","10307","04","0084","","03","Summary   ","N","Alma","","Grades PreK-12","All Races","Both Genders","410",2,"0.487800                      ",23,"5.609700                      ",29,"7.073100                      ",30,"7.317000                      ",29,"7.073100                      ",27,"6.585300                      ",38,"9.268200                      ",31,"7.560900                      ",47,"11.463400                     ",32,"7.804800                      ",39,"9.512100                      ",29,"7.073100                      ",34,"8.292600                      ",20,"4.878000                      "
"1998","13923","04","0084","0020","04","Elem      ","N","Alma","Alma El","Grades PreK-12","All Races","Both Genders","288",2,"0.694400                      ",23,"7.986100                      ",29,"10.069400                     ",30,"10.416600                     ",29,"10.069400                     ",27,"9.375000                      ",38,"13.194400                     ",31,"10.763800                     ",47,"16.319400                     ",32,"11.111100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","13924","04","0084","0040","04","High      ","N","Alma","Alma Hi","Grades PreK-12","All Races","Both Genders","122",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",39,"31.967200                     ",29,"23.770400                     ",34,"27.868800                     ",20,"16.393400                     "
"1998","10308","04","0091","","03","Summary   ","N","Alma Center","","Grades PreK-12","All Races","Both Genders","563",4,"0.710400                      ",36,"6.394300                      ",54,"9.591400                      ",33,"5.861400                      ",46,"8.170500                      ",43,"7.637600                      ",42,"7.460000                      ",45,"7.992800                      ",45,"7.992800                      ",43,"7.637600                      ",42,"7.460000                      ",49,"8.703300                      ",49,"8.703300                      ",32,"5.683800                      "
"1998","13925","04","0091","0060","04","High      ","N","Alma Center","Lincoln Hi","Grades PreK-12","All Races","Both Genders","172",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",42,"24.418600                     ",49,"28.488300                     ",49,"28.488300                     ",32,"18.604600                     "
"1998","13926","04","0091","0070","04","Mid/Jr Hi ","N","Alma Center","Lincoln Jr","Grades PreK-12","All Races","Both Genders","88",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",45,"51.136300                     ",43,"48.863600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","13750","04","0091","0080","04","Elem      ","N","Alma Center","Lincoln El","Grades PreK-12","All Races","Both Genders","303",4,"1.320100                      ",36,"11.881100                     ",54,"17.821700                     ",33,"10.891000                     ",46,"15.181500                     ",43,"14.191400                     ",42,"13.861300                     ",45,"14.851400                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","10309","04","0154","","03","Summary   ","N","Arcadia","","Grades PreK-12","All Races","Both Genders","831",13,"1.564300                      ",46,"5.535400                      ",52,"6.257500                      ",54,"6.498100                      ",56,"6.738800                      ",59,"7.099800                      ",61,"7.340500                      ",56,"6.738800                      ",60,"7.220200                      ",47,"5.655800                      ",77,"9.265900                      ",85,"10.228600                     ",89,"10.709900                     ",76,"9.145600                      "
"1998","13927","04","0154","0020","04","Elem      ","N","Arcadia","Arcadia El","Grades PreK-12","All Races","Both Genders","504",13,"2.579300                      ",46,"9.126900                      ",52,"10.317400                     ",54,"10.714200                     ",56,"11.111100                     ",59,"11.706300                     ",61,"12.103100                     ",56,"11.111100                     ",60,"11.904700                     ",47,"9.325300                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1998","13928","04","0154","0040","04","High      ","N","Arcadia","Arcadia Hi","Grades PreK-12","All Races","Both Genders","327",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",77,"23.547400                     ",85,"25.993800                     ",89,"27.217100                     ",76,"23.241500                     "
