"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2006","00838","01","0714","","03","Elem      ","N","Elmbrook","","Elementary School Type/ Prek-12","All Races","Both Genders",3067,242,"7.8904466900                  ",2825,"92.1095533000                 "
"2006","00838","01","0714","","03","Mid/Jr Hi ","N","Elmbrook","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",1778,122,"6.8616422900                  ",1656,"93.1383577000                 "
"2006","00838","01","0714","","03","High      ","N","Elmbrook","","High School Type/ PreK-12","All Races","Both Genders",2791,144,"5.1594410600                  ",2647,"94.8405589300                 "
"2006","00838","01","0714","","03","El/Sec    ","N","Elmbrook","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",20,,"",,""
"2006","00838","01","0714","","03","Summary   ","N","Elmbrook","","Grades PreK-12","All Races","Both Genders",7656,508,"6.6353187000                  ",7148,"93.3646812900                 "
"2006","00830","01","0714","0020","04","High      ","N","Elmbrook","Central High","Grades PreK-12","All Races","Both Genders",1406,75,"5.3342816500                  ",1331,"94.6657183400                 "
"2006","01559","01","0714","0040","04","Elem      ","N","Elmbrook","Brookfield Elementary","Grades PreK-12","All Races","Both Genders",457,38,"8.3150984600                  ",419,"91.6849015300                 "
"2006","00831","01","0714","0060","04","High      ","N","Elmbrook","East High","Grades PreK-12","All Races","Both Genders",1385,69,"4.9819494500                  ",1316,"95.0180505400                 "
"2006","00832","01","0714","0080","04","Elem      ","N","Elmbrook","Burleigh Elementary","Grades PreK-12","All Races","Both Genders",783,60,"7.6628352400                  ",723,"92.3371647500                 "
"2006","00833","01","0714","0100","04","Elem      ","N","Elmbrook","Dixon Elementary","Grades PreK-12","All Races","Both Genders",444,32,"7.2072072000                  ",412,"92.7927927900                 "
"2006","02866","01","0714","0150","04","Mid/Jr Hi ","N","Elmbrook","Pilgrim Park Middle","Grades PreK-12","All Races","Both Genders",885,69,"7.7966101600                  ",816,"92.2033898300                 "
"2006","01560","01","0714","0160","04","El/Sec    ","N","Elmbrook","Fairview South","Grades PreK-12","All Races","Both Genders",20,,"",,""
"2006","01561","01","0714","0170","04","Elem      ","N","Elmbrook","Hillside Elementary","Grades PreK-12","All Races","Both Genders",381,30,"7.8740157400                  ",351,"92.1259842500                 "
"2006","31108","01","0714","0190","04","Elem      ","N","Elmbrook","Swanson Elementary","Grades PreK-12","All Races","Both Genders",611,55,"9.0016366600                  ",556,"90.9983633300                 "
"2006","02867","01","0714","0250","04","Elem      ","N","Elmbrook","Tonawanda Elementary","Grades PreK-12","All Races","Both Genders",391,27,"6.9053708400                  ",364,"93.0946291500                 "
"2006","01562","01","0714","0270","04","Mid/Jr Hi ","N","Elmbrook","Wisconsin Hills Middle","Grades PreK-12","All Races","Both Genders",893,53,"5.9350503900                  ",840,"94.0649496000                 "
"2006","05422","01","0721","","03","Elem      ","N","Brown Deer","","Elementary School Type/ Prek-12","All Races","Both Genders",526,96,"18.2509505700                 ",430,"81.7490494200                 "
