"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"1997","05256","10","0007","","03","Elem      ","N","Abbotsford","","Elementary School Type/ Prek-12","296",136,"45.945900                     ",160,"54.054000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",14,"4.729700                      ",282,"95.270200                     "
"1997","05256","10","0007","","03","Mid/Jr Hi ","N","Abbotsford","","Middle/Junior High School Type/ Prek-12","157",79,"50.318400                     ",78,"49.681500                     ",1,"0.636900                      ",0,"0.000000                      ",8,"5.095500                      ",0,"0.000000                      ",148,"94.267500                     "
"1997","05256","10","0007","","03","High      ","N","Abbotsford","","High School Type/ PreK-12","231",109,"47.186100                     ",122,"52.813800                     ",0,"0.000000                      ",0,"0.000000                      ",4,"1.731600                      ",1,"0.432900                      ",226,"97.835400                     "
"1997","05256","10","0007","","03","El/Sec    ","N","Abbotsford","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05256","10","0007","","03","Summary   ","N","Abbotsford","","Grades PreK-12","684",324,"47.368400                     ",360,"52.631500                     ",1,"0.146100                      ",0,"0.000000                      ",12,"1.754300                      ",15,"2.192900                      ",656,"95.906400                     "
"1997","06743","10","0007","0020","04","Elem      ","N","Abbotsford","Abbotsford El","Grades PreK-12","296",136,"45.945900                     ",160,"54.054000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",14,"4.729700                      ",282,"95.270200                     "
"1997","06744","10","0007","0040","04","High      ","N","Abbotsford","Abbotsford Hi","Grades PreK-12","231",109,"47.186100                     ",122,"52.813800                     ",0,"0.000000                      ",0,"0.000000                      ",4,"1.731600                      ",1,"0.432900                      ",226,"97.835400                     "
"1997","06745","10","0007","0060","04","Mid/Jr Hi ","N","Abbotsford","Abbotsford Jr","Grades PreK-12","157",79,"50.318400                     ",78,"49.681500                     ",1,"0.636900                      ",0,"0.000000                      ",8,"5.095500                      ",0,"0.000000                      ",148,"94.267500                     "
"1997","05332","10","0112","","03","Elem      ","N","Altoona","","Elementary School Type/ Prek-12","502",238,"47.410300                     ",264,"52.589600                     ",6,"1.195200                      ",12,"2.390400                      ",3,"0.597600                      ",3,"0.597600                      ",478,"95.219100                     "
"1997","05332","10","0112","","03","Mid/Jr Hi ","N","Altoona","","Middle/Junior High School Type/ Prek-12","480",222,"46.250000                     ",258,"53.750000                     ",7,"1.458300                      ",13,"2.708300                      ",3,"0.625000                      ",9,"1.875000                      ",448,"93.333300                     "
"1997","05332","10","0112","","03","High      ","N","Altoona","","High School Type/ PreK-12","419",200,"47.732600                     ",219,"52.267300                     ",6,"1.431900                      ",5,"1.193300                      ",1,"0.238600                      ",1,"0.238600                      ",406,"96.897300                     "
"1997","05332","10","0112","","03","El/Sec    ","N","Altoona","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05332","10","0112","","03","Summary   ","N","Altoona","","Grades PreK-12","1401",660,"47.109200                     ",741,"52.890700                     ",19,"1.356100                      ",30,"2.141300                      ",7,"0.499600                      ",13,"0.927900                      ",1332,"95.074900                     "
"1997","07074","10","0112","0040","04","High      ","N","Altoona","Altoona Hi","Grades PreK-12","419",200,"47.732600                     ",219,"52.267300                     ",6,"1.431900                      ",5,"1.193300                      ",1,"0.238600                      ",1,"0.238600                      ",406,"96.897300                     "
"1997","07075","10","0112","0060","04","Mid/Jr Hi ","N","Altoona","Altoona Mid","Grades PreK-12","480",222,"46.250000                     ",258,"53.750000                     ",7,"1.458300                      ",13,"2.708300                      ",3,"0.625000                      ",9,"1.875000                      ",448,"93.333300                     "
"1997","07076","10","0112","0080","04","Elem      ","N","Altoona","Pedersen El","Grades PreK-12","502",238,"47.410300                     ",264,"52.589600                     ",6,"1.195200                      ",12,"2.390400                      ",3,"0.597600                      ",3,"0.597600                      ",478,"95.219100                     "
"1997","05333","10","0217","","03","Elem      ","N","Augusta","","Elementary School Type/ Prek-12","322",159,"49.378800                     ",163,"50.621100                     ",0,"0.000000                      ",7,"2.173900                      ",0,"0.000000                      ",6,"1.863300                      ",309,"95.962700                     "
"1997","05333","10","0217","","03","Mid/Jr Hi ","N","Augusta","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05333","10","0217","","03","High      ","N","Augusta","","High School Type/ PreK-12","399",213,"53.383400                     ",186,"46.616500                     ",2,"0.501200                      ",2,"0.501200                      ",2,"0.501200                      ",6,"1.503700                      ",387,"96.992400                     "
"1997","05333","10","0217","","03","El/Sec    ","N","Augusta","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05333","10","0217","","03","Summary   ","N","Augusta","","Grades PreK-12","721",372,"51.595000                     ",349,"48.404900                     ",2,"0.277300                      ",9,"1.248200                      ",2,"0.277300                      ",12,"1.664300                      ",696,"96.532500                     "
"1997","07078","10","0217","0020","04","Elem      ","N","Augusta","Augusta El","Grades PreK-12","322",159,"49.378800                     ",163,"50.621100                     ",0,"0.000000                      ",7,"2.173900                      ",0,"0.000000                      ",6,"1.863300                      ",309,"95.962700                     "
"1997","07079","10","0217","0040","04","High      ","N","Augusta","Augusta Hi","Grades PreK-12","399",213,"53.383400                     ",186,"46.616500                     ",2,"0.501200                      ",2,"0.501200                      ",2,"0.501200                      ",6,"1.503700                      ",387,"96.992400                     "
"1997","05334","10","0497","","03","Elem      ","N","Bloomer","","Elementary School Type/ Prek-12","471",208,"44.161300                     ",263,"55.838600                     ",0,"0.000000                      ",2,"0.424600                      ",0,"0.000000                      ",0,"0.000000                      ",469,"99.575300                     "
"1997","05334","10","0497","","03","Mid/Jr Hi ","N","Bloomer","","Middle/Junior High School Type/ Prek-12","283",139,"49.116600                     ",144,"50.883300                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",283,"100.000000                    "
"1997","05334","10","0497","","03","High      ","N","Bloomer","","High School Type/ PreK-12","403",203,"50.372200                     ",200,"49.627700                     ",0,"0.000000                      ",2,"0.496200                      ",0,"0.000000                      ",0,"0.000000                      ",401,"99.503700                     "
"1997","05334","10","0497","","03","El/Sec    ","N","Bloomer","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05334","10","0497","","03","Summary   ","N","Bloomer","","Grades PreK-12","1157",550,"47.536700                     ",607,"52.463200                     ",0,"0.000000                      ",4,"0.345700                      ",0,"0.000000                      ",0,"0.000000                      ",1153,"99.654200                     "
"1997","07080","10","0497","0020","04","Elem      ","N","Bloomer","Bloomer El","Grades PreK-12","471",208,"44.161300                     ",263,"55.838600                     ",0,"0.000000                      ",2,"0.424600                      ",0,"0.000000                      ",0,"0.000000                      ",469,"99.575300                     "
"1997","07081","10","0497","0040","04","High      ","N","Bloomer","Bloomer Hi","Grades PreK-12","403",203,"50.372200                     ",200,"49.627700                     ",0,"0.000000                      ",2,"0.496200                      ",0,"0.000000                      ",0,"0.000000                      ",401,"99.503700                     "
"1997","07082","10","0497","0060","04","Mid/Jr Hi ","N","Bloomer","Bloomer Jr","Grades PreK-12","283",139,"49.116600                     ",144,"50.883300                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",283,"100.000000                    "
"1997","05365","10","0735","","03","Elem      ","N","Bruce","","Elementary School Type/ Prek-12","379",187,"49.340300                     ",192,"50.659600                     ",5,"1.319200                      ",3,"0.791500                      ",1,"0.263800                      ",4,"1.055400                      ",366,"96.569900                     "
"1997","05365","10","0735","","03","Mid/Jr Hi ","N","Bruce","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05365","10","0735","","03","High      ","N","Bruce","","High School Type/ PreK-12","359",170,"47.353700                     ",189,"52.646200                     ",5,"1.392700                      ",1,"0.278500                      ",1,"0.278500                      ",3,"0.835600                      ",349,"97.214400                     "
"1997","05365","10","0735","","03","El/Sec    ","N","Bruce","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05365","10","0735","","03","Summary   ","N","Bruce","","Grades PreK-12","738",357,"48.373900                     ",381,"51.626000                     ",10,"1.355000                      ",4,"0.542000                      ",2,"0.271000                      ",7,"0.948500                      ",715,"96.883400                     "
"1997","07189","10","0735","0020","04","Elem      ","N","Bruce","Bruce El","Grades PreK-12","321",154,"47.975000                     ",167,"52.024900                     ",2,"0.623000                      ",3,"0.934500                      ",1,"0.311500                      ",4,"1.246100                      ",311,"96.884700                     "
"1997","07190","10","0735","0040","04","High      ","N","Bruce","Bruce Hi","Grades PreK-12","359",170,"47.353700                     ",189,"52.646200                     ",5,"1.392700                      ",1,"0.278500                      ",1,"0.278500                      ",3,"0.835600                      ",349,"97.214400                     "
"1997","07198","10","0735","0060","04","Elem      ","N","Bruce","Exeland El","Grades PreK-12","58",33,"56.896500                     ",25,"43.103400                     ",3,"5.172400                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",55,"94.827500                     "
"1997","05420","10","0870","","03","Elem      ","N","Cadott Community","","Elementary School Type/ Prek-12","497",222,"44.668000                     ",275,"55.331900                     ",1,"0.201200                      ",0,"0.000000                      ",0,"0.000000                      ",1,"0.201200                      ",495,"99.597500                     "
"1997","05420","10","0870","","03","Mid/Jr Hi ","N","Cadott Community","","Middle/Junior High School Type/ Prek-12","168",80,"47.619000                     ",88,"52.380900                     ",1,"0.595200                      ",0,"0.000000                      ",1,"0.595200                      ",2,"1.190400                      ",164,"97.619000                     "
"1997","05420","10","0870","","03","High      ","N","Cadott Community","","High School Type/ PreK-12","335",171,"51.044700                     ",164,"48.955200                     ",2,"0.597000                      ",2,"0.597000                      ",0,"0.000000                      ",1,"0.298500                      ",330,"98.507400                     "
"1997","05420","10","0870","","03","El/Sec    ","N","Cadott Community","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1997","05420","10","0870","","03","Summary   ","N","Cadott Community","","Grades PreK-12","1000",473,"47.300000                     ",527,"52.700000                     ",4,"0.400000                      ",2,"0.200000                      ",1,"0.100000                      ",4,"0.400000                      ",989,"98.900000                     "
"1997","07086","10","0870","0020","04","Elem      ","N","Cadott Community","Cadott El","Grades PreK-12","497",222,"44.668000                     ",275,"55.331900                     ",1,"0.201200                      ",0,"0.000000                      ",0,"0.000000                      ",1,"0.201200                      ",495,"99.597500                     "
"1997","07087","10","0870","0040","04","High      ","N","Cadott Community","Cadott Hi","Grades PreK-12","335",171,"51.044700                     ",164,"48.955200                     ",2,"0.597000                      ",2,"0.597000                      ",0,"0.000000                      ",1,"0.298500                      ",330,"98.507400                     "
