"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2002","48307","02","0063","","03","Elem      ","N","Albany","","Elementary School Type/ Prek-12","All Races","Both Genders",223,29,"13.0044843000                 ",194,"86.9955156900                 "
"2002","48307","02","0063","","03","Mid/Jr Hi ","N","Albany","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",101,10,"9.9009900900                  ",91,"90.0990099000                 "
"2002","48307","02","0063","","03","High      ","N","Albany","","High School Type/ PreK-12","All Races","Both Genders",137,13,"9.4890510900                  ",124,"90.5109489000                 "
"2002","48307","02","0063","","03","El/Sec    ","N","Albany","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48307","02","0063","","03","Summary   ","N","Albany","","Grades PreK-12","All Races","Both Genders",461,52,"11.2798264600                 ",409,"88.7201735300                 "
"2002","47221","02","0063","0020","04","Elem      ","N","Albany","Albany El","Grades PreK-12","All Races","Both Genders",223,29,"13.0044843000                 ",194,"86.9955156900                 "
"2002","47223","02","0063","0040","04","High      ","N","Albany","Albany Hi","Grades PreK-12","All Races","Both Genders",137,13,"9.4890510900                  ",124,"90.5109489000                 "
"2002","47224","02","0063","0060","04","Mid/Jr Hi ","N","Albany","Albany Mid","Grades PreK-12","All Races","Both Genders",101,10,"9.9009900900                  ",91,"90.0990099000                 "
"2002","48122","02","0350","","03","Elem      ","N","Belleville","","Elementary School Type/ Prek-12","All Races","Both Genders",500,56,"11.2000000000                 ",444,"88.8000000000                 "
"2002","48122","02","0350","","03","Mid/Jr Hi ","N","Belleville","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",134,19,"14.1791044700                 ",115,"85.8208955200                 "
"2002","48122","02","0350","","03","High      ","N","Belleville","","High School Type/ PreK-12","All Races","Both Genders",263,9,"3.4220532300                  ",254,"96.5779467600                 "
"2002","48122","02","0350","","03","El/Sec    ","N","Belleville","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48122","02","0350","","03","Summary   ","N","Belleville","","Grades PreK-12","All Races","Both Genders",897,84,"9.3645484900                  ",813,"90.6354515000                 "
"2002","46494","02","0350","0020","04","Elem      ","N","Belleville","Belleville El","Grades PreK-12","All Races","Both Genders",139,14,"10.0719424400                 ",125,"89.9280575500                 "
"2002","46495","02","0350","0040","04","High      ","N","Belleville","Belleville Hi","Grades PreK-12","All Races","Both Genders",257,9,"3.5019455200                  ",248,"96.4980544700                 "
