"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2003","53358","05","0014","","03","High Schools","N","Adams-Friendship Area","","PreK-12","677                           ","117                           ","17.282100                     ","560                           ","82.717800                     "
"2003","53358","05","0014","","03","Mid/Jr Hi Schools","N","Adams-Friendship Area","","PreK-12","488                           ","109                           ","22.336000                     ","379                           ","77.663900                     "
"2003","53358","05","0014","","03","Elem. Schools","N","Adams-Friendship Area","","PreK-12","992                           ","194                           ","19.556400                     ","798                           ","80.443500                     "
"2003","53358","05","0014","","03","El/Sec Combined Schls","N","Adams-Friendship Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","51858","05","0014","0040","04","High Schools","N","Adams-Friendship Area","Adams-Friendship Hi","PreK-12","657                           ","117                           ","17.808200                     ","540                           ","82.191700                     "
"2003","54569","05","0014","0080","04","Elem. Schools","N","Adams-Friendship Area","Castle Rock El","PreK-12","150                           ","28                            ","18.666600                     ","122                           ","81.333300                     "
"2003","53236","05","0014","0130","04","Elem. Schools","N","Adams-Friendship Area","Adams-Friendship El","PreK-12","505                           ","120                           ","23.762300                     ","385                           ","76.237600                     "
"2003","52601","05","0014","0140","04","Elem. Schools","N","Adams-Friendship Area","Grand Marsh El","PreK-12","149                           ","18                            ","12.080500                     ","131                           ","87.919400                     "
"2003","52600","05","0014","0180","04","Elem. Schools","N","Adams-Friendship Area","Pine Land El","PreK-12","72                            ","15                            ","20.833300                     ","57                            ","79.166600                     "
"2003","52918","05","0014","0200","04","Elem. Schools","N","Adams-Friendship Area","Roche A Cri El","PreK-12","116                           ","13                            ","11.206800                     ","103                           ","88.793100                     "
"2003","53235","05","0014","0210","04","Mid/Jr Hi Schools","N","Adams-Friendship Area","Adams-Friendship Mid","PreK-12","488                           ","109                           ","22.336000                     ","379                           ","77.663900                     "
"2003","54523","05","0014","0400","04","High Schools","N","Adams-Friendship Area","Alternative Education School","PreK-12","20                            ","0                             ","0.000000                      ","20                            ","100.000000                    "
"2003","53453","05","0105","","03","El/Sec Combined Schls","N","Almond-Bancroft","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53453","05","0105","","03","Elem. Schools","N","Almond-Bancroft","","PreK-12","245                           ","44                            ","17.959100                     ","201                           ","82.040800                     "
