"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2003","53692","06","0147","","03","High Schools","N","Appleton Area","","PreK-12","4918                          ","622                           ","12.647400                     ","4296                          ","87.352500                     "
"2003","53692","06","0147","","03","Mid/Jr Hi Schools","N","Appleton Area","","PreK-12","2231                          ","303                           ","13.581300                     ","1928                          ","86.418600                     "
"2003","53692","06","0147","","03","Elem. Schools","N","Appleton Area","","PreK-12","7794                          ","1198                          ","15.370700                     ","6596                          ","84.629200                     "
"2003","53692","06","0147","","03","El/Sec Combined Schls","N","Appleton Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53129","06","0147","0020","04","High Schools","N","Appleton Area","East Hi","PreK-12","1499                          ","196                           ","13.075300                     ","1303                          ","86.924600                     "
"2003","53188","06","0147","0030","04","High Schools","N","Appleton Area","North Hi","PreK-12","1702                          ","203                           ","11.927100                     ","1499                          ","88.072800                     "
"2003","53128","06","0147","0040","04","High Schools","N","Appleton Area","West Hi","PreK-12","1461                          ","217                           ","14.852800                     ","1244                          ","85.147100                     "
"2003","50160","06","0147","0060","04","Elem. Schools","N","Appleton Area","Badger El","PreK-12","299                           ","37                            ","12.374500                     ","262                           ","87.625400                     "
"2003","50161","06","0147","0080","04","Elem. Schools","N","Appleton Area","Columbus El","PreK-12","222                           ","22                            ","9.909900                      ","200                           ","90.090000                     "
"2003","50162","06","0147","0100","04","Elem. Schools","N","Appleton Area","Edison El","PreK-12","304                           ","88                            ","28.947300                     ","216                           ","71.052600                     "
"2003","54221","06","0147","0110","04","Elem. Schools","Y","Appleton Area","Classical Charter Sch","PreK-12","335                           ","9                             ","2.686500                      ","326                           ","97.313400                     "
"2003","55146","06","0147","0115","04","Elem. Schools","Y","Appleton Area","Elementary TAG School","PreK-12","39                            ","0                             ","0.000000                      ","39                            ","100.000000                    "
"2003","50163","06","0147","0120","04","Mid/Jr Hi Schools","N","Appleton Area","Einstein Mid","PreK-12","448                           ","42                            ","9.375000                      ","406                           ","90.625000                     "
"2003","55148","06","0147","0125","04","Elem. Schools","Y","Appleton Area","Wisconsin Connections Academy","PreK-12","238                           ","8                             ","3.361300                      ","230                           ","96.638600                     "
"2003","50204","06","0147","0130","04","Elem. Schools","N","Appleton Area","Ferber El","PreK-12","808                           ","134                           ","16.584100                     ","674                           ","83.415800                     "
"2003","50205","06","0147","0140","04","Elem. Schools","N","Appleton Area","Foster El","PreK-12","242                           ","46                            ","19.008200                     ","196                           ","80.991700                     "
"2003","50206","06","0147","0160","04","Elem. Schools","N","Appleton Area","Franklin El","PreK-12","419                           ","75                            ","17.899700                     ","344                           ","82.100200                     "
"2003","50207","06","0147","0180","04","Elem. Schools","N","Appleton Area","Highlands El","PreK-12","628                           ","103                           ","16.401200                     ","525                           ","83.598700                     "
"2003","53130","06","0147","0190","04","Elem. Schools","N","Appleton Area","Horizons El","PreK-12","476                           ","71                            ","14.915900                     ","405                           ","85.084000                     "
"2003","53132","06","0147","0195","04","Elem. Schools","N","Appleton Area","Houdini El","PreK-12","642                           ","102                           ","15.887800                     ","540                           ","84.112100                     "
"2003","54535","06","0147","0200","04","Elem. Schools","N","Appleton Area","Huntley El","PreK-12","568                           ","115                           ","20.246400                     ","453                           ","79.753500                     "
"2003","54506","06","0147","0210","04","Mid/Jr Hi Schools","Y","Appleton Area","Magellan Mid","PreK-12","46                            ","0                             ","0.000000                      ","46                            ","100.000000                    "
"2003","53133","06","0147","0220","04","Elem. Schools","N","Appleton Area","Berry El","PreK-12","524                           ","71                            ","13.549600                     ","453                           ","86.450300                     "
"2003","54477","06","0147","0230","04","Mid/Jr Hi Schools","Y","Appleton Area","Appleton Community Learning Center","PreK-12","5                             ","*                             ","*                             ","*                             ","*                             "
"2003","53119","06","0147","0240","04","Elem. Schools","N","Appleton Area","Jefferson El","PreK-12","400                           ","57                            ","14.250000                     ","343                           ","85.750000                     "
"2003","53120","06","0147","0260","04","Elem. Schools","N","Appleton Area","Johnston El","PreK-12","501                           ","89                            ","17.764400                     ","412                           ","82.235500                     "
"2003","53121","06","0147","0280","04","Elem. Schools","N","Appleton Area","Lincoln El","PreK-12","428                           ","66                            ","15.420500                     ","362                           ","84.579400                     "
"2003","53122","06","0147","0300","04","Mid/Jr Hi Schools","N","Appleton Area","Madison Mid","PreK-12","749                           ","100                           ","13.351100                     ","649                           ","86.648800                     "
"2003","53123","06","0147","0320","04","Elem. Schools","N","Appleton Area","McKinley El","PreK-12","456                           ","72                            ","15.789400                     ","384                           ","84.210500                     "
"2003","53124","06","0147","0340","04","Elem. Schools","N","Appleton Area","Richmond El","PreK-12","265                           ","33                            ","12.452800                     ","232                           ","87.547100                     "
"2003","53125","06","0147","0360","04","Mid/Jr Hi Schools","N","Appleton Area","Roosevelt Mid","PreK-12","448                           ","78                            ","17.410700                     ","370                           ","82.589200                     "
"2003","53197","06","0147","0400","04","High Schools","Y","Appleton Area","Appleton Central Alternative School","PreK-12","87                            ","6                             ","6.896500                      ","81                            ","93.103400                     "
"2003","53127","06","0147","0410","04","Mid/Jr Hi Schools","N","Appleton Area","Wilson Mid","PreK-12","540                           ","83                            ","15.370300                     ","457                           ","84.629600                     "
"2003","54507","06","0147","0420","04","High Schools","Y","Appleton Area","Renaissance Sch","PreK-12","126                           ","0                             ","0.000000                      ","126                           ","100.000000                    "
"2003","55147","06","0147","0430","04","High Schools","Y","Appleton Area","Tesla Engineering Charter School","PreK-12","34                            ","0                             ","0.000000                      ","34                            ","100.000000                    "
"2003","55149","06","0147","0440","04","High Schools","Y","Appleton Area","Appleton eSchool","PreK-12","9                             ","0                             ","0.000000                      ","9                             ","100.000000                    "
"2003","53555","06","0336","","03","El/Sec Combined Schls","N","Beaver Dam","","PreK-12","108                           ","35                            ","32.407400                     ","73                            ","67.592500                     "
"2003","53555","06","0336","","03","Elem. Schools","N","Beaver Dam","","PreK-12","1439                          ","241                           ","16.747700                     ","1198                          ","83.252200                     "
"2003","53555","06","0336","","03","Mid/Jr Hi Schools","N","Beaver Dam","","PreK-12","741                           ","136                           ","18.353500                     ","605                           ","81.646400                     "
"2003","53555","06","0336","","03","High Schools","N","Beaver Dam","","PreK-12","1130                          ","143                           ","12.654800                     ","987                           ","87.345100                     "
"2003","52573","06","0336","0020","04","Mid/Jr Hi Schools","N","Beaver Dam","Beaver Dam Mid","PreK-12","741                           ","136                           ","18.353500                     ","605                           ","81.646400                     "
"2003","52575","06","0336","0040","04","High Schools","N","Beaver Dam","Beaver Dam Hi","PreK-12","1130                          ","143                           ","12.654800                     ","987                           ","87.345100                     "
"2003","52576","06","0336","0080","04","Elem. Schools","N","Beaver Dam","Jefferson El","PreK-12","322                           ","58                            ","18.012400                     ","264                           ","81.987500                     "
"2003","52577","06","0336","0100","04","Elem. Schools","N","Beaver Dam","Lincoln El","PreK-12","227                           ","42                            ","18.502200                     ","185                           ","81.497700                     "
"2003","53245","06","0336","0110","04","Elem. Schools","N","Beaver Dam","Prairie View El","PreK-12","252                           ","78                            ","30.952300                     ","174                           ","69.047600                     "
"2003","52578","06","0336","0120","04","Elem. Schools","N","Beaver Dam","South Beaver Dam El","PreK-12","113                           ","11                            ","9.734500                      ","102                           ","90.265400                     "
"2003","52579","06","0336","0140","04","Elem. Schools","N","Beaver Dam","Trenton El","PreK-12","104                           ","0                             ","0.000000                      ","104                           ","100.000000                    "
"2003","52580","06","0336","0160","04","Elem. Schools","N","Beaver Dam","Washington El","PreK-12","275                           ","29                            ","10.545400                     ","246                           ","89.454500                     "
"2003","52581","06","0336","0180","04","Elem. Schools","N","Beaver Dam","Wilson El","PreK-12","146                           ","23                            ","15.753400                     ","123                           ","84.246500                     "
"2003","50172","06","0336","0200","04","El/Sec Combined Schls","Y","Beaver Dam","Beaver Dam Charter Sch","PreK-12","108                           ","35                            ","32.407400                     ","73                            ","67.592500                     "
"2003","53454","06","0434","","03","High Schools","N","Berlin Area","","PreK-12","624                           ","73                            ","11.698700                     ","551                           ","88.301200                     "
"2003","53454","06","0434","","03","Mid/Jr Hi Schools","N","Berlin Area","","PreK-12","381                           ","60                            ","15.748000                     ","321                           ","84.251900                     "
"2003","53454","06","0434","","03","Elem. Schools","N","Berlin Area","","PreK-12","716                           ","108                           ","15.083700                     ","608                           ","84.916200                     "
"2003","53454","06","0434","","03","El/Sec Combined Schls","N","Berlin Area","","PreK-12","9                             ","0                             ","0.000000                      ","9                             ","100.000000                    "
