"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","total_enrollment_prek-12","pre-k_number","pre-k_percent","kinder_number","kinder_percent","grade_1_number","grade_1_percent","grade_2_number","grade_2_percent","grade_3_number","grade_3_percent","grade_4_number","grade_4_percent","grade_5_number","grade_5_percent","grade_6_number","grade_6_percent","grade_7_number","grade_7_percent","grade_8_number","grade_8_percent","grade_9_number","grade_9_percent","grade_10_number","grade_10_percent","grade_11_number","grade_11_percent","grade_12_number","grade_12_percent"
"1997","05385","06","0147","","03","Summary   ","N","Appleton Area","","Grades PreK-12","All Races","Both Genders","14316",226,"1.578600                      ",1017,"7.103900                      ",985,"6.880400                      ",1113,"7.774500                      ",1104,"7.711600                      ",1106,"7.725600                      ",1085,"7.578900                      ",1045,"7.299500                      ",1142,"7.977000                      ",1159,"8.095800                      ",1070,"7.474100                      ",1110,"7.753500                      ",1100,"7.683700                      ",1054,"7.362300                      "
"1997","07315","06","0147","0020","04","High      ","N","Appleton Area","East Hi","Grades PreK-12","All Races","Both Genders","1469",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",375,"25.527500                     ",372,"25.323300                     ",357,"24.302200                     ",365,"24.846800                     "
"1997","08494","06","0147","0030","04","High      ","N","Appleton Area","North Hi","Grades PreK-12","All Races","Both Genders","1467",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",373,"25.426000                     ",405,"27.607300                     ",366,"24.948800                     ",323,"22.017700                     "
"1997","07314","06","0147","0040","04","High      ","N","Appleton Area","West Hi","Grades PreK-12","All Races","Both Genders","1323",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",320,"24.187400                     ",315,"23.809500                     ",344,"26.001500                     ",344,"26.001500                     "
"1997","07296","06","0147","0060","04","Elem      ","N","Appleton Area","Badger El","Grades PreK-12","All Races","Both Genders","309",0,"0.000000                      ",35,"11.326800                     ",31,"10.032300                     ",52,"16.828400                     ",49,"15.857600                     ",40,"12.944900                     ",57,"18.446600                     ",45,"14.563100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07297","06","0147","0080","04","Elem      ","N","Appleton Area","Columbus El","Grades PreK-12","All Races","Both Genders","290",30,"10.344800                     ",43,"14.827500                     ",42,"14.482700                     ",34,"11.724100                     ",34,"11.724100                     ",34,"11.724100                     ",33,"11.379300                     ",40,"13.793100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07298","06","0147","0100","04","Elem      ","N","Appleton Area","Edison El","Grades PreK-12","All Races","Both Genders","413",15,"3.631900                      ",57,"13.801400                     ",61,"14.769900                     ",49,"11.864400                     ",59,"14.285700                     ",64,"15.496300                     ",51,"12.348600                     ",57,"13.801400                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07299","06","0147","0120","04","Mid/Jr Hi ","N","Appleton Area","Einstein Mid","Grades PreK-12","All Races","Both Genders","608",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",102,"16.776300                     ",261,"42.927600                     ",245,"40.296000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07300","06","0147","0130","04","Elem      ","N","Appleton Area","Edna Ferber El","Grades PreK-12","All Races","Both Genders","551",16,"2.903800                      ",83,"15.063500                     ",71,"12.885600                     ",95,"17.241300                     ",95,"17.241300                     ",85,"15.426400                     ",106,"19.237700                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07301","06","0147","0140","04","Elem      ","N","Appleton Area","Foster El","Grades PreK-12","All Races","Both Genders","257",0,"0.000000                      ",33,"12.840400                     ",27,"10.505800                     ",31,"12.062200                     ",48,"18.677000                     ",36,"14.007700                     ",37,"14.396800                     ",45,"17.509700                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07302","06","0147","0160","04","Elem      ","N","Appleton Area","Franklin El","Grades PreK-12","All Races","Both Genders","471",0,"0.000000                      ",60,"12.738800                     ",60,"12.738800                     ",67,"14.225000                     ",70,"14.861900                     ",71,"15.074300                     ",65,"13.800400                     ",78,"16.560500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07303","06","0147","0180","04","Elem      ","N","Appleton Area","Highlands El","Grades PreK-12","All Races","Both Genders","693",9,"1.298700                      ",100,"14.430000                     ",90,"12.987000                     ",113,"16.305900                     ",90,"12.987000                     ",102,"14.718600                     ",106,"15.295800                     ",83,"11.976900                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"1997","07316","06","0147","0190","04","Elem      ","N","Appleton Area","Horizons El","Grades PreK-12","All Races","Both Genders","480",0,"0.000000                      ",70,"14.583300                     ",64,"13.333300                     ",69,"14.375000                     ",70,"14.583300                     ",72,"15.000000                     ",67,"13.958300                     ",68,"14.166600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
