"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2005","76734","05","0014","","03","High Schools","N","Adams-Friendship Area","","PreK-12","660                           ","121                           ","18.333300                     ","539                           ","81.666600                     "
"2005","76734","05","0014","","03","Mid/Jr Hi Schools","N","Adams-Friendship Area","","PreK-12","462                           ","99                            ","21.428500                     ","363                           ","78.571400                     "
"2005","76734","05","0014","","03","Elem. Schools","N","Adams-Friendship Area","","PreK-12","927                           ","184                           ","19.848900                     ","743                           ","80.151000                     "
"2005","76734","05","0014","","03","El/Sec Combined Schls","N","Adams-Friendship Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75135","05","0014","0040","04","High Schools","N","Adams-Friendship Area","Adams-Friendship High","PreK-12","660                           ","121                           ","18.333300                     ","539                           ","81.666600                     "
"2005","76731","05","0014","0080","04","Elem. Schools","N","Adams-Friendship Area","Castle Rock Elementary","PreK-12","154                           ","31                            ","20.129800                     ","123                           ","79.870100                     "
"2005","76733","05","0014","0130","04","Elem. Schools","N","Adams-Friendship Area","Adams-Friendship Elementary","PreK-12","444                           ","102                           ","22.972900                     ","342                           ","77.027000                     "
"2005","76686","05","0014","0140","04","Elem. Schools","N","Adams-Friendship Area","Grand Marsh Elementary","PreK-12","153                           ","26                            ","16.993400                     ","127                           ","83.006500                     "
"2005","76700","05","0014","0180","04","Elem. Schools","N","Adams-Friendship Area","Pine Land Elementary","PreK-12","68                            ","15                            ","22.058800                     ","53                            ","77.941100                     "
"2005","75938","05","0014","0200","04","Elem. Schools","N","Adams-Friendship Area","Roche A Cri Elementary","PreK-12","108                           ","10                            ","9.259200                      ","98                            ","90.740700                     "
"2005","76732","05","0014","0210","04","Mid/Jr Hi Schools","N","Adams-Friendship Area","Adams-Friendship Middle","PreK-12","462                           ","99                            ","21.428500                     ","363                           ","78.571400                     "
"2005","75087","05","0014","0400","04","High Schools","N","Adams-Friendship Area","Alternative Education School","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75503","05","0105","","03","El/Sec Combined Schls","N","Almond-Bancroft","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75503","05","0105","","03","Elem. Schools","N","Almond-Bancroft","","PreK-12","218                           ","35                            ","16.055000                     ","183                           ","83.944900                     "
"2005","75503","05","0105","","03","Mid/Jr Hi Schools","N","Almond-Bancroft","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75503","05","0105","","03","High Schools","N","Almond-Bancroft","","PreK-12","286                           ","36                            ","12.587400                     ","250                           ","87.412500                     "
"2005","75518","05","0105","0020","04","Elem. Schools","N","Almond-Bancroft","Almond Elementary","PreK-12","183                           ","26                            ","14.207600                     ","157                           ","85.792300                     "
"2005","78960","05","0105","0040","04","High Schools","N","Almond-Bancroft","Almond High","PreK-12","286                           ","36                            ","12.587400                     ","250                           ","87.412500                     "
"2005","75502","05","0105","0060","04","Elem. Schools","N","Almond-Bancroft","Bancroft Elementary","PreK-12","35                            ","9                             ","25.714200                     ","26                            ","74.285700                     "
