"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2005","75494","06","0147","","03","High Schools","N","Appleton Area","","High Schools","5077",2479,48.828000,2598,51.171900,33,.649900,456,8.981600,102,2.009000,163,3.210500,4323,85.148700
"2005","75494","06","0147","","03","Mid/Jr Hi Schools","N","Appleton Area","","Mid/Jr Hi Schools","2208",1058,47.916600,1150,52.083300,14,.634000,270,12.228200,46,2.083300,104,4.710100,1774,80.344200
"2005","75494","06","0147","","03","Elem. Schools","N","Appleton Area","","Elem. Schools","7775",3682,47.356900,4093,52.643000,70,.900300,817,10.508000,238,3.061000,466,5.993500,6184,79.536900
"2005","75494","06","0147","","03","El/Sec Combined Schls","N","Appleton Area","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","75494","06","0147","","03","Summary","N","Appleton Area","","Summary","15060",7219,47.934900,7841,52.065000,117,.776800,1543,10.245600,386,2.563000,733,4.867100,12281,81.547100
"2005","78961","06","0147","0020","04","High Schools","N","Appleton Area","East High","High Schools","1562",768,49.167700,794,50.832200,5,.320100,128,8.194600,26,1.664500,29,1.856500,1374,87.964100
"2005","75306","06","0147","0030","04","High Schools","N","Appleton Area","North High","High Schools","1798",886,49.276900,912,50.723000,9,.500500,189,10.511600,26,1.446000,83,4.616200,1491,82.925400
"2005","75479","06","0147","0040","04","High Schools","N","Appleton Area","West High","High Schools","1455",692,47.560100,763,52.439800,13,.893400,125,8.591000,45,3.092700,39,2.680400,1233,84.742200
"2005","75504","06","0147","0060","04","Elem. Schools","N","Appleton Area","Badger Elementary","Elem. Schools","280",124,44.285700,156,55.714200,6,2.142800,25,8.928500,15,5.357100,52,18.571400,182,65.000000
"2005","75505","06","0147","0080","04","Elem. Schools","N","Appleton Area","Columbus Elementary","Elem. Schools","200",88,44.000000,112,56.000000,5,2.500000,58,29.000000,18,9.000000,14,7.000000,105,52.500000
"2005","79164","06","0147","0100","04","Elem. Schools","N","Appleton Area","Edison Elementary","Elem. Schools","295",136,46.101600,159,53.898300,6,2.033800,23,7.796600,21,7.118600,8,2.711800,237,80.338900
