"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2004","65860","06","0147","","03","Elem      ","N","Appleton Area","","Elementary School Type/ Prek-12","All Races","Both Genders",7895,2040,"25.8391386900                 ",5855,"74.1608613000                 "
"2004","65860","06","0147","","03","Mid/Jr Hi ","N","Appleton Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",2236,516,"23.0769230700                 ",1720,"76.9230769200                 "
"2004","65860","06","0147","","03","High      ","N","Appleton Area","","High School Type/ PreK-12","All Races","Both Genders",5144,854,"16.6018662500                 ",4290,"83.3981337400                 "
"2004","65860","06","0147","","03","El/Sec    ","N","Appleton Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","65860","06","0147","","03","Summary   ","N","Appleton Area","","Grades PreK-12","All Races","Both Genders",15275,3410,"22.3240589100                 ",11865,"77.6759410800                 "
"2004","65845","06","0147","0020","04","High      ","N","Appleton Area","East Hi","Grades PreK-12","All Races","Both Genders",1498,199,"13.2843791700                 ",1299,"86.7156208200                 "
"2004","65629","06","0147","0030","04","High      ","N","Appleton Area","North Hi","Grades PreK-12","All Races","Both Genders",1775,285,"16.0563380200                 ",1490,"83.9436619700                 "
"2004","65841","06","0147","0040","04","High      ","N","Appleton Area","West Hi","Grades PreK-12","All Races","Both Genders",1517,289,"19.0507580700                 ",1228,"80.9492419200                 "
"2004","65874","06","0147","0060","04","Elem      ","N","Appleton Area","Badger El","Grades PreK-12","All Races","Both Genders",304,132,"43.4210526300                 ",172,"56.5789473600                 "
"2004","65875","06","0147","0080","04","Elem      ","N","Appleton Area","Columbus El","Grades PreK-12","All Races","Both Genders",207,125,"60.3864734200                 ",82,"39.6135265700                 "
"2004","65876","06","0147","0100","04","Elem      ","N","Appleton Area","Edison El","Grades PreK-12","All Races","Both Genders",306,95,"31.0457516300                 ",211,"68.9542483600                 "
"2004","70019","06","0147","0105","04","Elem      ","N","Appleton Area","Child Learning Center","Grades PreK-12","All Races","Both Genders",39,2,"5.1282051200                  ",37,"94.8717948700                 "
"2004","65394","06","0147","0110","04","Elem      ","Y","Appleton Area","Classical Charter Sch","Grades PreK-12","All Races","Both Genders",377,28,"7.4270557000                  ",349,"92.5729442900                 "
"2004","65877","06","0147","0120","04","Mid/Jr Hi ","N","Appleton Area","Einstein Mid","Grades PreK-12","All Races","Both Genders",441,32,"7.2562358200                  ",409,"92.7437641700                 "
"2004","65175","06","0147","0125","04","Elem      ","Y","Appleton Area","Wisconsin Connections Academy","Grades PreK-12","All Races","Both Genders",375,,"",,""
"2004","65878","06","0147","0130","04","Elem      ","N","Appleton Area","Ferber El","Grades PreK-12","All Races","Both Genders",702,118,"16.8091168000                 ",584,"83.1908831900                 "
"2004","65879","06","0147","0140","04","Elem      ","N","Appleton Area","Foster El","Grades PreK-12","All Races","Both Genders",240,134,"55.8333333300                 ",106,"44.1666666600                 "
"2004","65880","06","0147","0160","04","Elem      ","N","Appleton Area","Franklin El","Grades PreK-12","All Races","Both Genders",420,97,"23.0952380900                 ",323,"76.9047619000                 "
"2004","65861","06","0147","0180","04","Elem      ","N","Appleton Area","Highlands El","Grades PreK-12","All Races","Both Genders",594,256,"43.0976430900                 ",338,"56.9023569000                 "
"2004","65846","06","0147","0190","04","Elem      ","N","Appleton Area","Horizons El","Grades PreK-12","All Races","Both Genders",471,192,"40.7643312100                 ",279,"59.2356687800                 "
"2004","65847","06","0147","0195","04","Elem      ","N","Appleton Area","Houdini El","Grades PreK-12","All Races","Both Genders",664,57,"8.5843373400                  ",607,"91.4156626500                 "
"2004","65862","06","0147","0200","04","Elem      ","N","Appleton Area","Huntley El","Grades PreK-12","All Races","Both Genders",571,129,"22.5919439500                 ",442,"77.4080560400                 "
"2004","65333","06","0147","0210","04","Mid/Jr Hi ","Y","Appleton Area","The Odyssey-Magellan Charter","Grades PreK-12","All Races","Both Genders",91,3,"3.2967032900                  ",88,"96.7032967000                 "
"2004","65848","06","0147","0220","04","Elem      ","N","Appleton Area","Berry El","Grades PreK-12","All Races","Both Genders",518,33,"6.3706563700                  ",485,"93.6293436200                 "
"2004","65383","06","0147","0230","04","Mid/Jr Hi ","Y","Appleton Area","Appleton Community Learning Center","Grades PreK-12","All Races","Both Genders",10,5,"50.0000000000                 ",5,"50.0000000000                 "
"2004","65863","06","0147","0240","04","Elem      ","N","Appleton Area","Jefferson El","Grades PreK-12","All Races","Both Genders",402,154,"38.3084577100                 ",248,"61.6915422800                 "
"2004","65864","06","0147","0260","04","Elem      ","N","Appleton Area","Johnston El","Grades PreK-12","All Races","Both Genders",491,143,"29.1242362500                 ",348,"70.8757637400                 "
"2004","65865","06","0147","0280","04","Elem      ","N","Appleton Area","Lincoln El","Grades PreK-12","All Races","Both Genders",399,185,"46.3659147800                 ",214,"53.6340852100                 "
"2004","65866","06","0147","0300","04","Mid/Jr Hi ","N","Appleton Area","Madison Mid","Grades PreK-12","All Races","Both Genders",736,151,"20.5163043400                 ",585,"79.4836956500                 "
"2004","65867","06","0147","0320","04","Elem      ","N","Appleton Area","McKinley El","Grades PreK-12","All Races","Both Genders",558,107,"19.1756272400                 ",451,"80.8243727500                 "
"2004","65868","06","0147","0340","04","Elem      ","N","Appleton Area","Richmond El","Grades PreK-12","All Races","Both Genders",257,53,"20.6225680900                 ",204,"79.3774319000                 "
"2004","65869","06","0147","0360","04","Mid/Jr Hi ","N","Appleton Area","Roosevelt Mid","Grades PreK-12","All Races","Both Genders",452,133,"29.4247787600                 ",319,"70.5752212300                 "
"2004","65605","06","0147","0400","04","High      ","Y","Appleton Area","Appleton Central Alternative School","Grades PreK-12","All Races","Both Genders",91,45,"49.4505494500                 ",46,"50.5494505400                 "
"2004","65870","06","0147","0410","04","Mid/Jr Hi ","N","Appleton Area","Wilson Mid","Grades PreK-12","All Races","Both Genders",506,192,"37.9446640300                 ",314,"62.0553359600                 "
"2004","65334","06","0147","0420","04","High      ","Y","Appleton Area","Renaissance Sch","Grades PreK-12","All Races","Both Genders",135,21,"15.5555555500                 ",114,"84.4444444400                 "
"2004","65174","06","0147","0430","04","High      ","Y","Appleton Area","Tesla Engineering Charter School","Grades PreK-12","All Races","Both Genders",44,2,"4.5454545400                  ",42,"95.4545454500                 "
"2004","65176","06","0147","0440","04","High      ","Y","Appleton Area","Appleton eSchool","Grades PreK-12","All Races","Both Genders",24,,"",,""
"2004","70009","06","0147","0460","04","High      ","Y","Appleton Area","Valley New School","Grades PreK-12","All Races","Both Genders",60,13,"21.6666666600                 ",47,"78.3333333300                 "
"2004","67332","06","0336","","03","Elem      ","N","Beaver Dam","","Elementary School Type/ Prek-12","All Races","Both Genders",1443,477,"33.0561330500                 ",966,"66.9438669400                 "
"2004","67332","06","0336","","03","Mid/Jr Hi ","N","Beaver Dam","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",708,181,"25.5649717500                 ",527,"74.4350282400                 "
"2004","67332","06","0336","","03","High      ","N","Beaver Dam","","High School Type/ PreK-12","All Races","Both Genders",1172,173,"14.7610921500                 ",999,"85.2389078400                 "
"2004","67332","06","0336","","03","El/Sec    ","N","Beaver Dam","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",120,19,"15.8333333300                 ",101,"84.1666666600                 "
"2004","67332","06","0336","","03","Summary   ","N","Beaver Dam","","Grades PreK-12","All Races","Both Genders",3443,850,"24.6877722900                 ",2593,"75.3122277000                 "
"2004","67341","06","0336","0020","04","Mid/Jr Hi ","N","Beaver Dam","Beaver Dam Mid","Grades PreK-12","All Races","Both Genders",708,181,"25.5649717500                 ",527,"74.4350282400                 "
"2004","67342","06","0336","0040","04","High      ","N","Beaver Dam","Beaver Dam Hi","Grades PreK-12","All Races","Both Genders",1172,173,"14.7610921500                 ",999,"85.2389078400                 "
"2004","67343","06","0336","0080","04","Elem      ","N","Beaver Dam","Jefferson El","Grades PreK-12","All Races","Both Genders",312,152,"48.7179487100                 ",160,"51.2820512800                 "
"2004","67344","06","0336","0100","04","Elem      ","N","Beaver Dam","Lincoln El","Grades PreK-12","All Races","Both Genders",227,94,"41.4096916200                 ",133,"58.5903083700                 "
"2004","65470","06","0336","0110","04","Elem      ","N","Beaver Dam","Prairie View El","Grades PreK-12","All Races","Both Genders",261,63,"24.1379310300                 ",198,"75.8620689600                 "
"2004","67325","06","0336","0120","04","Elem      ","N","Beaver Dam","South Beaver Dam El","Grades PreK-12","All Races","Both Genders",118,41,"34.7457627100                 ",77,"65.2542372800                 "
"2004","67326","06","0336","0140","04","Elem      ","N","Beaver Dam","Trenton El","Grades PreK-12","All Races","Both Genders",110,26,"23.6363636300                 ",84,"76.3636363600                 "
"2004","67327","06","0336","0160","04","Elem      ","N","Beaver Dam","Washington El","Grades PreK-12","All Races","Both Genders",273,52,"19.0476190400                 ",221,"80.9523809500                 "
"2004","67328","06","0336","0180","04","Elem      ","N","Beaver Dam","Wilson El","Grades PreK-12","All Races","Both Genders",142,49,"34.5070422500                 ",93,"65.4929577400                 "
"2004","65420","06","0336","0200","04","El/Sec    ","Y","Beaver Dam","Beaver Dam Charter Sch","Grades PreK-12","All Races","Both Genders",120,19,"15.8333333300                 ",101,"84.1666666600                 "
"2004","65839","06","0434","","03","Elem      ","N","Berlin Area","","Elementary School Type/ Prek-12","All Races","Both Genders",731,230,"31.4637482900                 ",501,"68.5362517000                 "
"2004","65839","06","0434","","03","Mid/Jr Hi ","N","Berlin Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",420,137,"32.6190476100                 ",283,"67.3809523800                 "
"2004","65839","06","0434","","03","High      ","N","Berlin Area","","High School Type/ PreK-12","All Races","Both Genders",586,73,"12.4573378800                 ",513,"87.5426621100                 "
"2004","65839","06","0434","","03","El/Sec    ","N","Berlin Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","65839","06","0434","","03","Summary   ","N","Berlin Area","","Grades PreK-12","All Races","Both Genders",1737,440,"25.3310305100                 ",1297,"74.6689694800                 "
"2004","65834","06","0434","0040","04","High      ","N","Berlin Area","Berlin Hi","Grades PreK-12","All Races","Both Genders",586,73,"12.4573378800                 ",513,"87.5426621100                 "
"2004","65835","06","0434","0060","04","Elem      ","N","Berlin Area","Clay Lamberton El","Grades PreK-12","All Races","Both Genders",630,191,"30.3174603100                 ",439,"69.6825396800                 "
"2004","65836","06","0434","0080","04","Mid/Jr Hi ","N","Berlin Area","Berlin Mid","Grades PreK-12","All Races","Both Genders",420,137,"32.6190476100                 ",283,"67.3809523800                 "
"2004","65720","06","0434","0100","04","Elem      ","N","Berlin Area","Poy Sippi El","Grades PreK-12","All Races","Both Genders",101,39,"38.6138613800                 ",62,"61.3861386100                 "
"2004","69824","06","0434","9800","4C","El/Sec    ","Y","Berlin Area","Enterprise Charter School","Grades PreK-12","All Races","Both Genders",5,,"",,""
"2004","68896","06","0910","","03","Elem      ","N","Campbellsport","","Elementary School Type/ Prek-12","All Races","Both Genders",718,96,"13.3704735300                 ",622,"86.6295264600                 "
"2004","68896","06","0910","","03","Mid/Jr Hi ","N","Campbellsport","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",250,47,"18.8000000000                 ",203,"81.2000000000                 "
"2004","68896","06","0910","","03","High      ","N","Campbellsport","","High School Type/ PreK-12","All Races","Both Genders",566,20,"3.5335689000                  ",546,"96.4664310900                 "
"2004","68896","06","0910","","03","El/Sec    ","N","Campbellsport","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","68896","06","0910","","03","Summary   ","N","Campbellsport","","Grades PreK-12","All Races","Both Genders",1534,163,"10.6258148600                 ",1371,"89.3741851300                 "
"2004","68891","06","0910","0020","04","Elem      ","N","Campbellsport","Campbellsport El","Grades PreK-12","All Races","Both Genders",376,41,"10.9042553100                 ",335,"89.0957446800                 "
"2004","68892","06","0910","0040","04","High      ","N","Campbellsport","Campbellsport Hi","Grades PreK-12","All Races","Both Genders",566,20,"3.5335689000                  ",546,"96.4664310900                 "
"2004","68864","06","0910","0080","04","Elem      ","N","Campbellsport","Eden El","Grades PreK-12","All Races","Both Genders",342,55,"16.0818713400                 ",287,"83.9181286500                 "
"2004","65243","06","0910","0300","04","Mid/Jr Hi ","N","Campbellsport","Campbellsport Jr Hi","Grades PreK-12","All Races","Both Genders",250,47,"18.8000000000                 ",203,"81.2000000000                 "
"2004","68818","06","1687","","03","Elem      ","N","Erin","","Elementary School Type/ Prek-12","All Races","Both Genders",371,8,"2.1563342300                  ",363,"97.8436657600                 "
"2004","68818","06","1687","","03","Mid/Jr Hi ","N","Erin","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","68818","06","1687","","03","High      ","N","Erin","","High School Type/ PreK-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","68818","06","1687","","03","El/Sec    ","N","Erin","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","68818","06","1687","","03","Summary   ","N","Erin","","Grades PreK-12","All Races","Both Genders",371,8,"2.1563342300                  ",363,"97.8436657600                 "
"2004","68830","06","1687","0020","04","Elem      ","N","Erin","Erin El","Grades PreK-12","All Races","Both Genders",371,8,"2.1563342300                  ",363,"97.8436657600                 "
"2004","65809","06","1862","","03","Elem      ","N","Fond du Lac","","Elementary School Type/ Prek-12","All Races","Both Genders",3152,1034,"32.8045685200                 ",2118,"67.1954314700                 "
"2004","65809","06","1862","","03","Mid/Jr Hi ","N","Fond du Lac","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",1774,471,"26.5501691000                 ",1303,"73.4498308900                 "
"2004","65809","06","1862","","03","High      ","N","Fond du Lac","","High School Type/ PreK-12","All Races","Both Genders",2352,436,"18.5374149600                 ",1916,"81.4625850300                 "
"2004","65809","06","1862","","03","El/Sec    ","N","Fond du Lac","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","65809","06","1862","","03","Summary   ","N","Fond du Lac","","Grades PreK-12","All Races","Both Genders",7278,1941,"26.6694146700                 ",5337,"73.3305853200                 "
"2004","65829","06","1862","0030","04","Elem      ","N","Fond du Lac","Chegwin El","Grades PreK-12","All Races","Both Genders",346,189,"54.6242774500                 ",157,"45.3757225400                 "
"2004","65830","06","1862","0080","04","Elem      ","N","Fond du Lac","Evans El","Grades PreK-12","All Races","Both Genders",306,116,"37.9084967300                 ",190,"62.0915032600                 "
"2004","65812","06","1862","0120","04","Elem      ","N","Fond du Lac","Riverside El","Grades PreK-12","All Races","Both Genders",255,160,"62.7450980300                 ",95,"37.2549019600                 "
"2004","65813","06","1862","0140","04","High      ","N","Fond du Lac","Fond du Lac High School","Grades PreK-12","All Races","Both Genders",2352,436,"18.5374149600                 ",1916,"81.4625850300                 "
"2004","65814","06","1862","0200","04","Elem      ","N","Fond du Lac","Lakeshore El","Grades PreK-12","All Races","Both Genders",442,43,"9.7285067800                  ",399,"90.2714932100                 "
"2004","65815","06","1862","0230","04","Elem      ","N","Fond du Lac","Parkside El","Grades PreK-12","All Races","Both Genders",271,146,"53.8745387400                 ",125,"46.1254612500                 "
"2004","65816","06","1862","0240","04","Elem      ","N","Fond du Lac","Pier El","Grades PreK-12","All Races","Both Genders",406,90,"22.1674876800                 ",316,"77.8325123100                 "
"2004","65817","06","1862","0260","04","Elem      ","N","Fond du Lac","Roberts El","Grades PreK-12","All Races","Both Genders",385,82,"21.2987012900                 ",303,"78.7012987000                 "
"2004","65818","06","1862","0280","04","Elem      ","N","Fond du Lac","Rosenow El","Grades PreK-12","All Races","Both Genders",397,105,"26.4483627200                 ",292,"73.5516372700                 "
"2004","65819","06","1862","0300","04","Mid/Jr Hi ","N","Fond du Lac","Sabish Middle","Grades PreK-12","All Races","Both Genders",636,211,"33.1761006200                 ",425,"66.8238993700                 "
"2004","65820","06","1862","0335","04","Mid/Jr Hi ","N","Fond du Lac","Theisen Middle","Grades PreK-12","All Races","Both Genders",590,130,"22.0338983000                 ",460,"77.9661016900                 "
"2004","65801","06","1862","0360","04","Elem      ","N","Fond du Lac","Waters El","Grades PreK-12","All Races","Both Genders",344,103,"29.9418604600                 ",241,"70.0581395300                 "
"2004","65802","06","1862","0365","04","Mid/Jr Hi ","N","Fond du Lac","Woodworth Mid","Grades PreK-12","All Races","Both Genders",548,130,"23.7226277300                 ",418,"76.2773722600                 "
"2004","67056","06","1953","","03","Elem      ","N","Freedom Area","","Elementary School Type/ Prek-12","All Races","Both Genders",715,78,"10.9090909000                 ",637,"89.0909090900                 "
"2004","67056","06","1953","","03","Mid/Jr Hi ","N","Freedom Area","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",338,32,"9.4674556200                  ",306,"90.5325443700                 "
"2004","67056","06","1953","","03","High      ","N","Freedom Area","","High School Type/ PreK-12","All Races","Both Genders",504,42,"8.3333333300                  ",462,"91.6666666600                 "
"2004","67056","06","1953","","03","El/Sec    ","N","Freedom Area","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","67056","06","1953","","03","Summary   ","N","Freedom Area","","Grades PreK-12","All Races","Both Genders",1557,152,"9.7623635100                  ",1405,"90.2376364800                 "
"2004","67071","06","1953","0020","04","Elem      ","N","Freedom Area","Freedom El","Grades PreK-12","All Races","Both Genders",715,78,"10.9090909000                 ",637,"89.0909090900                 "
"2004","67072","06","1953","0040","04","Mid/Jr Hi ","N","Freedom Area","Freedom Mid","Grades PreK-12","All Races","Both Genders",338,32,"9.4674556200                  ",306,"90.5325443700                 "
"2004","67054","06","1953","0060","04","High      ","N","Freedom Area","Freedom Hi","Grades PreK-12","All Races","Both Genders",504,42,"8.3333333300                  ",462,"91.6666666600                 "
"2004","65784","06","2310","","03","Elem      ","N","Green Lake","","Elementary School Type/ Prek-12","All Races","Both Genders",164,37,"22.5609756000                 ",127,"77.4390243900                 "
"2004","65784","06","2310","","03","Mid/Jr Hi ","N","Green Lake","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","65784","06","2310","","03","High      ","N","Green Lake","","High School Type/ PreK-12","All Races","Both Genders",190,16,"8.4210526300                  ",174,"91.5789473600                 "
"2004","65784","06","2310","","03","El/Sec    ","N","Green Lake","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2004","65784","06","2310","","03","Summary   ","N","Green Lake","","Grades PreK-12","All Races","Both Genders",354,53,"14.9717514100                 ",301,"85.0282485800                 "
"2004","65800","06","2310","0020","04","Elem      ","N","Green Lake","Green Lake El","Grades PreK-12","All Races","Both Genders",164,37,"22.5609756000                 ",127,"77.4390243900                 "
"2004","65782","06","2310","0040","04","High      ","N","Green Lake","Green Lake Hi","Grades PreK-12","All Races","Both Genders",190,16,"8.4210526300                  ",174,"91.5789473600                 "
"2004","68819","06","2436","","03","Elem      ","N","Hartford UHS","","Elementary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
