"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2003","53574","08","0602","","03","Elem      ","N","Bonduel","","Elementary School Type/ Prek-12","340",148,"43.529400                     ",192,"56.470500                     ",7,"2.058800                      ",0,"0.000000                      ",1,"0.294100                      ",12,"3.529400                      ",320,"94.117600                     "
"2003","53574","08","0602","","03","Mid/Jr Hi ","N","Bonduel","","Middle/Junior High School Type/ Prek-12","207",104,"50.241500                     ",103,"49.758400                     ",7,"3.381600                      ",1,"0.483000                      ",1,"0.483000                      ",4,"1.932300                      ",194,"93.719800                     "
"2003","53574","08","0602","","03","High      ","N","Bonduel","","High School Type/ PreK-12","342",176,"51.461900                     ",166,"48.538000                     ",5,"1.461900                      ",2,"0.584700                      ",2,"0.584700                      ",0,"0.000000                      ",333,"97.368400                     "
"2003","53574","08","0602","","03","El/Sec    ","N","Bonduel","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2003","53574","08","0602","","03","Summary   ","N","Bonduel","","Grades PreK-12","889",428,"48.143900                     ",461,"51.856000                     ",19,"2.137200                      ",3,"0.337400                      ",4,"0.449900                      ",16,"1.799700                      ",847,"95.275500                     "
"2003","51922","08","0602","0020","04","Elem      ","N","Bonduel","Bonduel El","Grades PreK-12","234",98,"41.880300                     ",136,"58.119600                     ",6,"2.564100                      ",0,"0.000000                      ",0,"0.000000                      ",10,"4.273500                      ",218,"93.162300                     "
"2003","51923","08","0602","0021","04","Mid/Jr Hi ","N","Bonduel","Bonduel Mid","Grades PreK-12","207",104,"50.241500                     ",103,"49.758400                     ",7,"3.381600                      ",1,"0.483000                      ",1,"0.483000                      ",4,"1.932300                      ",194,"93.719800                     "
"2003","54571","08","0602","0040","04","High      ","N","Bonduel","Bonduel Hi","Grades PreK-12","342",176,"51.461900                     ",166,"48.538000                     ",5,"1.461900                      ",2,"0.584700                      ",2,"0.584700                      ",0,"0.000000                      ",333,"97.368400                     "
"2003","52648","08","0602","0060","04","Elem      ","N","Bonduel","Cecil El","Grades PreK-12","54",22,"40.740700                     ",32,"59.259200                     ",1,"1.851800                      ",0,"0.000000                      ",1,"1.851800                      ",2,"3.703700                      ",50,"92.592500                     "
"2003","51924","08","0602","0080","04","Elem      ","N","Bonduel","Navarino El","Grades PreK-12","52",28,"53.846100                     ",24,"46.153800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",52,"100.000000                    "
"2003","53398","08","0623","","03","Elem      ","N","Bowler","","Elementary School Type/ Prek-12","276",138,"50.000000                     ",138,"50.000000                     ",122,"44.202800                     ",3,"1.086900                      ",2,"0.724600                      ",1,"0.362300                      ",148,"53.623100                     "
"2003","53398","08","0623","","03","Mid/Jr Hi ","N","Bowler","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2003","53398","08","0623","","03","High      ","N","Bowler","","High School Type/ PreK-12","251",126,"50.199200                     ",125,"49.800700                     ",108,"43.027800                     ",0,"0.000000                      ",1,"0.398400                      ",0,"0.000000                      ",142,"56.573700                     "
"2003","53398","08","0623","","03","El/Sec    ","N","Bowler","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2003","53398","08","0623","","03","Summary   ","N","Bowler","","Grades PreK-12","527",264,"50.094800                     ",263,"49.905100                     ",230,"43.643200                     ",3,"0.569200                      ",3,"0.569200                      ",1,"0.189700                      ",290,"55.028400                     "
"2003","52006","08","0623","0020","04","Elem      ","N","Bowler","Bowler El","Grades PreK-12","276",138,"50.000000                     ",138,"50.000000                     ",122,"44.202800                     ",3,"1.086900                      ",2,"0.724600                      ",1,"0.362300                      ",148,"53.623100                     "
"2003","52007","08","0623","0040","04","High      ","N","Bowler","Bowler Hi","Grades PreK-12","251",126,"50.199200                     ",125,"49.800700                     ",108,"43.027800                     ",0,"0.000000                      ",1,"0.398400                      ",0,"0.000000                      ",142,"56.573700                     "
"2003","53455","08","1141","","03","Elem      ","N","Clintonville","","Elementary School Type/ Prek-12","584",261,"44.691700                     ",323,"55.308200                     ",2,"0.342400                      ",1,"0.171200                      ",6,"1.027300                      ",32,"5.479400                      ",543,"92.979400                     "
"2003","53455","08","1141","","03","Mid/Jr Hi ","N","Clintonville","","Middle/Junior High School Type/ Prek-12","405",208,"51.358000                     ",197,"48.641900                     ",6,"1.481400                      ",1,"0.246900                      ",4,"0.987600                      ",10,"2.469100                      ",384,"94.814800                     "
"2003","53455","08","1141","","03","High      ","N","Clintonville","","High School Type/ PreK-12","627",296,"47.208900                     ",331,"52.791000                     ",3,"0.478400                      ",15,"2.392300                      ",3,"0.478400                      ",20,"3.189700                      ",586,"93.460900                     "
"2003","53455","08","1141","","03","El/Sec    ","N","Clintonville","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2003","53455","08","1141","","03","Summary   ","N","Clintonville","","Grades PreK-12","1616",765,"47.339100                     ",851,"52.660800                     ",11,"0.680600                      ",17,"1.051900                      ",13,"0.804400                      ",62,"3.836600                      ",1513,"93.626200                     "
"2003","50211","08","1141","0015","04","Elem      ","N","Clintonville","Bear Creek El","Grades PreK-12","77",33,"42.857100                     ",44,"57.142800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",9,"11.688300                     ",68,"88.311600                     "
"2003","50212","08","1141","0020","04","Mid/Jr Hi ","N","Clintonville","Clintonville Mid","Grades PreK-12","405",208,"51.358000                     ",197,"48.641900                     ",6,"1.481400                      ",1,"0.246900                      ",4,"0.987600                      ",10,"2.469100                      ",384,"94.814800                     "
"2003","50213","08","1141","0040","04","High      ","N","Clintonville","Clintonville Hi","Grades PreK-12","627",296,"47.208900                     ",331,"52.791000                     ",3,"0.478400                      ",15,"2.392300                      ",3,"0.478400                      ",20,"3.189700                      ",586,"93.460900                     "
