"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2006","17423","06","0147","","03","High Schools","N","Appleton Area","","PreK-12","5069                          ","659                           ","13.000500                     ","4410                          ","86.999400                     "
"2006","17423","06","0147","","03","Mid/Jr Hi Schools","N","Appleton Area","","PreK-12","2281                          ","317                           ","13.897400                     ","1964                          ","86.102500                     "
"2006","17423","06","0147","","03","Elem. Schools","N","Appleton Area","","PreK-12","7862                          ","1084                          ","13.787800                     ","6778                          ","86.212100                     "
"2006","17423","06","0147","","03","El/Sec Combined Schls","N","Appleton Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","17469","06","0147","0020","04","High Schools","N","Appleton Area","East High","PreK-12","1530                          ","228                           ","14.901900                     ","1302                          ","85.098000                     "
"2006","26962","06","0147","0030","04","High Schools","N","Appleton Area","North High","PreK-12","1719                          ","183                           ","10.645700                     ","1536                          ","89.354200                     "
"2006","17448","06","0147","0040","04","High Schools","N","Appleton Area","West High","PreK-12","1433                          ","216                           ","15.073200                     ","1217                          ","84.926700                     "
"2006","17331","06","0147","0060","04","Elem. Schools","N","Appleton Area","Badger Elementary","PreK-12","287                           ","40                            ","13.937200                     ","247                           ","86.062700                     "
"2006","17332","06","0147","0080","04","Elem. Schools","N","Appleton Area","Columbus Elementary","PreK-12","182                           ","26                            ","14.285700                     ","156                           ","85.714200                     "
"2006","17333","06","0147","0100","04","Elem. Schools","N","Appleton Area","Edison Elementary","PreK-12","282                           ","64                            ","22.695000                     ","218                           ","77.304900                     "
"2006","71979","06","0147","0105","04","Elem. Schools","N","Appleton Area","Child Learning Center","PreK-12","43                            ","27                            ","62.790600                     ","16                            ","37.209300                     "
"2006","70074","06","0147","0110","04","Elem. Schools","Y","Appleton Area","Classical School","PreK-12","423                           ","24                            ","5.673700                      ","399                           ","94.326200                     "
"2006","17334","06","0147","0120","04","Mid/Jr Hi Schools","N","Appleton Area","Einstein Middle","PreK-12","484                           ","48                            ","9.917300                      ","436                           ","90.082600                     "
"2006","71974","06","0147","0125","04","Elem. Schools","Y","Appleton Area","Wisconsin Connections Academy","PreK-12","432                           ","11                            ","2.546200                      ","421                           ","97.453700                     "
"2006","17335","06","0147","0130","04","Elem. Schools","N","Appleton Area","Ferber Elementary","PreK-12","690                           ","68                            ","9.855000                      ","622                           ","90.144900                     "
"2006","00062","06","0147","0135","04","Elem. Schools","Y","Appleton Area","Fox River Academy","PreK-12","12                            ","1                             ","8.333300                      ","11                            ","91.666600                     "
"2006","17336","06","0147","0140","04","Elem. Schools","N","Appleton Area","Foster Elementary","PreK-12","245                           ","31                            ","12.653000                     ","214                           ","87.346900                     "
"2006","00063","06","0147","0145","04","Elem. Schools","Y","Appleton Area","Appleton Public Montesori","PreK-12","11                            ","0                             ","0.000000                      ","11                            ","100.000000                    "
"2006","17337","06","0147","0160","04","Elem. Schools","N","Appleton Area","Franklin Elementary","PreK-12","374                           ","51                            ","13.636300                     ","323                           ","86.363600                     "
"2006","17338","06","0147","0180","04","Elem. Schools","N","Appleton Area","Highlands Elementary","PreK-12","554                           ","103                           ","18.592000                     ","451                           ","81.407900                     "
"2006","17470","06","0147","0190","04","Elem. Schools","N","Appleton Area","Horizons Elementary","PreK-12","432                           ","61                            ","14.120300                     ","371                           ","85.879600                     "
"2006","17471","06","0147","0195","04","Elem. Schools","N","Appleton Area","Houdini Elementary","PreK-12","625                           ","89                            ","14.240000                     ","536                           ","85.760000                     "
"2006","17339","06","0147","0200","04","Elem. Schools","N","Appleton Area","Huntley Elementary","PreK-12","568                           ","95                            ","16.725300                     ","473                           ","83.274600                     "
"2006","71200","06","0147","0210","04","Mid/Jr Hi Schools","Y","Appleton Area","Odyssey-Magellan","PreK-12","137                           ","2                             ","1.459800                      ","135                           ","98.540100                     "
"2006","17472","06","0147","0220","04","Elem. Schools","N","Appleton Area","Berry Elementary","PreK-12","500                           ","70                            ","14.000000                     ","430                           ","86.000000                     "
"2006","70173","06","0147","0230","04","Mid/Jr Hi Schools","Y","Appleton Area","Appleton Community Learning Center","PreK-12","9                             ","1                             ","11.111100                     ","8                             ","88.888800                     "
"2006","17340","06","0147","0240","04","Elem. Schools","N","Appleton Area","Jefferson Elementary","PreK-12","412                           ","56                            ","13.592200                     ","356                           ","86.407700                     "
