"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2006","14408","04","0084","","03","High Schools","N","Alma","","PreK-12","124                           ","21                            ","16.935400                     ","103                           ","83.064500                     "
"2006","14408","04","0084","","03","Mid/Jr Hi Schools","N","Alma","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","14408","04","0084","","03","Elem. Schools","N","Alma","","PreK-12","201                           ","25                            ","12.437800                     ","176                           ","87.562100                     "
"2006","14408","04","0084","","03","El/Sec Combined Schls","N","Alma","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","14406","04","0084","0020","04","Elem. Schools","N","Alma","Alma Elementary","PreK-12","201                           ","25                            ","12.437800                     ","176                           ","87.562100                     "
"2006","14407","04","0084","0040","04","High Schools","N","Alma","Alma High","PreK-12","124                           ","21                            ","16.935400                     ","103                           ","83.064500                     "
"2006","14429","04","0091","","03","Elem. Schools","N","Alma Center","","PreK-12","341                           ","52                            ","15.249200                     ","289                           ","84.750700                     "
"2006","14429","04","0091","","03","Mid/Jr Hi Schools","N","Alma Center","","PreK-12","83                            ","8                             ","9.638500                      ","75                            ","90.361400                     "
"2006","14429","04","0091","","03","High Schools","N","Alma Center","","PreK-12","196                           ","26                            ","13.265300                     ","170                           ","86.734600                     "
"2006","14429","04","0091","","03","El/Sec Combined Schls","N","Alma Center","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","14427","04","0091","0060","04","High Schools","N","Alma Center","Lincoln High","PreK-12","196                           ","26                            ","13.265300                     ","170                           ","86.734600                     "
"2006","14428","04","0091","0070","04","Mid/Jr Hi Schools","N","Alma Center","Lincoln Junior High","PreK-12","83                            ","8                             ","9.638500                      ","75                            ","90.361400                     "
"2006","15906","04","0091","0080","04","Elem. Schools","N","Alma Center","Lincoln Elementary","PreK-12","341                           ","52                            ","15.249200                     ","289                           ","84.750700                     "
"2006","14435","04","0154","","03","High Schools","N","Arcadia","","PreK-12","302                           ","37                            ","12.251600                     ","265                           ","87.748300                     "
"2006","14435","04","0154","","03","Mid/Jr Hi Schools","N","Arcadia","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","14435","04","0154","","03","Elem. Schools","N","Arcadia","","PreK-12","693                           ","98                            ","14.141400                     ","595                           ","85.858500                     "
"2006","14435","04","0154","","03","El/Sec Combined Schls","N","Arcadia","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","14430","04","0154","0020","04","Elem. Schools","N","Arcadia","Arcadia Elementary","PreK-12","693                           ","98                            ","14.141400                     ","595                           ","85.858500                     "
"2006","14431","04","0154","0040","04","High Schools","N","Arcadia","Arcadia High","PreK-12","302                           ","37                            ","12.251600                     ","265                           ","87.748300                     "
"2006","14462","04","0245","","03","Elem. Schools","N","Bangor","","PreK-12","251                           ","17                            ","6.772900                      ","234                           ","93.227000                     "
"2006","14462","04","0245","","03","Mid/Jr Hi Schools","N","Bangor","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","14462","04","0245","","03","High Schools","N","Bangor","","PreK-12","389                           ","49                            ","12.596400                     ","340                           ","87.403500                     "
"2006","14462","04","0245","","03","El/Sec Combined Schls","N","Bangor","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","14457","04","0245","0020","04","Elem. Schools","N","Bangor","Bangor Elementary","PreK-12","251                           ","17                            ","6.772900                      ","234                           ","93.227000                     "
"2006","14458","04","0245","0040","04","High Schools","N","Bangor","Bangor Middle/High","PreK-12","389                           ","49                            ","12.596400                     ","340                           ","87.403500                     "
"2006","14480","04","0476","","03","High Schools","N","Black River Falls","","PreK-12","674                           ","120                           ","17.804100                     ","554                           ","82.195800                     "
