"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2001","43081","04","0084","","03","Elem      ","N","Alma","","Elementary School Type/ Prek-12","262",120,"45.801500                     ",142,"54.198400                     ",0,"0.000000                      ",1,"0.381600                      ",0,"0.000000                      ",3,"1.145000                      ",258,"98.473200                     "
"2001","43081","04","0084","","03","Mid/Jr Hi ","N","Alma","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2001","43081","04","0084","","03","High      ","N","Alma","","High School Type/ PreK-12","147",75,"51.020400                     ",72,"48.979500                     ",0,"0.000000                      ",2,"1.360500                      ",0,"0.000000                      ",0,"0.000000                      ",145,"98.639400                     "
"2001","43081","04","0084","","03","El/Sec    ","N","Alma","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2001","43081","04","0084","","03","Summary   ","N","Alma","","Grades PreK-12","409",195,"47.677200                     ",214,"52.322700                     ",0,"0.000000                      ",3,"0.733400                      ",0,"0.000000                      ",3,"0.733400                      ",403,"98.533000                     "
"2001","41675","04","0084","0020","04","Elem      ","N","Alma","Alma El","Grades PreK-12","262",120,"45.801500                     ",142,"54.198400                     ",0,"0.000000                      ",1,"0.381600                      ",0,"0.000000                      ",3,"1.145000                      ",258,"98.473200                     "
"2001","41676","04","0084","0040","04","High      ","N","Alma","Alma Hi","Grades PreK-12","147",75,"51.020400                     ",72,"48.979500                     ",0,"0.000000                      ",2,"1.360500                      ",0,"0.000000                      ",0,"0.000000                      ",145,"98.639400                     "
"2001","43082","04","0091","","03","Elem      ","N","Alma Center","","Elementary School Type/ Prek-12","359",179,"49.860700                     ",180,"50.139200                     ",13,"3.621100                      ",4,"1.114200                      ",3,"0.835600                      ",4,"1.114200                      ",335,"93.314700                     "
"2001","43082","04","0091","","03","Mid/Jr Hi ","N","Alma Center","","Middle/Junior High School Type/ Prek-12","90",43,"47.777700                     ",47,"52.222200                     ",0,"0.000000                      ",2,"2.222200                      ",2,"2.222200                      ",4,"4.444400                      ",82,"91.111100                     "
"2001","43082","04","0091","","03","High      ","N","Alma Center","","High School Type/ PreK-12","173",81,"46.820800                     ",92,"53.179100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",7,"4.046200                      ",166,"95.953700                     "
