"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2006","00838","01","0714","","03","High Schools","N","Elmbrook","","PreK-12","2791                          ","267                           ","9.566400                      ","2524                          ","90.433500                     "
"2006","00838","01","0714","","03","Mid/Jr Hi Schools","N","Elmbrook","","PreK-12","1778                          ","216                           ","12.148400                     ","1562                          ","87.851500                     "
"2006","00838","01","0714","","03","Elem. Schools","N","Elmbrook","","PreK-12","3067                          ","358                           ","11.672600                     ","2709                          ","88.327300                     "
"2006","00838","01","0714","","03","El/Sec Combined Schls","N","Elmbrook","","PreK-12","20                            ","*                             ","*                             ","*                             ","*                             "
"2006","00830","01","0714","0020","04","High Schools","N","Elmbrook","Central High","PreK-12","1406                          ","130                           ","9.246000                      ","1276                          ","90.753900                     "
"2006","01559","01","0714","0040","04","Elem. Schools","N","Elmbrook","Brookfield Elementary","PreK-12","457                           ","40                            ","8.752700                      ","417                           ","91.247200                     "
"2006","00831","01","0714","0060","04","High Schools","N","Elmbrook","East High","PreK-12","1385                          ","137                           ","9.891600                      ","1248                          ","90.108300                     "
"2006","00832","01","0714","0080","04","Elem. Schools","N","Elmbrook","Burleigh Elementary","PreK-12","783                           ","124                           ","15.836500                     ","659                           ","84.163400                     "
"2006","00833","01","0714","0100","04","Elem. Schools","N","Elmbrook","Dixon Elementary","PreK-12","444                           ","58                            ","13.063000                     ","386                           ","86.936900                     "
"2006","02866","01","0714","0150","04","Mid/Jr Hi Schools","N","Elmbrook","Pilgrim Park Middle","PreK-12","885                           ","119                           ","13.446300                     ","766                           ","86.553600                     "
"2006","01560","01","0714","0160","04","El/Sec Combined Schls","N","Elmbrook","Fairview South","PreK-12","20                            ","*                             ","*                             ","*                             ","*                             "
"2006","01561","01","0714","0170","04","Elem. Schools","N","Elmbrook","Hillside Elementary","PreK-12","381                           ","29                            ","7.611500                      ","352                           ","92.388400                     "
"2006","31108","01","0714","0190","04","Elem. Schools","N","Elmbrook","Swanson Elementary","PreK-12","611                           ","72                            ","11.783900                     ","539                           ","88.216000                     "
"2006","02867","01","0714","0250","04","Elem. Schools","N","Elmbrook","Tonawanda Elementary","PreK-12","391                           ","35                            ","8.951400                      ","356                           ","91.048500                     "
"2006","01562","01","0714","0270","04","Mid/Jr Hi Schools","N","Elmbrook","Wisconsin Hills Middle","PreK-12","893                           ","97                            ","10.862200                     ","796                           ","89.137700                     "
"2006","05422","01","0721","","03","El/Sec Combined Schls","N","Brown Deer","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","05422","01","0721","","03","Elem. Schools","N","Brown Deer","","PreK-12","526                           ","62                            ","11.787000                     ","464                           ","88.212900                     "
"2006","05422","01","0721","","03","Mid/Jr Hi Schools","N","Brown Deer","","PreK-12","593                           ","63                            ","10.623900                     ","530                           ","89.376000                     "
"2006","05422","01","0721","","03","High Schools","N","Brown Deer","","PreK-12","698                           ","60                            ","8.595900                      ","638                           ","91.404000                     "
"2006","05406","01","0721","0040","04","High Schools","N","Brown Deer","Brown Deer High","PreK-12","698                           ","60                            ","8.595900                      ","638                           ","91.404000                     "
"2006","05407","01","0721","0060","04","Mid/Jr Hi Schools","N","Brown Deer","Brown Deer Middle","PreK-12","593                           ","63                            ","10.623900                     ","530                           ","89.376000                     "
"2006","05408","01","0721","0080","04","Elem. Schools","N","Brown Deer","Dean Elementary","PreK-12","298                           ","30                            ","10.067100                     ","268                           ","89.932800                     "
"2006","05409","01","0721","0090","04","Elem. Schools","N","Brown Deer","Algonquin Elementary","PreK-12","228                           ","32                            ","14.035000                     ","196                           ","85.964900                     "
"2006","71509","01","0721","9200","4C","Mid/Jr Hi Schools","Y","Brown Deer","Passage Middle School","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","00937","01","1015","","03","High Schools","N","Cedarburg","","PreK-12","1182                          ","102                           ","8.629400                      ","1080                          ","91.370500                     "
"2006","00937","01","1015","","03","Mid/Jr Hi Schools","N","Cedarburg","","PreK-12","695                           ","67                            ","9.640200                      ","628                           ","90.359700                     "
"2006","00937","01","1015","","03","Elem. Schools","N","Cedarburg","","PreK-12","1248                          ","162                           ","12.980700                     ","1086                          ","87.019200                     "
"2006","00937","01","1015","","03","El/Sec Combined Schls","N","Cedarburg","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","00926","01","1015","0020","04","High Schools","N","Cedarburg","Cedarburg High","PreK-12","1182                          ","102                           ","8.629400                      ","1080                          ","91.370500                     "
"2006","00927","01","1015","0070","04","Elem. Schools","N","Cedarburg","Parkview Elementary","PreK-12","437                           ","78                            ","17.848900                     ","359                           ","82.151000                     "
"2006","00928","01","1015","0075","04","Elem. Schools","N","Cedarburg","Westlawn Elementary","PreK-12","321                           ","44                            ","13.707100                     ","277                           ","86.292800                     "
"2006","00929","01","1015","0090","04","Elem. Schools","N","Cedarburg","Thorson Elementary","PreK-12","490                           ","40                            ","8.163200                      ","450                           ","91.836700                     "
"2006","00930","01","1015","0100","04","Mid/Jr Hi Schools","N","Cedarburg","Webster Middle","PreK-12","695                           ","67                            ","9.640200                      ","628                           ","90.359700                     "
"2006","02684","01","1253","","03","El/Sec Combined Schls","N","Cudahy","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","02684","01","1253","","03","Elem. Schools","N","Cudahy","","PreK-12","1547                          ","265                           ","17.129900                     ","1282                          ","82.870000                     "
"2006","02684","01","1253","","03","Mid/Jr Hi Schools","N","Cudahy","","PreK-12","405                           ","74                            ","18.271600                     ","331                           ","81.728300                     "
