"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2005","76215","09","0140","","03","High Schools","N","Antigo","","PreK-12","1048                          ","191                           ","18.225100                     ","857                           ","81.774800                     "
"2005","76215","09","0140","","03","Mid/Jr Hi Schools","N","Antigo","","PreK-12","579                           ","83                            ","14.335000                     ","496                           ","85.664900                     "
"2005","76215","09","0140","","03","Elem. Schools","N","Antigo","","PreK-12","1144                          ","147                           ","12.849600                     ","997                           ","87.150300                     "
"2005","76215","09","0140","","03","El/Sec Combined Schls","N","Antigo","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","79276","09","0140","0050","04","Mid/Jr Hi Schools","N","Antigo","Antigo Middle","PreK-12","579                           ","83                            ","14.335000                     ","496                           ","85.664900                     "
"2005","76224","09","0140","0070","04","High Schools","N","Antigo","Antigo High","PreK-12","1048                          ","191                           ","18.225100                     ","857                           ","81.774800                     "
"2005","76225","09","0140","0080","04","Elem. Schools","N","Antigo","Crestwood Elementary","PreK-12","145                           ","7                             ","4.827500                      ","138                           ","95.172400                     "
"2005","76226","09","0140","0100","04","Elem. Schools","N","Antigo","East Elementary","PreK-12","146                           ","14                            ","9.589000                      ","132                           ","90.410900                     "
"2005","76149","09","0140","0160","04","Elem. Schools","N","Antigo","Mattoon Elementary","PreK-12","112                           ","15                            ","13.392800                     ","97                            ","86.607100                     "
"2005","76227","09","0140","0180","04","Elem. Schools","N","Antigo","North Elementary","PreK-12","196                           ","39                            ","19.897900                     ","157                           ","80.102000                     "
"2005","79277","09","0140","0200","04","Elem. Schools","N","Antigo","Pleasant View Elementary","PreK-12","101                           ","5                             ","4.950400                      ","96                            ","95.049500                     "
"2005","76200","09","0140","0240","04","Elem. Schools","N","Antigo","River Grove Elementary","PreK-12","82                            ","11                            ","13.414600                     ","71                            ","86.585300                     "
"2005","76228","09","0140","0260","04","Elem. Schools","N","Antigo","Spring Valley Elementary","PreK-12","151                           ","13                            ","8.609200                      ","138                           ","91.390700                     "
"2005","79641","09","0140","0280","04","Elem. Schools","N","Antigo","West Elementary","PreK-12","211                           ","43                            ","20.379100                     ","168                           ","79.620800                     "
"2005","76204","09","0196","","03","El/Sec Combined Schls","N","Athens","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","76204","09","0196","","03","Elem. Schools","N","Athens","","PreK-12","230                           ","42                            ","18.260800                     ","188                           ","81.739100                     "
"2005","76204","09","0196","","03","Mid/Jr Hi Schools","N","Athens","","PreK-12","93                            ","15                            ","16.129000                     ","78                            ","83.870900                     "
"2005","76204","09","0196","","03","High Schools","N","Athens","","PreK-12","209                           ","36                            ","17.224800                     ","173                           ","82.775100                     "
"2005","76218","09","0196","0020","04","Elem. Schools","N","Athens","Athens Elementary","PreK-12","230                           ","42                            ","18.260800                     ","188                           ","81.739100                     "
"2005","76219","09","0196","0040","04","High Schools","N","Athens","Athens High","PreK-12","209                           ","36                            ","17.224800                     ","173                           ","82.775100                     "
"2005","76220","09","0196","0060","04","","N","Athens","Athens Junior High","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75999","09","0616","","03","High Schools","N","Boulder Junction J1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75999","09","0616","","03","Mid/Jr Hi Schools","N","Boulder Junction J1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75999","09","0616","","03","Elem. Schools","N","Boulder Junction J1","","PreK-12","247                           ","16                            ","6.477700                      ","231                           ","93.522200                     "
"2005","75999","09","0616","","03","El/Sec Combined Schls","N","Boulder Junction J1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","75998","09","0616","0050","04","Elem. Schools","N","Boulder Junction J1","North Lakeland Elementary","PreK-12","247                           ","16                            ","6.477700                      ","231                           ","93.522200                     "
"2005","79640","09","1526","","03","El/Sec Combined Schls","N","Northland Pines","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2005","79640","09","1526","","03","Elem. Schools","N","Northland Pines","","PreK-12","531                           ","85                            ","16.007500                     ","446                           ","83.992400                     "
"2005","79640","09","1526","","03","Mid/Jr Hi Schools","N","Northland Pines","","PreK-12","368                           ","45                            ","12.228200                     ","323                           ","87.771700                     "
"2005","79640","09","1526","","03","High Schools","N","Northland Pines","","PreK-12","551                           ","82                            ","14.882000                     ","469                           ","85.117900                     "
"2005","76012","09","1526","0040","04","Elem. Schools","N","Northland Pines","Northland Pines El-Eagle River","PreK-12","293                           ","49                            ","16.723500                     ","244                           ","83.276400                     "
"2005","75994","09","1526","0080","04","Elem. Schools","N","Northland Pines","Northland Pines-Land O Lakes","PreK-12","95                            ","17                            ","17.894700                     ","78                            ","82.105200                     "
"2005","76013","09","1526","0090","04","High Schools","N","Northland Pines","Northland Pines High","PreK-12","551                           ","82                            ","14.882000                     ","469                           ","85.117900                     "
"2005","79242","09","1526","0095","04","Mid/Jr Hi Schools","N","Northland Pines","Northland Pines Middle","PreK-12","368                           ","45                            ","12.228200                     ","323                           ","87.771700                     "
"2005","75971","09","1526","0100","04","Elem. Schools","N","Northland Pines","Northland Pines El-St Germain","PreK-12","143                           ","19                            ","13.286700                     ","124                           ","86.713200                     "
"2005","76191","09","1561","","03","High Schools","N","Edgar","","PreK-12","226                           ","24                            ","10.619400                     ","202                           ","89.380500                     "
"2005","76191","09","1561","","03","Mid/Jr Hi Schools","N","Edgar","","PreK-12","136                           ","16                            ","11.764700                     ","120                           ","88.235200                     "
"2005","76191","09","1561","","03","Elem. Schools","N","Edgar","","PreK-12","256                           ","30                            ","11.718700                     ","226                           ","88.281200                     "
"2005","76191","09","1561","","03","El/Sec Combined Schls","N","Edgar","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
