"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"1998","10178","05","0014","","03","Elem      ","N","Adams-Friendship Area","","Elementary School Type/ Prek-12","1075",524,"48.744100                     ",551,"51.255800                     ",9,"0.837200                      ",5,"0.465100                      ",6,"0.558100                      ",27,"2.511600                      ",1028,"95.627900                     "
"1998","10178","05","0014","","03","Mid/Jr Hi ","N","Adams-Friendship Area","","Middle/Junior High School Type/ Prek-12","367",150,"40.871900                     ",217,"59.128000                     ",3,"0.817400                      ",2,"0.544900                      ",2,"0.544900                      ",7,"1.907300                      ",353,"96.185200                     "
"1998","10178","05","0014","","03","High      ","N","Adams-Friendship Area","","High School Type/ PreK-12","623",275,"44.141200                     ",348,"55.858700                     ",4,"0.642000                      ",5,"0.802500                      ",9,"1.444600                      ",21,"3.370700                      ",584,"93.739900                     "
"1998","10178","05","0014","","03","El/Sec    ","N","Adams-Friendship Area","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"1998","10178","05","0014","","03","Summary   ","N","Adams-Friendship Area","","Grades PreK-12","2065",949,"45.956400                     ",1116,"54.043500                     ",16,"0.774800                      ",12,"0.581100                      ",17,"0.823200                      ",55,"2.663400                      ",1965,"95.157300                     "
"1998","14465","05","0014","0020","04","Elem      ","N","Adams-Friendship Area","Adams El","Grades PreK-12","266",134,"50.375900                     ",132,"49.624000                     ",0,"0.000000                      ",2,"0.751800                      ",2,"0.751800                      ",5,"1.879600                      ",257,"96.616500                     "
"1998","14466","05","0014","0040","04","High      ","N","Adams-Friendship Area","Adams-Friendship Hi","Grades PreK-12","623",275,"44.141200                     ",348,"55.858700                     ",4,"0.642000                      ",5,"0.802500                      ",9,"1.444600                      ",21,"3.370700                      ",584,"93.739900                     "
"1998","14464","05","0014","0080","04","Elem      ","N","Adams-Friendship Area","Castle Rock El","Grades PreK-12","161",77,"47.826000                     ",84,"52.173900                     ",1,"0.621100                      ",0,"0.000000                      ",4,"2.484400                      ",7,"4.347800                      ",149,"92.546500                     "
"1998","14467","05","0014","0100","04","Mid/Jr Hi ","N","Adams-Friendship Area","Adams-Friendship Jr","Grades PreK-12","367",150,"40.871900                     ",217,"59.128000                     ",3,"0.817400                      ",2,"0.544900                      ",2,"0.544900                      ",7,"1.907300                      ",353,"96.185200                     "
"1998","14468","05","0014","0120","04","Elem      ","N","Adams-Friendship Area","Friendship El","Grades PreK-12","285",131,"45.964900                     ",154,"54.035000                     ",4,"1.403500                      ",1,"0.350800                      ",0,"0.000000                      ",5,"1.754300                      ",275,"96.491200                     "
