"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"1999","24370","12","0170","","03","Elem      ","N","Ashland","","Elementary School Type/ Prek-12","All Races","Both Genders",567,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",567,"100.0000000000                "
"1999","24370","12","0170","","03","Mid/Jr Hi ","N","Ashland","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",972,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",972,"100.0000000000                "
"1999","24370","12","0170","","03","High      ","N","Ashland","","High School Type/ PreK-12","All Races","Both Genders",839,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",839,"100.0000000000                "
"1999","24370","12","0170","","03","El/Sec    ","N","Ashland","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"1999","24370","12","0170","","03","Summary   ","N","Ashland","","Grades PreK-12","All Races","Both Genders",2378,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",2378,"100.0000000000                "
"1999","24362","12","0170","0020","04","High      ","N","Ashland","Ashland Hi","Grades PreK-12","All Races","Both Genders",839,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",839,"100.0000000000                "
"1999","24363","12","0170","0030","04","Mid/Jr Hi ","N","Ashland","Ashland Mid","Grades PreK-12","All Races","Both Genders",501,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",501,"100.0000000000                "
"1999","24364","12","0170","0060","04","Mid/Jr Hi ","N","Ashland","Lake Superior Intermediate","Grades PreK-12","All Races","Both Genders",471,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",471,"100.0000000000                "
"1999","24365","12","0170","0080","04","Elem      ","N","Ashland","Lake Superior Primary","Grades PreK-12","All Races","Both Genders",394,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",394,"100.0000000000                "
"1999","24366","12","0170","0120","04","Elem      ","N","Ashland","Marengo Valley El","Grades PreK-12","All Races","Both Genders",173,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",173,"100.0000000000                "
