"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","total_enrollment_prek-12","pre-k_number","pre-k_percent","kinder_number","kinder_percent","grade_1_number","grade_1_percent","grade_2_number","grade_2_percent","grade_3_number","grade_3_percent","grade_4_number","grade_4_percent","grade_5_number","grade_5_percent","grade_6_number","grade_6_percent","grade_7_number","grade_7_percent","grade_8_number","grade_8_percent","grade_9_number","grade_9_percent","grade_10_number","grade_10_percent","grade_11_number","grade_11_percent","grade_12_number","grade_12_percent"
"2003","53358","05","0014","","03","Summary   ","N","Adams-Friendship Area","","Grades PreK-12","All Races","Both Genders","2157",148,"6.861300                      ",124,"5.748700                      ",135,"6.258600                      ",117,"5.424200                      ",152,"7.046800                      ",155,"7.185900                      ",157,"7.278600                      ",162,"7.510400                      ",172,"7.974000                      ",157,"7.278600                      ",145,"6.722200                      ",185,"8.576700                      ",162,"7.510400                      ",186,"8.623000                      "
"2003","51858","05","0014","0040","04","High      ","N","Adams-Friendship Area","Adams-Friendship Hi","Grades PreK-12","All Races","Both Genders","657",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",144,"21.917800                     ",185,"28.158200                     ",162,"24.657500                     ",166,"25.266300                     "
"2003","54569","05","0014","0080","04","Elem      ","N","Adams-Friendship Area","Castle Rock El","Grades PreK-12","All Races","Both Genders","150",12,"8.000000                      ",18,"12.000000                     ",25,"16.666600                     ",25,"16.666600                     ",23,"15.333300                     ",22,"14.666600                     ",25,"16.666600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","53236","05","0014","0130","04","Elem      ","N","Adams-Friendship Area","Adams-Friendship El","Grades PreK-12","All Races","Both Genders","505",84,"16.633600                     ",56,"11.089100                     ",62,"12.277200                     ",54,"10.693000                     ",70,"13.861300                     ",93,"18.415800                     ",82,"16.237600                     ",1,"0.198000                      ",1,"0.198000                      ",1,"0.198000                      ",1,"0.198000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","52601","05","0014","0140","04","Elem      ","N","Adams-Friendship Area","Grand Marsh El","Grades PreK-12","All Races","Both Genders","149",34,"22.818700                     ",25,"16.778500                     ",20,"13.422800                     ",14,"9.395900                      ",26,"17.449600                     ",11,"7.382500                      ",19,"12.751600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","52600","05","0014","0180","04","Elem      ","N","Adams-Friendship Area","Pine Land El","Grades PreK-12","All Races","Both Genders","72",0,"0.000000                      ",8,"11.111100                     ",13,"18.055500                     ",8,"11.111100                     ",15,"20.833300                     ",10,"13.888800                     ",18,"25.000000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","52918","05","0014","0200","04","Elem      ","N","Adams-Friendship Area","Roche A Cri El","Grades PreK-12","All Races","Both Genders","116",18,"15.517200                     ",17,"14.655100                     ",15,"12.931000                     ",16,"13.793100                     ",18,"15.517200                     ",19,"16.379300                     ",13,"11.206800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","53235","05","0014","0210","04","Mid/Jr Hi ","N","Adams-Friendship Area","Adams-Friendship Mid","Grades PreK-12","All Races","Both Genders","488",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",161,"32.991800                     ",171,"35.040900                     ",156,"31.967200                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      "
"2003","54523","05","0014","0400","04","High      ","N","Adams-Friendship Area","Alternative Education School","Grades PreK-12","All Races","Both Genders","20",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",20,"100.000000                    "
"2003","53453","05","0105","","03","Summary   ","N","Almond-Bancroft","","Grades PreK-12","All Races","Both Genders","545",3,"0.550400                      ",39,"7.155900                      ",33,"6.055000                      ",34,"6.238500                      ",50,"9.174300                      ",38,"6.972400                      ",48,"8.807300                      ",39,"7.155900                      ",34,"6.238500                      ",43,"7.889900                      ",48,"8.807300                      ",39,"7.155900                      ",47,"8.623800                      ",50,"9.174300                      "
