"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"2006","05927","02","0063","","03","Elem      ","N","Albany","","Elementary School Type/ Prek-12","All Races","Both Genders",204,0,"0.0000000000                  ",0,"0.0000000000                  ",10,"4.9019607800                  ",194,"95.0980392100                 "
"2006","05927","02","0063","","03","Mid/Jr Hi ","N","Albany","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",90,0,"0.0000000000                  ",0,"0.0000000000                  ",2,"2.2222222200                  ",88,"97.7777777700                 "
"2006","05927","02","0063","","03","High      ","N","Albany","","High School Type/ PreK-12","All Races","Both Genders",139,0,"0.0000000000                  ",0,"0.0000000000                  ",3,"2.1582733800                  ",136,"97.8417266100                 "
"2006","05927","02","0063","","03","El/Sec    ","N","Albany","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2006","05927","02","0063","","03","Summary   ","N","Albany","","Grades PreK-12","All Races","Both Genders",433,0,"0.0000000000                  ",0,"0.0000000000                  ",15,"3.4642032300                  ",418,"96.5357967600                 "
"2006","05922","02","0063","0020","04","Elem      ","N","Albany","Albany El","Grades PreK-12","All Races","Both Genders",204,0,"0.0000000000                  ",0,"0.0000000000                  ",10,"4.9019607800                  ",194,"95.0980392100                 "
"2006","05923","02","0063","0040","04","High      ","N","Albany","Albany Hi","Grades PreK-12","All Races","Both Genders",139,0,"0.0000000000                  ",0,"0.0000000000                  ",3,"2.1582733800                  ",136,"97.8417266100                 "
"2006","05924","02","0063","0060","04","Mid/Jr Hi ","N","Albany","Albany Mid","Grades PreK-12","All Races","Both Genders",90,0,"0.0000000000                  ",0,"0.0000000000                  ",2,"2.2222222200                  ",88,"97.7777777700                 "
"2006","06000","02","0350","","03","Elem      ","N","Belleville","","Elementary School Type/ Prek-12","All Races","Both Genders",486,0,"0.0000000000                  ",0,"0.0000000000                  ",2,"0.4115226300                  ",484,"99.5884773600                 "
"2006","06000","02","0350","","03","Mid/Jr Hi ","N","Belleville","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",140,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.7142857100                  ",139,"99.2857142800                 "
"2006","06000","02","0350","","03","High      ","N","Belleville","","High School Type/ PreK-12","All Races","Both Genders",307,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.3257328900                  ",306,"99.6742671000                 "
"2006","06000","02","0350","","03","El/Sec    ","N","Belleville","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2006","06000","02","0350","","03","Summary   ","N","Belleville","","Grades PreK-12","All Races","Both Genders",933,0,"0.0000000000                  ",0,"0.0000000000                  ",4,"0.4287245400                  ",929,"99.5712754500                 "
"2006","05993","02","0350","0020","04","Elem      ","N","Belleville","Belleville El","Grades PreK-12","All Races","Both Genders",163,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.6134969300                  ",162,"99.3865030600                 "
"2006","05994","02","0350","0040","04","High      ","N","Belleville","Belleville Hi","Grades PreK-12","All Races","Both Genders",307,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.3257328900                  ",306,"99.6742671000                 "
"2006","05995","02","0350","0060","04","Mid/Jr Hi ","N","Belleville","Belleville Mid","Grades PreK-12","All Races","Both Genders",140,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.7142857100                  ",139,"99.2857142800                 "
"2006","39540","02","0350","0100","04","Elem      ","N","Belleville","Belleville Intermediate","Grades PreK-12","All Races","Both Genders",323,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.3095975200                  ",322,"99.6904024700                 "
"2006","06066","02","0413","","03","Elem      ","N","Beloit","","Elementary School Type/ Prek-12","All Races","Both Genders",3409,556,"16.3097682600                 ",0,"0.0000000000                  ",79,"2.3173951300                  ",2774,"81.3728366000                 "
