"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2003","53302","01","0714","","03","High Schools","N","Elmbrook","","PreK-12","2683                          ","295                           ","10.995100                     ","2388                          ","89.004800                     "
"2003","53302","01","0714","","03","Mid/Jr Hi Schools","N","Elmbrook","","PreK-12","1828                          ","177                           ","9.682700                      ","1651                          ","90.317200                     "
"2003","53302","01","0714","","03","Elem. Schools","N","Elmbrook","","PreK-12","3056                          ","380                           ","12.434500                     ","2676                          ","87.565400                     "
"2003","53302","01","0714","","03","El/Sec Combined Schls","N","Elmbrook","","PreK-12","66                            ","55                            ","83.333300                     ","11                            ","16.666600                     "
"2003","51550","01","0714","0020","04","High Schools","N","Elmbrook","Central Hi","PreK-12","1342                          ","130                           ","9.687000                      ","1212                          ","90.312900                     "
"2003","51520","01","0714","0040","04","Elem. Schools","N","Elmbrook","Brookfield El","PreK-12","416                           ","36                            ","8.653800                      ","380                           ","91.346100                     "
"2003","51551","01","0714","0060","04","High Schools","N","Elmbrook","East Hi","PreK-12","1341                          ","165                           ","12.304200                     ","1176                          ","87.695700                     "
"2003","51552","01","0714","0080","04","Elem. Schools","N","Elmbrook","Burleigh El","PreK-12","792                           ","143                           ","18.055500                     ","649                           ","81.944400                     "
"2003","51553","01","0714","0100","04","Elem. Schools","N","Elmbrook","Dixon El","PreK-12","438                           ","47                            ","10.730500                     ","391                           ","89.269400                     "
"2003","51430","01","0714","0150","04","Mid/Jr Hi Schools","N","Elmbrook","Pilgrim Park Mid","PreK-12","876                           ","76                            ","8.675700                      ","800                           ","91.324200                     "
"2003","51521","01","0714","0160","04","El/Sec Combined Schls","N","Elmbrook","Fairview South","PreK-12","66                            ","55                            ","83.333300                     ","11                            ","16.666600                     "
"2003","51522","01","0714","0170","04","Elem. Schools","N","Elmbrook","Hillside El","PreK-12","404                           ","34                            ","8.415800                      ","370                           ","91.584100                     "
"2003","53219","01","0714","0190","04","Elem. Schools","N","Elmbrook","Swanson El","PreK-12","610                           ","82                            ","13.442600                     ","528                           ","86.557300                     "
"2003","51431","01","0714","0250","04","Elem. Schools","N","Elmbrook","Tonawanda El","PreK-12","396                           ","38                            ","9.595900                      ","358                           ","90.404000                     "
"2003","51523","01","0714","0270","04","Mid/Jr Hi Schools","N","Elmbrook","Wisconsin Hills Mid","PreK-12","952                           ","101                           ","10.609200                     ","851                           ","89.390700                     "
"2003","53510","01","0721","","03","El/Sec Combined Schls","N","Brown Deer","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53510","01","0721","","03","Elem. Schools","N","Brown Deer","","PreK-12","563                           ","72                            ","12.788600                     ","491                           ","87.211300                     "
"2003","53510","01","0721","","03","Mid/Jr Hi Schools","N","Brown Deer","","PreK-12","584                           ","54                            ","9.246500                      ","530                           ","90.753400                     "
"2003","53510","01","0721","","03","High Schools","N","Brown Deer","","PreK-12","654                           ","53                            ","8.103900                      ","601                           ","91.896000                     "
"2003","52384","01","0721","0040","04","High Schools","N","Brown Deer","Brown Deer Hi","PreK-12","654                           ","53                            ","8.103900                      ","601                           ","91.896000                     "
"2003","52385","01","0721","0060","04","Mid/Jr Hi Schools","N","Brown Deer","Brown Deer Mid","PreK-12","584                           ","54                            ","9.246500                      ","530                           ","90.753400                     "
