"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2006","12401","09","0140","","03","High Schools","N","Antigo","","High Schools","1033",489,47.337800,544,52.662100,20,1.936100,3,.290400,5,.484000,19,1.839300,986,95.450100
"2006","12401","09","0140","","03","Mid/Jr Hi Schools","N","Antigo","","Mid/Jr Hi Schools","581",281,48.364800,300,51.635100,9,1.549000,3,.516300,3,.516300,4,.688400,562,96.729700
"2006","12401","09","0140","","03","Elem. Schools","N","Antigo","","Elem. Schools","1089",517,47.474700,572,52.525200,16,1.469200,9,.826400,13,1.193700,25,2.295600,1026,94.214800
"2006","12401","09","0140","","03","El/Sec Combined Schls","N","Antigo","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","12401","09","0140","","03","Summary","N","Antigo","","Summary","2703",1287,47.613700,1416,52.386200,45,1.664800,15,.554900,21,.776900,48,1.775800,2574,95.227500
"2006","12387","09","0140","0050","04","Mid/Jr Hi Schools","N","Antigo","Antigo Middle","Mid/Jr Hi Schools","581",281,48.364800,300,51.635100,9,1.549000,3,.516300,3,.516300,4,.688400,562,96.729700
"2006","12388","09","0140","0070","04","High Schools","N","Antigo","Antigo High","High Schools","1033",489,47.337800,544,52.662100,20,1.936100,3,.290400,5,.484000,19,1.839300,986,95.450100
"2006","12389","09","0140","0080","04","Elem. Schools","N","Antigo","Crestwood Elementary","Elem. Schools","139",66,47.482000,73,52.517900,4,2.877600,1,.719400,0,.000000,6,4.316500,128,92.086300
"2006","12390","09","0140","0100","04","Elem. Schools","N","Antigo","East Elementary","Elem. Schools","136",54,39.705800,82,60.294100,5,3.676400,1,.735200,4,2.941100,2,1.470500,124,91.176400
"2006","12789","09","0140","0160","04","Elem. Schools","N","Antigo","Mattoon Elementary","Elem. Schools","100",55,55.000000,45,45.000000,1,1.000000,0,.000000,0,.000000,10,10.000000,89,89.000000
"2006","12391","09","0140","0180","04","Elem. Schools","N","Antigo","North Elementary","Elem. Schools","183",93,50.819600,90,49.180300,4,2.185700,2,1.092800,7,3.825100,3,1.639300,167,91.256800
"2006","12392","09","0140","0200","04","Elem. Schools","N","Antigo","Pleasant View Elementary","Elem. Schools","102",49,48.039200,53,51.960700,0,.000000,2,1.960700,0,.000000,0,.000000,100,98.039200
"2006","12539","09","0140","0240","04","Elem. Schools","N","Antigo","River Grove Elementary","Elem. Schools","81",37,45.679000,44,54.320900,0,.000000,1,1.234500,0,.000000,1,1.234500,79,97.530800
"2006","12393","09","0140","0260","04","Elem. Schools","N","Antigo","Spring Valley Elementary","Elem. Schools","140",67,47.857100,73,52.142800,0,.000000,1,.714200,0,.000000,1,.714200,138,98.571400
"2006","12394","09","0140","0280","04","Elem. Schools","N","Antigo","West Elementary","Elem. Schools","208",96,46.153800,112,53.846100,2,.961500,1,.480700,2,.961500,2,.961500,201,96.634600
"2006","12450","09","0196","","03","High Schools","N","Athens","","High Schools","201",101,50.248700,100,49.751200,0,.000000,0,.000000,0,.000000,2,.995000,199,99.004900
"2006","12450","09","0196","","03","Mid/Jr Hi Schools","N","Athens","","Mid/Jr Hi Schools","97",42,43.298900,55,56.701000,0,.000000,0,.000000,0,.000000,3,3.092700,94,96.907200
"2006","12450","09","0196","","03","Elem. Schools","N","Athens","","Elem. Schools","251",132,52.589600,119,47.410300,1,.398400,0,.000000,1,.398400,10,3.984000,239,95.219100
"2006","12450","09","0196","","03","El/Sec Combined Schls","N","Athens","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","12450","09","0196","","03","Summary","N","Athens","","Summary","549",275,50.091000,274,49.908900,1,.182100,0,.000000,1,.182100,15,2.732200,532,96.903400
"2006","12441","09","0196","0020","04","Elem. Schools","N","Athens","Athens Elementary","Elem. Schools","251",132,52.589600,119,47.410300,1,.398400,0,.000000,1,.398400,10,3.984000,239,95.219100
"2006","12442","09","0196","0040","04","High Schools","N","Athens","Athens High","High Schools","201",101,50.248700,100,49.751200,0,.000000,0,.000000,0,.000000,2,.995000,199,99.004900
"2006","12443","09","0196","0060","04","Mid/Jr Hi Schools","N","Athens","Athens Junior High","Mid/Jr Hi Schools","97",42,43.298900,55,56.701000,0,.000000,0,.000000,0,.000000,3,3.092700,94,96.907200
"2006","13848","09","0616","","03","High Schools","N","Boulder Junction J1","","High Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","13848","09","0616","","03","Mid/Jr Hi Schools","N","Boulder Junction J1","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","13848","09","0616","","03","Elem. Schools","N","Boulder Junction J1","","Elem. Schools","199",109,54.773800,90,45.226100,1,.502500,0,.000000,0,.000000,0,.000000,198,99.497400
"2006","13848","09","0616","","03","El/Sec Combined Schls","N","Boulder Junction J1","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","13848","09","0616","","03","Summary","N","Boulder Junction J1","","Summary","199",109,54.773800,90,45.226100,1,.502500,0,.000000,0,.000000,0,.000000,198,99.497400
"2006","13845","09","0616","0050","04","Elem. Schools","N","Boulder Junction J1","North Lakeland Elementary","Elem. Schools","199",109,54.773800,90,45.226100,1,.502500,0,.000000,0,.000000,0,.000000,198,99.497400
"2006","13714","09","1526","","03","High Schools","N","Northland Pines","","High Schools","558",270,48.387000,288,51.612900,11,1.971300,2,.358400,1,.179200,3,.537600,541,96.953400
"2006","13714","09","1526","","03","Mid/Jr Hi Schools","N","Northland Pines","","Mid/Jr Hi Schools","327",149,45.565700,178,54.434200,1,.305800,1,.305800,2,.611600,3,.917400,320,97.859300
"2006","13714","09","1526","","03","Elem. Schools","N","Northland Pines","","Elem. Schools","520",231,44.423000,289,55.576900,4,.769200,1,.192300,2,.384600,3,.576900,510,98.076900
"2006","13714","09","1526","","03","El/Sec Combined Schls","N","Northland Pines","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","13714","09","1526","","03","Summary","N","Northland Pines","","Summary","1405",650,46.263300,755,53.736600,16,1.138700,4,.284600,5,.355800,9,.640500,1371,97.580000
"2006","13708","09","1526","0040","04","Elem. Schools","N","Northland Pines","Northland Pines El-Eagle River","Elem. Schools","291",126,43.298900,165,56.701000,4,1.374500,0,.000000,1,.343600,2,.687200,284,97.594500
"2006","13821","09","1526","0080","04","Elem. Schools","N","Northland Pines","Northland Pines-Land O Lakes","Elem. Schools","88",37,42.045400,51,57.954500,0,.000000,0,.000000,0,.000000,0,.000000,88,100.000000
"2006","13709","09","1526","0090","04","High Schools","N","Northland Pines","Northland Pines High","High Schools","558",270,48.387000,288,51.612900,11,1.971300,2,.358400,1,.179200,3,.537600,541,96.953400
"2006","13710","09","1526","0095","04","Mid/Jr Hi Schools","N","Northland Pines","Northland Pines Middle","Mid/Jr Hi Schools","327",149,45.565700,178,54.434200,1,.305800,1,.305800,2,.611600,3,.917400,320,97.859300
"2006","14026","09","1526","0100","04","Elem. Schools","N","Northland Pines","Northland Pines El-St Germain","Elem. Schools","141",68,48.226900,73,51.773000,0,.000000,1,.709200,1,.709200,1,.709200,138,97.872300
"2006","12558","09","1561","","03","High Schools","N","Edgar","","High Schools","230",109,47.391300,121,52.608600,0,.000000,1,.434700,0,.000000,0,.000000,229,99.565200
"2006","12558","09","1561","","03","Mid/Jr Hi Schools","N","Edgar","","Mid/Jr Hi Schools","132",68,51.515100,64,48.484800,0,.000000,0,.000000,1,.757500,0,.000000,131,99.242400
"2006","12558","09","1561","","03","Elem. Schools","N","Edgar","","Elem. Schools","277",125,45.126300,152,54.873600,0,.000000,1,.361000,3,1.083000,1,.361000,272,98.194900
"2006","12558","09","1561","","03","El/Sec Combined Schls","N","Edgar","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","12558","09","1561","","03","Summary","N","Edgar","","Summary","639",302,47.261300,337,52.738600,0,.000000,2,.312900,4,.625900,1,.156400,632,98.904500
"2006","12552","09","1561","0020","04","Elem. Schools","N","Edgar","Edgar Elementary","Elem. Schools","277",125,45.126300,152,54.873600,0,.000000,1,.361000,3,1.083000,1,.361000,272,98.194900
"2006","12553","09","1561","0023","04","Mid/Jr Hi Schools","N","Edgar","Edgar Middle","Mid/Jr Hi Schools","132",68,51.515100,64,48.484800,0,.000000,0,.000000,1,.757500,0,.000000,131,99.242400
"2006","12554","09","1561","0040","04","High Schools","N","Edgar","Edgar High","High Schools","230",109,47.391300,121,52.608600,0,.000000,1,.434700,0,.000000,0,.000000,229,99.565200
"2006","12582","09","1582","","03","High Schools","N","Elcho","","High Schools","136",70,51.470500,66,48.529400,3,2.205800,0,.000000,1,.735200,1,.735200,131,96.323500
"2006","12582","09","1582","","03","Mid/Jr Hi Schools","N","Elcho","","Mid/Jr Hi Schools","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","12582","09","1582","","03","Elem. Schools","N","Elcho","","Elem. Schools","249",128,51.405600,121,48.594300,10,4.016000,0,.000000,1,.401600,0,.000000,238,95.582300
"2006","12582","09","1582","","03","El/Sec Combined Schls","N","Elcho","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","12582","09","1582","","03","Summary","N","Elcho","","Summary","385",198,51.428500,187,48.571400,13,3.376600,0,.000000,2,.519400,1,.259700,369,95.844100
