"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2002","48118","03","0161","","03","Elem      ","N","Argyle","","Elementary School Type/ Prek-12","All Races","Both Genders",172,21,"12.2093023200                 ",151,"87.7906976700                 "
"2002","48118","03","0161","","03","Mid/Jr Hi ","N","Argyle","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48118","03","0161","","03","High      ","N","Argyle","","High School Type/ PreK-12","All Races","Both Genders",182,31,"17.0329670300                 ",151,"82.9670329600                 "
"2002","48118","03","0161","","03","El/Sec    ","N","Argyle","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48118","03","0161","","03","Summary   ","N","Argyle","","Grades PreK-12","All Races","Both Genders",354,52,"14.6892655300                 ",302,"85.3107344600                 "
"2002","46490","03","0161","0020","04","Elem      ","N","Argyle","Argyle El","Grades PreK-12","All Races","Both Genders",172,21,"12.2093023200                 ",151,"87.7906976700                 "
"2002","46491","03","0161","0040","04","High      ","N","Argyle","Argyle Hi","Grades PreK-12","All Races","Both Genders",182,31,"17.0329670300                 ",151,"82.9670329600                 "
"2002","48121","03","0287","","03","Elem      ","N","Barneveld","","Elementary School Type/ Prek-12","All Races","Both Genders",179,17,"9.4972067000                  ",162,"90.5027932900                 "
"2002","48121","03","0287","","03","Mid/Jr Hi ","N","Barneveld","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48121","03","0287","","03","High      ","N","Barneveld","","High School Type/ PreK-12","All Races","Both Genders",261,30,"11.4942528700                 ",231,"88.5057471200                 "
"2002","48121","03","0287","","03","El/Sec    ","N","Barneveld","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48121","03","0287","","03","Summary   ","N","Barneveld","","Grades PreK-12","All Races","Both Genders",440,47,"10.6818181800                 ",393,"89.3181818100                 "
"2002","46492","03","0287","0020","04","Elem      ","N","Barneveld","Barneveld El","Grades PreK-12","All Races","Both Genders",179,17,"9.4972067000                  ",162,"90.5027932900                 "
