"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2006","05927","02","0063","","03","High Schools","N","Albany","","High Schools","139",66,47.482000,73,52.517900,1,.719400,0,.000000,1,.719400,4,2.877600,133,95.683400
"2006","05927","02","0063","","03","Mid/Jr Hi Schools","N","Albany","","Mid/Jr Hi Schools","90",47,52.222200,43,47.777700,1,1.111100,0,.000000,0,.000000,2,2.222200,87,96.666600
"2006","05927","02","0063","","03","Elem. Schools","N","Albany","","Elem. Schools","204",96,47.058800,108,52.941100,1,.490100,2,.980300,2,.980300,10,4.901900,189,92.647000
"2006","05927","02","0063","","03","El/Sec Combined Schls","N","Albany","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","05927","02","0063","","03","Summary","N","Albany","","Summary","433",209,48.267800,224,51.732100,3,.692800,2,.461800,3,.692800,16,3.695100,409,94.457200
"2006","05922","02","0063","0020","04","Elem. Schools","N","Albany","Albany Elementary","Elem. Schools","204",96,47.058800,108,52.941100,1,.490100,2,.980300,2,.980300,10,4.901900,189,92.647000
"2006","05923","02","0063","0040","04","High Schools","N","Albany","Albany High","High Schools","139",66,47.482000,73,52.517900,1,.719400,0,.000000,1,.719400,4,2.877600,133,95.683400
"2006","05924","02","0063","0060","04","Mid/Jr Hi Schools","N","Albany","Albany Middle","Mid/Jr Hi Schools","90",47,52.222200,43,47.777700,1,1.111100,0,.000000,0,.000000,2,2.222200,87,96.666600
"2006","06000","02","0350","","03","High Schools","N","Belleville","","High Schools","307",137,44.625400,170,55.374500,2,.651400,4,1.302900,2,.651400,5,1.628600,294,95.765400
"2006","06000","02","0350","","03","Mid/Jr Hi Schools","N","Belleville","","Mid/Jr Hi Schools","140",73,52.142800,67,47.857100,0,.000000,0,.000000,3,2.142800,2,1.428500,135,96.428500
"2006","06000","02","0350","","03","Elem. Schools","N","Belleville","","Elem. Schools","486",235,48.353900,251,51.646000,0,.000000,1,.205700,6,1.234500,11,2.263300,468,96.296200
"2006","06000","02","0350","","03","El/Sec Combined Schls","N","Belleville","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2006","06000","02","0350","","03","Summary","N","Belleville","","Summary","933",445,47.695600,488,52.304300,2,.214300,5,.535900,11,1.178900,18,1.929200,897,96.141400
"2006","05993","02","0350","0020","04","Elem. Schools","N","Belleville","Belleville Elementary","Elem. Schools","163",81,49.693200,82,50.306700,0,.000000,0,.000000,2,1.226900,7,4.294400,154,94.478500
"2006","05994","02","0350","0040","04","High Schools","N","Belleville","Belleville High","High Schools","307",137,44.625400,170,55.374500,2,.651400,4,1.302900,2,.651400,5,1.628600,294,95.765400
"2006","05995","02","0350","0060","04","Mid/Jr Hi Schools","N","Belleville","Belleville Middle","Mid/Jr Hi Schools","140",73,52.142800,67,47.857100,0,.000000,0,.000000,3,2.142800,2,1.428500,135,96.428500
"2006","39540","02","0350","0100","04","Elem. Schools","N","Belleville","Belleville Intermediate","Elem. Schools","323",154,47.678000,169,52.321900,0,.000000,1,.309500,4,1.238300,4,1.238300,314,97.213600
"2006","06066","02","0413","","03","High Schools","N","Beloit","","High Schools","2095",1025,48.926000,1070,51.073900,5,.238600,18,.859100,560,26.730300,281,13.412800,1231,58.758900
"2006","06066","02","0413","","03","Mid/Jr Hi Schools","N","Beloit","","Mid/Jr Hi Schools","1622",771,47.533900,851,52.466000,9,.554800,25,1.541300,460,28.360000,294,18.125700,834,51.418000
"2006","06066","02","0413","","03","Elem. Schools","N","Beloit","","Elem. Schools","3409",1687,49.486600,1722,50.513300,11,.322600,34,.997300,983,28.835400,834,24.464600,1547,45.379800
"2006","06066","02","0413","","03","El/Sec Combined Schls","N","Beloit","","El/Sec Combined Schls","43",22,51.162700,21,48.837200,0,.000000,0,.000000,0,.000000,43,100.000000,0,.000000
"2006","06066","02","0413","","03","Summary","N","Beloit","","Summary","7169",3505,48.891000,3664,51.108900,25,.348700,77,1.074000,2003,27.939700,1452,20.253800,3612,50.383500
"2006","06033","02","0413","0020","04","Mid/Jr Hi Schools","N","Beloit","Aldrich Middle","Mid/Jr Hi Schools","773",357,46.183600,416,53.816300,4,.517400,13,1.681700,300,38.809800,126,16.300100,330,42.690800
"2006","06034","02","0413","0040","04","Elem. Schools","N","Beloit","Burdge Elementary","Elem. Schools","192",100,52.083300,92,47.916600,0,.000000,0,.000000,93,48.437500,40,20.833300,59,30.729100
"2006","06035","02","0413","0060","04","Elem. Schools","N","Beloit","Converse Elementary","Elem. Schools","332",181,54.518000,151,45.481900,2,.602400,5,1.506000,47,14.156600,51,15.361400,227,68.373400
"2006","06036","02","0413","0080","04","Elem. Schools","N","Beloit","Cunningham Elementary","Elem. Schools","262",135,51.526700,127,48.473200,1,.381600,0,.000000,52,19.847300,34,12.977000,175,66.793800
"2006","06037","02","0413","0097","04","El/Sec Combined Schls","N","Beloit","Kolak Education Center","El/Sec Combined Schls","43",22,51.162700,21,48.837200,0,.000000,0,.000000,0,.000000,43,100.000000,0,.000000
"2006","06038","02","0413","0110","04","Elem. Schools","N","Beloit","Gaston Elementary","Elem. Schools","316",175,55.379700,141,44.620200,0,.000000,2,.632900,54,17.088600,34,10.759400,226,71.518900
"2006","06039","02","0413","0120","04","Elem. Schools","N","Beloit","Hackett Elementary","Elem. Schools","356",161,45.224700,195,54.775200,1,.280800,1,.280800,103,28.932500,134,37.640400,117,32.865100
"2006","06040","02","0413","0160","04","Elem. Schools","N","Beloit","McLenegan Elementary","Elem. Schools","240",112,46.666600,128,53.333300,1,.416600,7,2.916600,82,34.166600,45,18.750000,105,43.750000
"2006","06041","02","0413","0180","04","Mid/Jr Hi Schools","N","Beloit","McNeel Middle","Mid/Jr Hi Schools","817",405,49.571600,412,50.428300,5,.611900,10,1.223900,157,19.216600,167,20.440600,478,58.506700
"2006","06042","02","0413","0200","04","High Schools","N","Beloit","Memorial High","High Schools","2095",1025,48.926000,1070,51.073900,5,.238600,18,.859100,560,26.730300,281,13.412800,1231,58.758900
"2006","06043","02","0413","0210","04","Elem. Schools","N","Beloit","Merrill Elementary","Elem. Schools","263",140,53.231900,123,46.768000,1,.380200,0,.000000,177,67.300300,56,21.292700,29,11.026600
"2006","06044","02","0413","0240","04","Elem. Schools","N","Beloit","Morgan Elementary","Elem. Schools","277",128,46.209300,149,53.790600,1,.361000,10,3.610100,53,19.133500,50,18.050500,163,58.844700
"2006","06045","02","0413","0260","04","Elem. Schools","N","Beloit","Robinson Elementary","Elem. Schools","311",143,45.980700,168,54.019200,1,.321500,5,1.607700,73,23.472600,69,22.186400,163,52.411500
"2006","72502","02","0413","0280","04","Mid/Jr Hi Schools","Y","Beloit","Synectics Charter School","Mid/Jr Hi Schools","32",9,28.125000,23,71.875000,0,.000000,2,6.250000,3,9.375000,1,3.125000,26,81.250000
"2006","06046","02","0413","0300","04","Elem. Schools","N","Beloit","Royce Elementary","Elem. Schools","314",143,45.541400,171,54.458500,0,.000000,1,.318400,70,22.292900,111,35.350300,132,42.038200
"2006","06047","02","0413","0320","04","Elem. Schools","N","Beloit","Todd Elementary","Elem. Schools","298",132,44.295300,166,55.704600,2,.671100,2,.671100,88,29.530200,87,29.194600,119,39.932800
"2006","06048","02","0413","0360","04","Elem. Schools","N","Beloit","Wright Elementary","Elem. Schools","248",137,55.241900,111,44.758000,1,.403200,1,.403200,91,36.693500,123,49.596700,32,12.903200
"2006","06067","02","0422","","03","High Schools","N","Beloit Turner","","High Schools","385",186,48.311600,199,51.688300,2,.519400,6,1.558400,22,5.714200,17,4.415500,338,87.792200
"2006","06067","02","0422","","03","Mid/Jr Hi Schools","N","Beloit Turner","","Mid/Jr Hi Schools","292",141,48.287600,151,51.712300,5,1.712300,3,1.027300,18,6.164300,14,4.794500,252,86.301300
"2006","06067","02","0422","","03","Elem. Schools","N","Beloit Turner","","Elem. Schools","574",289,50.348400,285,49.651500,3,.522600,4,.696800,22,3.832700,32,5.574900,513,89.372800
"2006","06067","02","0422","","03","El/Sec Combined Schls","N","Beloit Turner","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
