"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"2000","32871","01","0714","","03","Elem      ","N","Elmbrook","","Elementary School Type/ Prek-12","All Races","Both Genders",3065,11,"0.3588907000                  ",26,"0.8482871100                  ",49,"1.5986949400                  ",2979,"97.1941272400                 "
"2000","32871","01","0714","","03","Mid/Jr Hi ","N","Elmbrook","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",1727,2,"0.1158077500                  ",12,"0.6948465500                  ",15,"0.8685581900                  ",1698,"98.3207874900                 "
"2000","32871","01","0714","","03","High      ","N","Elmbrook","","High School Type/ PreK-12","All Races","Both Genders",2657,8,"0.3010914500                  ",0,"0.0000000000                  ",29,"1.0914565200                  ",2620,"98.6074520100                 "
"2000","32871","01","0714","","03","El/Sec    ","N","Elmbrook","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2000","32871","01","0714","","03","Summary   ","N","Elmbrook","","Grades PreK-12","All Races","Both Genders",7449,21,"0.2819170300                  ",38,"0.5101355800                  ",93,"1.2484897300                  ",7297,"97.9594576400                 "
"2000","30951","01","0714","0020","04","High      ","N","Elmbrook","Central Hi","Grades PreK-12","All Races","Both Genders",1308,4,"0.3058103900                  ",0,"0.0000000000                  ",12,"0.9174311900                  ",1292,"98.7767584000                 "
"2000","30918","01","0714","0040","04","Elem      ","N","Elmbrook","Brookfield El","Grades PreK-12","All Races","Both Genders",429,1,"0.2331002300                  ",1,"0.2331002300                  ",7,"1.6317016300                  ",420,"97.9020979000                 "
"2000","30952","01","0714","0060","04","High      ","N","Elmbrook","East Hi","Grades PreK-12","All Races","Both Genders",1266,4,"0.3159557600                  ",0,"0.0000000000                  ",17,"1.3428120000                  ",1245,"98.3412322200                 "
"2000","30953","01","0714","0080","04","Elem      ","N","Elmbrook","Burleigh El","Grades PreK-12","All Races","Both Genders",774,1,"0.1291989600                  ",9,"1.1627906900                  ",19,"2.4547803600                  ",745,"96.2532299700                 "
"2000","30954","01","0714","0100","04","Elem      ","N","Elmbrook","Dixon El","Grades PreK-12","All Races","Both Genders",424,1,"0.2358490500                  ",2,"0.4716981100                  ",1,"0.2358490500                  ",420,"99.0566037700                 "
"2000","30829","01","0714","0150","04","Mid/Jr Hi ","N","Elmbrook","Pilgrim Park Mid","Grades PreK-12","All Races","Both Genders",818,1,"0.1222493800                  ",8,"0.9779951100                  ",4,"0.4889975500                  ",805,"98.4107579400                 "
"2000","30919","01","0714","0160","04","High      ","N","Elmbrook","Fairview South","Grades PreK-12","All Races","Both Genders",83,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",83,"100.0000000000                "
"2000","30920","01","0714","0170","04","Elem      ","N","Elmbrook","Hillside El","Grades PreK-12","All Races","Both Genders",387,0,"0.0000000000                  ",0,"0.0000000000                  ",7,"1.8087855200                  ",380,"98.1912144700                 "
"2000","32787","01","0714","0190","04","Elem      ","N","Elmbrook","Swanson El","Grades PreK-12","All Races","Both Genders",647,6,"0.9273570300                  ",9,"1.3910355400                  ",12,"1.8547140600                  ",620,"95.8268933500                 "
"2000","30830","01","0714","0250","04","Elem      ","N","Elmbrook","Tonawanda El","Grades PreK-12","All Races","Both Genders",404,2,"0.4950495000                  ",5,"1.2376237600                  ",3,"0.7425742500                  ",394,"97.5247524700                 "
"2000","30921","01","0714","0270","04","Mid/Jr Hi ","N","Elmbrook","Wisconsin Hills Mid","Grades PreK-12","All Races","Both Genders",909,1,"0.1100110000                  ",4,"0.4400440000                  ",11,"1.2101210100                  ",893,"98.2398239800                 "
"2000","33067","01","0721","","03","Elem      ","N","Brown Deer","","Elementary School Type/ Prek-12","All Races","Both Genders",591,4,"0.6768189500                  ",8,"1.3536379000                  ",26,"4.3993231800                  ",553,"93.5702199600                 "
"2000","33067","01","0721","","03","Mid/Jr Hi ","N","Brown Deer","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",572,0,"0.0000000000                  ",0,"0.0000000000                  ",4,"0.6993006900                  ",568,"99.3006993000                 "
"2000","33067","01","0721","","03","High      ","N","Brown Deer","","High School Type/ PreK-12","All Races","Both Genders",580,1,"0.1724137900                  ",0,"0.0000000000                  ",7,"1.2068965500                  ",572,"98.6206896500                 "
"2000","33067","01","0721","","03","El/Sec    ","N","Brown Deer","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",,"--                            "
"2000","33067","01","0721","","03","Summary   ","N","Brown Deer","","Grades PreK-12","All Races","Both Genders",1743,5,"0.2868617300                  ",8,"0.4589787700                  ",37,"2.1227768200                  ",1693,"97.1313826700                 "
"2000","31920","01","0721","0040","04","High      ","N","Brown Deer","Brown Deer Hi","Grades PreK-12","All Races","Both Genders",580,1,"0.1724137900                  ",0,"0.0000000000                  ",7,"1.2068965500                  ",572,"98.6206896500                 "
"2000","31921","01","0721","0060","04","Mid/Jr Hi ","N","Brown Deer","Brown Deer Mid","Grades PreK-12","All Races","Both Genders",572,0,"0.0000000000                  ",0,"0.0000000000                  ",4,"0.6993006900                  ",568,"99.3006993000                 "
"2000","31922","01","0721","0080","04","Elem      ","N","Brown Deer","Dean El","Grades PreK-12","All Races","Both Genders",337,3,"0.8902077100                  ",3,"0.8902077100                  ",12,"3.5608308600                  ",319,"94.6587537000                 "
"2000","31923","01","0721","0090","04","Elem      ","N","Brown Deer","Algonquin El","Grades PreK-12","All Races","Both Genders",254,1,"0.3937007800                  ",5,"1.9685039300                  ",14,"5.5118110200                  ",234,"92.1259842500                 "
"2000","32873","01","1015","","03","Elem      ","N","Cedarburg","","Elementary School Type/ Prek-12","All Races","Both Genders",1207,0,"0.0000000000                  ",0,"0.0000000000                  ",2,"0.1657000800                  ",1205,"99.8342999100                 "
"2000","32873","01","1015","","03","Mid/Jr Hi ","N","Cedarburg","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",654,0,"0.0000000000                  ",0,"0.0000000000                  ",2,"0.3058103900                  ",652,"99.6941896000                 "
