"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2004","66047","12","0170","","03","High Schools","N","Ashland","","PreK-12","809                           ","115                           ","14.215000                     ","694                           ","85.784900                     "
"2004","66047","12","0170","","03","Mid/Jr Hi Schools","N","Ashland","","PreK-12","896                           ","123                           ","13.727600                     ","773                           ","86.272300                     "
"2004","66047","12","0170","","03","Elem. Schools","N","Ashland","","PreK-12","581                           ","57                            ","9.810600                      ","524                           ","90.189300                     "
"2004","66047","12","0170","","03","El/Sec Combined Schls","N","Ashland","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66060","12","0170","0020","04","High Schools","N","Ashland","Ashland Hi","PreK-12","809                           ","115                           ","14.215000                     ","694                           ","85.784900                     "
"2004","66061","12","0170","0030","04","Mid/Jr Hi Schools","N","Ashland","Ashland Mid","PreK-12","492                           ","76                            ","15.447100                     ","416                           ","84.552800                     "
"2004","66062","12","0170","0060","04","Mid/Jr Hi Schools","N","Ashland","Lake Superior Intermediate","PreK-12","404                           ","47                            ","11.633600                     ","357                           ","88.366300                     "
"2004","66044","12","0170","0080","04","Elem. Schools","N","Ashland","Lake Superior Primary","PreK-12","412                           ","53                            ","12.864000                     ","359                           ","87.135900                     "
"2004","66045","12","0170","0120","04","Elem. Schools","N","Ashland","Marengo Valley El","PreK-12","169                           ","4                             ","2.366800                      ","165                           ","97.633100                     "
"2004","66027","12","0315","","03","El/Sec Combined Schls","N","Bayfield","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66027","12","0315","","03","Elem. Schools","N","Bayfield","","PreK-12","223                           ","46                            ","20.627800                     ","177                           ","79.372100                     "
"2004","66027","12","0315","","03","Mid/Jr Hi Schools","N","Bayfield","","PreK-12","111                           ","9                             ","8.108100                      ","102                           ","91.891800                     "
"2004","66027","12","0315","","03","High Schools","N","Bayfield","","PreK-12","160                           ","27                            ","16.875000                     ","133                           ","83.125000                     "
"2004","66043","12","0315","0020","04","Elem. Schools","N","Bayfield","Bayfield El","PreK-12","201                           ","42                            ","20.895500                     ","159                           ","79.104400                     "
"2004","66025","12","0315","0030","04","Mid/Jr Hi Schools","N","Bayfield","Bayfield Mid","PreK-12","111                           ","9                             ","8.108100                      ","102                           ","91.891800                     "
"2004","66026","12","0315","0040","04","High Schools","N","Bayfield","Bayfield Hi","PreK-12","160                           ","27                            ","16.875000                     ","133                           ","83.125000                     "
"2004","65980","12","0315","0060","04","Elem. Schools","N","Bayfield","La Pointe El","PreK-12","22                            ","4                             ","18.181800                     ","18                            ","81.818100                     "
"2004","66491","12","0840","","03","High Schools","N","Butternut","","PreK-12","119                           ","19                            ","15.966300                     ","100                           ","84.033600                     "
"2004","66491","12","0840","","03","Mid/Jr Hi Schools","N","Butternut","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66491","12","0840","","03","Elem. Schools","N","Butternut","","PreK-12","68                            ","31                            ","45.588200                     ","37                            ","54.411700                     "
"2004","66491","12","0840","","03","El/Sec Combined Schls","N","Butternut","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66489","12","0840","0020","04","Elem. Schools","N","Butternut","Butternut El","PreK-12","68                            ","31                            ","45.588200                     ","37                            ","54.411700                     "
"2004","66490","12","0840","0040","04","High Schools","N","Butternut","Butternut Hi","PreK-12","119                           ","19                            ","15.966300                     ","100                           ","84.033600                     "
"2004","66010","12","1491","","03","El/Sec Combined Schls","N","Drummond Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66010","12","1491","","03","Elem. Schools","N","Drummond Area","","PreK-12","283                           ","36                            ","12.720800                     ","247                           ","87.279100                     "
"2004","66010","12","1491","","03","Mid/Jr Hi Schools","N","Drummond Area","","PreK-12","99                            ","9                             ","9.090900                      ","90                            ","90.909000                     "
"2004","66010","12","1491","","03","High Schools","N","Drummond Area","","PreK-12","179                           ","20                            ","11.173100                     ","159                           ","88.826800                     "
