"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2006","05927","02","0063","","03","High Schools","N","Albany","","PreK-12","139                           ","15                            ","10.791300                     ","124                           ","89.208600                     "
"2006","05927","02","0063","","03","Mid/Jr Hi Schools","N","Albany","","PreK-12","90                            ","19                            ","21.111100                     ","71                            ","78.888800                     "
"2006","05927","02","0063","","03","Elem. Schools","N","Albany","","PreK-12","204                           ","23                            ","11.274500                     ","181                           ","88.725400                     "
"2006","05927","02","0063","","03","El/Sec Combined Schls","N","Albany","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","05922","02","0063","0020","04","Elem. Schools","N","Albany","Albany Elementary","PreK-12","204                           ","23                            ","11.274500                     ","181                           ","88.725400                     "
"2006","05923","02","0063","0040","04","High Schools","N","Albany","Albany High","PreK-12","139                           ","15                            ","10.791300                     ","124                           ","89.208600                     "
"2006","05924","02","0063","0060","04","Mid/Jr Hi Schools","N","Albany","Albany Middle","PreK-12","90                            ","19                            ","21.111100                     ","71                            ","78.888800                     "
"2006","06000","02","0350","","03","High Schools","N","Belleville","","PreK-12","307                           ","50                            ","16.286600                     ","257                           ","83.713300                     "
"2006","06000","02","0350","","03","Mid/Jr Hi Schools","N","Belleville","","PreK-12","140                           ","17                            ","12.142800                     ","123                           ","87.857100                     "
"2006","06000","02","0350","","03","El/Sec Combined Schls","N","Belleville","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","06000","02","0350","","03","Elem. Schools","N","Belleville","","PreK-12","486                           ","72                            ","14.814800                     ","414                           ","85.185100                     "
"2006","05993","02","0350","0020","04","Elem. Schools","N","Belleville","Belleville Elementary","PreK-12","163                           ","30                            ","18.404900                     ","133                           ","81.595000                     "
"2006","05994","02","0350","0040","04","High Schools","N","Belleville","Belleville High","PreK-12","307                           ","50                            ","16.286600                     ","257                           ","83.713300                     "
"2006","05995","02","0350","0060","04","Mid/Jr Hi Schools","N","Belleville","Belleville Middle","PreK-12","140                           ","17                            ","12.142800                     ","123                           ","87.857100                     "
"2006","39540","02","0350","0100","04","Elem. Schools","N","Belleville","Belleville Intermediate","PreK-12","323                           ","42                            ","13.003000                     ","281                           ","86.996900                     "
"2006","06066","02","0413","","03","High Schools","N","Beloit","","PreK-12","2095                          ","381                           ","18.186100                     ","1714                          ","81.813800                     "
"2006","06066","02","0413","","03","Mid/Jr Hi Schools","N","Beloit","","PreK-12","1622                          ","332                           ","20.468500                     ","1290                          ","79.531400                     "
"2006","06066","02","0413","","03","Elem. Schools","N","Beloit","","PreK-12","3409                          ","605                           ","17.747100                     ","2804                          ","82.252800                     "
"2006","06066","02","0413","","03","El/Sec Combined Schls","N","Beloit","","PreK-12","43                            ","0                             ","0.000000                      ","43                            ","100.000000                    "
"2006","06033","02","0413","0020","04","Mid/Jr Hi Schools","N","Beloit","Aldrich Middle","PreK-12","773                           ","179                           ","23.156500                     ","594                           ","76.843400                     "
"2006","06034","02","0413","0040","04","Elem. Schools","N","Beloit","Burdge Elementary","PreK-12","192                           ","49                            ","25.520800                     ","143                           ","74.479100                     "
"2006","06035","02","0413","0060","04","Elem. Schools","N","Beloit","Converse Elementary","PreK-12","332                           ","52                            ","15.662600                     ","280                           ","84.337300                     "
"2006","06036","02","0413","0080","04","Elem. Schools","N","Beloit","Cunningham Elementary","PreK-12","262                           ","60                            ","22.900700                     ","202                           ","77.099200                     "
"2006","06037","02","0413","0097","04","El/Sec Combined Schls","N","Beloit","Kolak Education Center","PreK-12","43                            ","0                             ","0.000000                      ","43                            ","100.000000                    "
"2006","06038","02","0413","0110","04","Elem. Schools","N","Beloit","Gaston Elementary","PreK-12","316                           ","47                            ","14.873400                     ","269                           ","85.126500                     "
"2006","06039","02","0413","0120","04","Elem. Schools","N","Beloit","Hackett Elementary","PreK-12","356                           ","70                            ","19.662900                     ","286                           ","80.337000                     "
"2006","06040","02","0413","0160","04","Elem. Schools","N","Beloit","McLenegan Elementary","PreK-12","240                           ","64                            ","26.666600                     ","176                           ","73.333300                     "
"2006","06041","02","0413","0180","04","Mid/Jr Hi Schools","N","Beloit","McNeel Middle","PreK-12","817                           ","149                           ","18.237400                     ","668                           ","81.762500                     "
"2006","06042","02","0413","0200","04","High Schools","N","Beloit","Memorial High","PreK-12","2095                          ","381                           ","18.186100                     ","1714                          ","81.813800                     "
"2006","06043","02","0413","0210","04","Elem. Schools","N","Beloit","Merrill Elementary","PreK-12","263                           ","32                            ","12.167300                     ","231                           ","87.832600                     "
"2006","06044","02","0413","0240","04","Elem. Schools","N","Beloit","Morgan Elementary","PreK-12","277                           ","42                            ","15.162400                     ","235                           ","84.837500                     "
"2006","06045","02","0413","0260","04","Elem. Schools","N","Beloit","Robinson Elementary","PreK-12","311                           ","52                            ","16.720200                     ","259                           ","83.279700                     "
"2006","72502","02","0413","0280","04","Mid/Jr Hi Schools","Y","Beloit","Synectics Charter School","PreK-12","32                            ","4                             ","12.500000                     ","28                            ","87.500000                     "
"2006","06046","02","0413","0300","04","Elem. Schools","N","Beloit","Royce Elementary","PreK-12","314                           ","58                            ","18.471300                     ","256                           ","81.528600                     "
"2006","06047","02","0413","0320","04","Elem. Schools","N","Beloit","Todd Elementary","PreK-12","298                           ","47                            ","15.771800                     ","251                           ","84.228100                     "
"2006","06048","02","0413","0360","04","Elem. Schools","N","Beloit","Wright Elementary","PreK-12","248                           ","32                            ","12.903200                     ","216                           ","87.096700                     "
"2006","06067","02","0422","","03","High Schools","N","Beloit Turner","","PreK-12","385                           ","41                            ","10.649300                     ","344                           ","89.350600                     "
"2006","06067","02","0422","","03","Mid/Jr Hi Schools","N","Beloit Turner","","PreK-12","292                           ","35                            ","11.986300                     ","257                           ","88.013600                     "
"2006","06067","02","0422","","03","El/Sec Combined Schls","N","Beloit Turner","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","06067","02","0422","","03","Elem. Schools","N","Beloit Turner","","PreK-12","574                           ","83                            ","14.459900                     ","491                           ","85.540000                     "
"2006","06049","02","0422","0020","04","High Schools","N","Beloit Turner","Turner High","PreK-12","385                           ","41                            ","10.649300                     ","344                           ","89.350600                     "
"2006","06050","02","0422","0060","04","Elem. Schools","N","Beloit Turner","Powers Elementary","PreK-12","290                           ","52                            ","17.931000                     ","238                           ","82.068900                     "
"2006","06051","02","0422","0100","04","Elem. Schools","N","Beloit Turner","Townview Elementary","PreK-12","284                           ","31                            ","10.915400                     ","253                           ","89.084500                     "
"2006","06052","02","0422","0120","04","Mid/Jr Hi Schools","N","Beloit Turner","Turner Middle","PreK-12","292                           ","35                            ","11.986300                     ","257                           ","88.013600                     "
"2006","06920","02","0469","","03","High Schools","N","Wisconsin Heights","","PreK-12","374                           ","51                            ","13.636300                     ","323                           ","86.363600                     "
"2006","06920","02","0469","","03","Mid/Jr Hi Schools","N","Wisconsin Heights","","PreK-12","226                           ","21                            ","9.292000                      ","205                           ","90.707900                     "
"2006","06920","02","0469","","03","Elem. Schools","N","Wisconsin Heights","","PreK-12","363                           ","68                            ","18.732700                     ","295                           ","81.267200                     "
"2006","06920","02","0469","","03","El/Sec Combined Schls","N","Wisconsin Heights","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","06154","02","0469","0020","04","Elem. Schools","N","Wisconsin Heights","Black Earth Elementary","PreK-12","154                           ","31                            ","20.129800                     ","123                           ","79.870100                     "
"2006","06916","02","0469","0040","04","Elem. Schools","N","Wisconsin Heights","Mazomanie Elementary","PreK-12","209                           ","37                            ","17.703300                     ","172                           ","82.296600                     "
"2006","06917","02","0469","0060","04","High Schools","N","Wisconsin Heights","Wisconsin Heights High","PreK-12","374                           ","51                            ","13.636300                     ","323                           ","86.363600                     "
"2006","26957","02","0469","0080","04","Mid/Jr Hi Schools","N","Wisconsin Heights","Wisconsin Heights Middle","PreK-12","226                           ","21                            ","9.292000                      ","205                           ","90.707900                     "
"2006","03057","02","0657","","03","High Schools","N","Brighton #1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","03057","02","0657","","03","Mid/Jr Hi Schools","N","Brighton #1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","03057","02","0657","","03","El/Sec Combined Schls","N","Brighton #1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","03057","02","0657","","03","Elem. Schools","N","Brighton #1","","PreK-12","205                           ","22                            ","10.731700                     ","183                           ","89.268200                     "
"2006","03051","02","0657","0020","04","Elem. Schools","N","Brighton #1","Brighton Elementary","PreK-12","205                           ","22                            ","10.731700                     ","183                           ","89.268200                     "
"2006","02572","02","0665","","03","High Schools","N","Bristol #1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","02572","02","0665","","03","Mid/Jr Hi Schools","N","Bristol #1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","02572","02","0665","","03","Elem. Schools","N","Bristol #1","","PreK-12","576                           ","62                            ","10.763800                     ","514                           ","89.236100                     "
"2006","02572","02","0665","","03","El/Sec Combined Schls","N","Bristol #1","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","02566","02","0665","0020","04","Elem. Schools","N","Bristol #1","Bristol Elementary","PreK-12","576                           ","62                            ","10.763800                     ","514                           ","89.236100                     "
"2006","06201","02","0700","","03","High Schools","N","Brodhead","","PreK-12","424                           ","56                            ","13.207500                     ","368                           ","86.792400                     "
"2006","06201","02","0700","","03","Mid/Jr Hi Schools","N","Brodhead","","PreK-12","306                           ","43                            ","14.052200                     ","263                           ","85.947700                     "
"2006","06201","02","0700","","03","El/Sec Combined Schls","N","Brodhead","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","06201","02","0700","","03","Elem. Schools","N","Brodhead","","PreK-12","478                           ","93                            ","19.456000                     ","385                           ","80.543900                     "
"2006","06194","02","0700","0020","04","Elem. Schools","N","Brodhead","Ronald R Albrecht Elementary","PreK-12","478                           ","93                            ","19.456000                     ","385                           ","80.543900                     "
"2006","06195","02","0700","0040","04","High Schools","N","Brodhead","Brodhead High","PreK-12","424                           ","56                            ","13.207500                     ","368                           ","86.792400                     "
"2006","06196","02","0700","0060","04","Mid/Jr Hi Schools","N","Brodhead","Brodhead Middle","PreK-12","306                           ","43                            ","14.052200                     ","263                           ","85.947700                     "
"2006","02602","02","0777","","03","High Schools","N","Burlington Area","","PreK-12","1350                          ","167                           ","12.370300                     ","1183                          ","87.629600                     "
"2006","02602","02","0777","","03","Mid/Jr Hi Schools","N","Burlington Area","","PreK-12","607                           ","89                            ","14.662200                     ","518                           ","85.337700                     "
"2006","02602","02","0777","","03","Elem. Schools","N","Burlington Area","","PreK-12","1702                          ","242                           ","14.218500                     ","1460                          ","85.781400                     "
"2006","02602","02","0777","","03","El/Sec Combined Schls","N","Burlington Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2006","02584","02","0777","0020","04","High Schools","N","Burlington Area","Burlington High","PreK-12","1350                          ","167                           ","12.370300                     ","1183                          ","87.629600                     "
"2006","02585","02","0777","0040","04","Mid/Jr Hi Schools","N","Burlington Area","Nettie E Karcher School","PreK-12","607                           ","89                            ","14.662200                     ","518                           ","85.337700                     "
"2006","02586","02","0777","0060","04","Elem. Schools","N","Burlington Area","Cooper Elementary","PreK-12","333                           ","45                            ","13.513500                     ","288                           ","86.486400                     "
