"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_K-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2005","79187","12","0170","","03","High Schools","N","Ashland","","High Schools","809",376,46.477100,433,53.522800,160,19.777500,9,1.112400,3,.370800,3,.370800,634,78.368300
"2005","79187","12","0170","","03","Mid/Jr Hi Schools","N","Ashland","","Mid/Jr Hi Schools","897",429,47.826000,468,52.173900,209,23.299800,6,.668800,3,.334400,2,.222900,677,75.473800
"2005","79187","12","0170","","03","Elem. Schools","N","Ashland","","Elem. Schools","551",273,49.546200,278,50.453700,104,18.874700,7,1.270400,4,.725900,3,.544400,433,78.584300
"2005","79187","12","0170","","03","El/Sec Combined Schls","N","Ashland","","El/Sec Combined Schls","0",,.000000,,.000000,,.000000,,.000000,,.000000,,.000000,,.000000
"2005","79187","12","0170","","03","Summary","N","Ashland","","Summary","2257",1078,47.762500,1179,52.237400,473,20.957000,22,.974700,10,.443000,8,.354400,1744,77.270700
"2005","75661","12","0170","0020","04","High Schools","N","Ashland","Ashland High","High Schools","809",376,46.477100,433,53.522800,160,19.777500,9,1.112400,3,.370800,3,.370800,634,78.368300
"2005","75662","12","0170","0030","04","Mid/Jr Hi Schools","N","Ashland","Ashland Middle","Mid/Jr Hi Schools","479",226,47.181600,253,52.818300,101,21.085500,2,.417500,1,.208700,1,.208700,374,78.079300
"2005","79189","12","0170","0060","04","Mid/Jr Hi Schools","N","Ashland","Lake Superior Intermediate","Mid/Jr Hi Schools","418",203,48.564500,215,51.435400,108,25.837300,4,.956900,2,.478400,1,.239200,303,72.488000
"2005","75647","12","0170","0080","04","Elem. Schools","N","Ashland","Lake Superior Primary","Elem. Schools","403",200,49.627700,203,50.372200,104,25.806400,6,1.488800,4,.992500,3,.744400,286,70.967700
"2005","75648","12","0170","0120","04","Elem. Schools","N","Ashland","Marengo Valley Elementary","Elem. Schools","148",73,49.324300,75,50.675600,0,.000000,1,.675600,0,.000000,0,.000000,147,99.324300
"2005","75633","12","0315","","03","High Schools","N","Bayfield","","High Schools","155",76,49.032200,79,50.967700,93,60.000000,1,.645100,0,.000000,0,.000000,61,39.354800
"2005","75633","12","0315","","03","Mid/Jr Hi Schools","N","Bayfield","","Mid/Jr Hi Schools","114",59,51.754300,55,48.245600,89,78.070100,0,.000000,0,.000000,0,.000000,25,21.929800
"2005","75633","12","0315","","03","Elem. Schools","N","Bayfield","","Elem. Schools","202",108,53.465300,94,46.534600,143,70.792000,0,.000000,0,.000000,2,.990000,57,28.217800
