"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2003","53574","08","0602","","03","High Schools","N","Bonduel","","PreK-12","342                           ","36                            ","10.526300                     ","306                           ","89.473600                     "
"2003","53574","08","0602","","03","Mid/Jr Hi Schools","N","Bonduel","","PreK-12","207                           ","35                            ","16.908200                     ","172                           ","83.091700                     "
"2003","53574","08","0602","","03","Elem. Schools","N","Bonduel","","PreK-12","340                           ","55                            ","16.176400                     ","285                           ","83.823500                     "
"2003","53574","08","0602","","03","El/Sec Combined Schls","N","Bonduel","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","51922","08","0602","0020","04","Elem. Schools","N","Bonduel","Bonduel El","PreK-12","234                           ","41                            ","17.521300                     ","193                           ","82.478600                     "
"2003","51923","08","0602","0021","04","Mid/Jr Hi Schools","N","Bonduel","Bonduel Mid","PreK-12","207                           ","35                            ","16.908200                     ","172                           ","83.091700                     "
"2003","54571","08","0602","0040","04","High Schools","N","Bonduel","Bonduel Hi","PreK-12","342                           ","36                            ","10.526300                     ","306                           ","89.473600                     "
"2003","52648","08","0602","0060","04","Elem. Schools","N","Bonduel","Cecil El","PreK-12","54                            ","11                            ","20.370300                     ","43                            ","79.629600                     "
"2003","51924","08","0602","0080","04","Elem. Schools","N","Bonduel","Navarino El","PreK-12","52                            ","3                             ","5.769200                      ","49                            ","94.230700                     "
"2003","53398","08","0623","","03","El/Sec Combined Schls","N","Bowler","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53398","08","0623","","03","Elem. Schools","N","Bowler","","PreK-12","276                           ","68                            ","24.637600                     ","208                           ","75.362300                     "
"2003","53398","08","0623","","03","Mid/Jr Hi Schools","N","Bowler","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","53398","08","0623","","03","High Schools","N","Bowler","","PreK-12","251                           ","37                            ","14.741000                     ","214                           ","85.258900                     "
"2003","52006","08","0623","0020","04","Elem. Schools","N","Bowler","Bowler El","PreK-12","276                           ","68                            ","24.637600                     ","208                           ","75.362300                     "
"2003","52007","08","0623","0040","04","High Schools","N","Bowler","Bowler Hi","PreK-12","251                           ","37                            ","14.741000                     ","214                           ","85.258900                     "
"2003","53455","08","1141","","03","High Schools","N","Clintonville","","PreK-12","627                           ","60                            ","9.569300                      ","567                           ","90.430600                     "
"2003","53455","08","1141","","03","Mid/Jr Hi Schools","N","Clintonville","","PreK-12","405                           ","43                            ","10.617200                     ","362                           ","89.382700                     "
"2003","53455","08","1141","","03","Elem. Schools","N","Clintonville","","PreK-12","584                           ","106                           ","18.150600                     ","478                           ","81.849300                     "
"2003","53455","08","1141","","03","El/Sec Combined Schls","N","Clintonville","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2003","50211","08","1141","0015","04","Elem. Schools","N","Clintonville","Bear Creek El","PreK-12","77                            ","13                            ","16.883100                     ","64                            ","83.116800                     "
"2003","50212","08","1141","0020","04","Mid/Jr Hi Schools","N","Clintonville","Clintonville Mid","PreK-12","405                           ","43                            ","10.617200                     ","362                           ","89.382700                     "
"2003","50213","08","1141","0040","04","High Schools","N","Clintonville","Clintonville Hi","PreK-12","627                           ","60                            ","9.569300                      ","567                           ","90.430600                     "
"2003","50214","08","1141","0060","04","Elem. Schools","N","Clintonville","Dellwood El","PreK-12","94                            ","35                            ","37.234000                     ","59                            ","62.765900                     "
"2003","50215","08","1141","0100","04","Elem. Schools","N","Clintonville","Longfellow El","PreK-12","413                           ","58                            ","14.043500                     ","355                           ","85.956400                     "
"2003","54682","08","1141","9408","4C","High Schools","Y","Clintonville","Waupaca County Charter","PreK-12","1                             ","*                             ","*                             ","*                             ","*                             "
"2003","53576","08","1169","","03","El/Sec Combined Schls","N","Coleman","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
