"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_female","percent_female","number_male","percent_male","number_am_ind","percent_am_ind","number_asian","percent_asian","number_black","percent_black","number_hispanic","percent_hispanic","number_white","percent_white"
"2002","48149","05","0014","","03","Elem      ","N","Adams-Friendship Area","","Elementary School Type/ Prek-12","963",442,"45.898200                     ",521,"54.101700                     ",10,"1.038400                      ",5,"0.519200                      ",3,"0.311500                      ",35,"3.634400                      ",910,"94.496300                     "
"2002","48149","05","0014","","03","Mid/Jr Hi ","N","Adams-Friendship Area","","Middle/Junior High School Type/ Prek-12","475",224,"47.157800                     ",251,"52.842100                     ",7,"1.473600                      ",1,"0.210500                      ",3,"0.631500                      ",20,"4.210500                      ",444,"93.473600                     "
"2002","48149","05","0014","","03","High      ","N","Adams-Friendship Area","","High School Type/ PreK-12","694",326,"46.974000                     ",368,"53.025900                     ",11,"1.585000                      ",5,"0.720400                      ",4,"0.576300                      ",21,"3.025900                      ",653,"94.092200                     "
"2002","48149","05","0014","","03","El/Sec    ","N","Adams-Friendship Area","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48149","05","0014","","03","Summary   ","N","Adams-Friendship Area","","Grades PreK-12","2132",992,"46.529000                     ",1140,"53.470900                     ",28,"1.313300                      ",11,"0.515900                      ",10,"0.469000                      ",76,"3.564700                      ",2007,"94.136900                     "
"2002","46638","05","0014","0040","04","High      ","N","Adams-Friendship Area","Adams-Friendship Hi","Grades PreK-12","662",306,"46.223500                     ",356,"53.776400                     ",11,"1.661600                      ",5,"0.755200                      ",4,"0.604200                      ",21,"3.172200                      ",621,"93.806600                     "
"2002","49365","05","0014","0080","04","Elem      ","N","Adams-Friendship Area","Castle Rock El","Grades PreK-12","141",59,"41.843900                     ",82,"58.156000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",1,"0.709200                      ",140,"99.290700                     "
"2002","48027","05","0014","0130","04","Elem      ","N","Adams-Friendship Area","Adams-Friendship El","Grades PreK-12","503",236,"46.918400                     ",267,"53.081500                     ",4,"0.795200                      ",5,"0.994000                      ",2,"0.397600                      ",22,"4.373700                      ",470,"93.439300                     "
"2002","47387","05","0014","0140","04","Elem      ","N","Adams-Friendship Area","Grand Marsh El","Grades PreK-12","138",67,"48.550700                     ",71,"51.449200                     ",3,"2.173900                      ",0,"0.000000                      ",0,"0.000000                      ",10,"7.246300                      ",125,"90.579700                     "
"2002","47386","05","0014","0180","04","Elem      ","N","Adams-Friendship Area","Pine Land El","Grades PreK-12","73",31,"42.465700                     ",42,"57.534200                     ",3,"4.109500                      ",0,"0.000000                      ",0,"0.000000                      ",2,"2.739700                      ",68,"93.150600                     "
"2002","47708","05","0014","0200","04","Elem      ","N","Adams-Friendship Area","Roche A Cri El","Grades PreK-12","108",49,"45.370300                     ",59,"54.629600                     ",0,"0.000000                      ",0,"0.000000                      ",1,"0.925900                      ",0,"0.000000                      ",107,"99.074000                     "
"2002","48026","05","0014","0210","04","Mid/Jr Hi ","N","Adams-Friendship Area","Adams-Friendship Mid","Grades PreK-12","475",224,"47.157800                     ",251,"52.842100                     ",7,"1.473600                      ",1,"0.210500                      ",3,"0.631500                      ",20,"4.210500                      ",444,"93.473600                     "
"2002","49319","05","0014","0400","04","High      ","N","Adams-Friendship Area","Alternative Education School","Grades PreK-12","32",20,"62.500000                     ",12,"37.500000                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",32,"100.000000                    "
"2002","48244","05","0105","","03","Elem      ","N","Almond-Bancroft","","Elementary School Type/ Prek-12","234",99,"42.307600                     ",135,"57.692300                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",34,"14.529900                     ",200,"85.470000                     "
"2002","48244","05","0105","","03","Mid/Jr Hi ","N","Almond-Bancroft","","Middle/Junior High School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48244","05","0105","","03","High      ","N","Almond-Bancroft","","High School Type/ PreK-12","306",135,"44.117600                     ",171,"55.882300                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",35,"11.437900                     ",271,"88.562000                     "
"2002","48244","05","0105","","03","El/Sec    ","N","Almond-Bancroft","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2002","48244","05","0105","","03","Summary   ","N","Almond-Bancroft","","Grades PreK-12","540",234,"43.333300                     ",306,"56.666600                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",69,"12.777700                     ",471,"87.222200                     "
"2002","44908","05","0105","0020","04","Elem      ","N","Almond-Bancroft","Almond El","Grades PreK-12","198",83,"41.919100                     ",115,"58.080800                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",27,"13.636300                     ",171,"86.363600                     "
"2002","44909","05","0105","0040","04","High      ","N","Almond-Bancroft","Almond Hi","Grades PreK-12","306",135,"44.117600                     ",171,"55.882300                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",35,"11.437900                     ",271,"88.562000                     "
"2002","44910","05","0105","0060","04","Elem      ","N","Almond-Bancroft","Bancroft El","Grades PreK-12","36",16,"44.444400                     ",20,"55.555500                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",7,"19.444400                     ",29,"80.555500                     "
"2002","48399","05","0126","","03","Elem      ","N","Tomorrow River","","Elementary School Type/ Prek-12","386",176,"45.595800                     ",210,"54.404100                     ",0,"0.000000                      ",1,"0.259000                      ",2,"0.518100                      ",0,"0.000000                      ",383,"99.222700                     "
"2002","48399","05","0126","","03","Mid/Jr Hi ","N","Tomorrow River","","Middle/Junior High School Type/ Prek-12","195",101,"51.794800                     ",94,"48.205100                     ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",0,"0.000000                      ",195,"100.000000                    "
"2002","48399","05","0126","","03","High      ","N","Tomorrow River","","High School Type/ PreK-12","291",129,"44.329800                     ",162,"55.670100                     ",1,"0.343600                      ",2,"0.687200                      ",1,"0.343600                      ",0,"0.000000                      ",287,"98.625400                     "
"2002","48399","05","0126","","03","El/Sec    ","N","Tomorrow River","","Combined Elementary/Secondary School Type/ Prek-12","0",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
