"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","total_enrollment_prek-12","number_with_disabilities","percent_with_disabilities","number_without_disabilities","percent_without_disabilities"
"2004","66965","07","0070","","03","High Schools","N","Algoma","","PreK-12","274                           ","34                            ","12.408700                     ","240                           ","87.591200                     "
"2004","66965","07","0070","","03","Mid/Jr Hi Schools","N","Algoma","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66965","07","0070","","03","Elem. Schools","N","Algoma","","PreK-12","333                           ","62                            ","18.618600                     ","271                           ","81.381300                     "
"2004","66965","07","0070","","03","El/Sec Combined Schls","N","Algoma","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66961","07","0070","0020","04","Elem. Schools","N","Algoma","Algoma El/Mid","PreK-12","333                           ","62                            ","18.618600                     ","271                           ","81.381300                     "
"2004","66962","07","0070","0040","04","High Schools","N","Algoma","Algoma Hi","PreK-12","274                           ","34                            ","12.408700                     ","240                           ","87.591200                     "
"2004","66800","07","0182","","03","El/Sec Combined Schls","N","Ashwaubenon","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66800","07","0182","","03","Elem. Schools","N","Ashwaubenon","","PreK-12","1283                          ","201                           ","15.666400                     ","1082                          ","84.333500                     "
"2004","66800","07","0182","","03","Mid/Jr Hi Schools","N","Ashwaubenon","","PreK-12","768                           ","113                           ","14.713500                     ","655                           ","85.286400                     "
"2004","66800","07","0182","","03","High Schools","N","Ashwaubenon","","PreK-12","1071                          ","151                           ","14.098900                     ","920                           ","85.901000                     "
"2004","66823","07","0182","0020","04","High Schools","N","Ashwaubenon","Ashwaubenon Hi","PreK-12","1071                          ","151                           ","14.098900                     ","920                           ","85.901000                     "
"2004","66824","07","0182","0045","04","Mid/Jr Hi Schools","N","Ashwaubenon","Parkview Mid","PreK-12","768                           ","113                           ","14.713500                     ","655                           ","85.286400                     "
"2004","66845","07","0182","0050","04","Elem. Schools","N","Ashwaubenon","Pioneer El","PreK-12","437                           ","50                            ","11.441600                     ","387                           ","88.558300                     "
"2004","66825","07","0182","0055","04","Elem. Schools","N","Ashwaubenon","Cormier School and Early Learning","PreK-12","225                           ","48                            ","21.333300                     ","177                           ","78.666600                     "
"2004","66826","07","0182","0060","04","Elem. Schools","N","Ashwaubenon","Valley View El","PreK-12","621                           ","103                           ","16.586100                     ","518                           ","83.413800                     "
"2004","67127","07","0658","","03","High Schools","N","Brillion","","PreK-12","337                           ","46                            ","13.649800                     ","291                           ","86.350100                     "
"2004","67127","07","0658","","03","Mid/Jr Hi Schools","N","Brillion","","PreK-12","200                           ","21                            ","10.500000                     ","179                           ","89.500000                     "
"2004","67127","07","0658","","03","Elem. Schools","N","Brillion","","PreK-12","329                           ","82                            ","24.924000                     ","247                           ","75.075900                     "
"2004","67127","07","0658","","03","El/Sec Combined Schls","N","Brillion","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67122","07","0658","0020","04","Elem. Schools","N","Brillion","Brillion El","PreK-12","329                           ","82                            ","24.924000                     ","247                           ","75.075900                     "
"2004","67123","07","0658","0021","04","Mid/Jr Hi Schools","N","Brillion","Brillion Mid","PreK-12","200                           ","21                            ","10.500000                     ","179                           ","89.500000                     "
"2004","67124","07","0658","0040","04","High Schools","N","Brillion","Brillion Hi","PreK-12","337                           ","46                            ","13.649800                     ","291                           ","86.350100                     "
"2004","68870","07","1029","","03","El/Sec Combined Schls","N","Cedar Grove-Belgium Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","68870","07","1029","","03","Elem. Schools","N","Cedar Grove-Belgium Area","","PreK-12","422                           ","50                            ","11.848300                     ","372                           ","88.151600                     "
"2004","68870","07","1029","","03","Mid/Jr Hi Schools","N","Cedar Grove-Belgium Area","","PreK-12","294                           ","30                            ","10.204000                     ","264                           ","89.795900                     "
"2004","68870","07","1029","","03","High Schools","N","Cedar Grove-Belgium Area","","PreK-12","298                           ","24                            ","8.053600                      ","274                           ","91.946300                     "
"2004","68868","07","1029","0020","04","Elem. Schools","N","Cedar Grove-Belgium Area","Cedar Grove El","PreK-12","422                           ","50                            ","11.848300                     ","372                           ","88.151600                     "
"2004","68869","07","1029","0040","04","High Schools","N","Cedar Grove-Belgium Area","Cedar Grove Hi","PreK-12","298                           ","24                            ","8.053600                      ","274                           ","91.946300                     "
"2004","65421","07","1029","0200","04","Mid/Jr Hi Schools","N","Cedar Grove-Belgium Area","Cedar Grove Mid","PreK-12","294                           ","30                            ","10.204000                     ","264                           ","89.795900                     "
"2004","68876","07","1085","","03","High Schools","N","Chilton","","PreK-12","462                           ","68                            ","14.718600                     ","394                           ","85.281300                     "
"2004","68876","07","1085","","03","Mid/Jr Hi Schools","N","Chilton","","PreK-12","384                           ","47                            ","12.239500                     ","337                           ","87.760400                     "
"2004","68876","07","1085","","03","Elem. Schools","N","Chilton","","PreK-12","414                           ","90                            ","21.739100                     ","324                           ","78.260800                     "
"2004","68876","07","1085","","03","El/Sec Combined Schls","N","Chilton","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","68871","07","1085","0020","04","Elem. Schools","N","Chilton","Chilton El","PreK-12","414                           ","90                            ","21.739100                     ","324                           ","78.260800                     "
"2004","68872","07","1085","0030","04","Mid/Jr Hi Schools","N","Chilton","Chilton Mid","PreK-12","384                           ","47                            ","12.239500                     ","337                           ","87.760400                     "
"2004","68873","07","1085","0040","04","High Schools","N","Chilton","Chilton Hi","PreK-12","462                           ","68                            ","14.718600                     ","394                           ","85.281300                     "
"2004","66938","07","1407","","03","El/Sec Combined Schls","N","Denmark","","PreK-12","8                             ","4                             ","50.000000                     ","4                             ","50.000000                     "
"2004","66938","07","1407","","03","Elem. Schools","N","Denmark","","PreK-12","712                           ","101                           ","14.185300                     ","611                           ","85.814600                     "
"2004","66938","07","1407","","03","Mid/Jr Hi Schools","N","Denmark","","PreK-12","351                           ","47                            ","13.390300                     ","304                           ","86.609600                     "
"2004","66938","07","1407","","03","High Schools","N","Denmark","","PreK-12","544                           ","77                            ","14.154400                     ","467                           ","85.845500                     "
"2004","66954","07","1407","0040","04","Elem. Schools","N","Denmark","Denmark Early Childhood Ctr","PreK-12","182                           ","38                            ","20.879100                     ","144                           ","79.120800                     "
"2004","66955","07","1407","0060","04","Elem. Schools","N","Denmark","Denmark El","PreK-12","530                           ","63                            ","11.886700                     ","467                           ","88.113200                     "
"2004","66936","07","1407","0080","04","High Schools","N","Denmark","Denmark Hi","PreK-12","544                           ","77                            ","14.154400                     ","467                           ","85.845500                     "
"2004","66937","07","1407","0100","04","Mid/Jr Hi Schools","N","Denmark","Denmark Mid","PreK-12","351                           ","47                            ","13.390300                     ","304                           ","86.609600                     "
"2004","65284","07","1407","0800","04","El/Sec Combined Schls","Y","Denmark","Denmark Empowerment Charter School","PreK-12","8                             ","4                             ","50.000000                     ","4                             ","50.000000                     "
"2004","67109","07","1414","","03","High Schools","N","De Pere","","PreK-12","1027                          ","79                            ","7.692300                      ","948                           ","92.307600                     "
"2004","67109","07","1414","","03","Mid/Jr Hi Schools","N","De Pere","","PreK-12","1036                          ","83                            ","8.011500                      ","953                           ","91.988400                     "
"2004","67109","07","1414","","03","Elem. Schools","N","De Pere","","PreK-12","1203                          ","141                           ","11.720600                     ","1062                          ","88.279300                     "
"2004","67109","07","1414","","03","El/Sec Combined Schls","N","De Pere","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67119","07","1414","0020","04","High Schools","N","De Pere","De Pere Hi","PreK-12","1027                          ","79                            ","7.692300                      ","948                           ","92.307600                     "
"2004","67120","07","1414","0030","04","Mid/Jr Hi Schools","N","De Pere","De Pere Mid","PreK-12","548                           ","43                            ","7.846700                      ","505                           ","92.153200                     "
"2004","67102","07","1414","0040","04","Elem. Schools","N","De Pere","Dickinson El","PreK-12","509                           ","63                            ","12.377200                     ","446                           ","87.622700                     "
"2004","65520","07","1414","0050","04","Elem. Schools","N","De Pere","Heritage El","PreK-12","694                           ","78                            ","11.239100                     ","616                           ","88.760800                     "
"2004","65261","07","1414","0200","04","Mid/Jr Hi Schools","N","De Pere","Intermediate School","PreK-12","488                           ","40                            ","8.196700                      ","448                           ","91.803200                     "
"2004","68848","07","1631","","03","El/Sec Combined Schls","N","Elkhart Lake-Glenbeulah","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","68848","07","1631","","03","Elem. Schools","N","Elkhart Lake-Glenbeulah","","PreK-12","379                           ","57                            ","15.039500                     ","322                           ","84.960400                     "
"2004","68848","07","1631","","03","Mid/Jr Hi Schools","N","Elkhart Lake-Glenbeulah","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","68848","07","1631","","03","High Schools","N","Elkhart Lake-Glenbeulah","","PreK-12","200                           ","27                            ","13.500000                     ","173                           ","86.500000                     "
"2004","68866","07","1631","0020","04","Elem. Schools","N","Elkhart Lake-Glenbeulah","Elkhart Lake El/Mid","PreK-12","379                           ","57                            ","15.039500                     ","322                           ","84.960400                     "
"2004","68867","07","1631","0040","04","High Schools","N","Elkhart Lake-Glenbeulah","Elkhart Lake Hi","PreK-12","200                           ","27                            ","13.500000                     ","173                           ","86.500000                     "
"2004","66942","07","2114","","03","High Schools","N","Gibraltar Area","","PreK-12","214                           ","24                            ","11.214900                     ","190                           ","88.785000                     "
"2004","66942","07","2114","","03","Mid/Jr Hi Schools","N","Gibraltar Area","","PreK-12","149                           ","21                            ","14.093900                     ","128                           ","85.906000                     "
"2004","66942","07","2114","","03","Elem. Schools","N","Gibraltar Area","","PreK-12","274                           ","41                            ","14.963500                     ","233                           ","85.036400                     "
"2004","66942","07","2114","","03","El/Sec Combined Schls","N","Gibraltar Area","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66940","07","2114","0100","04","Elem. Schools","N","Gibraltar Area","Gibraltar El","PreK-12","274                           ","41                            ","14.963500                     ","233                           ","85.036400                     "
"2004","66941","07","2114","0120","04","High Schools","N","Gibraltar Area","Gibraltar Hi","PreK-12","214                           ","24                            ","11.214900                     ","190                           ","88.785000                     "
"2004","65471","07","2114","0200","04","Mid/Jr Hi Schools","N","Gibraltar Area","Gibraltar Mid","PreK-12","149                           ","21                            ","14.093900                     ","128                           ","85.906000                     "
"2004","69841","07","2114","9411","4C","High Schools","Y","Gibraltar Area","Door County Charter","PreK-12","2                             ","*                             ","*                             ","*                             ","*                             "
"2004","66801","07","2289","","03","El/Sec Combined Schls","N","Green Bay Area","","PreK-12","132                           ","105                           ","79.545400                     ","27                            ","20.454500                     "
"2004","66801","07","2289","","03","Elem. Schools","N","Green Bay Area","","PreK-12","9702                          ","1756                          ","18.099300                     ","7946                          ","81.900600                     "
"2004","66801","07","2289","","03","Mid/Jr Hi Schools","N","Green Bay Area","","PreK-12","4120                          ","785                           ","19.053300                     ","3335                          ","80.946600                     "
"2004","66801","07","2289","","03","High Schools","N","Green Bay Area","","PreK-12","6343                          ","1239                          ","19.533300                     ","5104                          ","80.466600                     "
"2004","66863","07","2289","0020","04","Elem. Schools","N","Green Bay Area","Aldo Leopold Community Sch K-8","PreK-12","401                           ","63                            ","15.710700                     ","338                           ","84.289200                     "
"2004","66806","07","2289","0030","04","Elem. Schools","N","Green Bay Area","Baird El","PreK-12","319                           ","59                            ","18.495200                     ","260                           ","81.504700                     "
"2004","65545","07","2289","0040","04","El/Sec Combined Schls","N","Green Bay Area","Bay View","PreK-12","132                           ","105                           ","79.545400                     ","27                            ","20.454500                     "
"2004","66807","07","2289","0060","04","Elem. Schools","N","Green Bay Area","Beaumont El","PreK-12","274                           ","58                            ","21.167800                     ","216                           ","78.832100                     "
"2004","66846","07","2289","0100","04","Elem. Schools","N","Green Bay Area","Chappell El","PreK-12","266                           ","77                            ","28.947300                     ","189                           ","71.052600                     "
"2004","66856","07","2289","0140","04","Elem. Schools","N","Green Bay Area","Danz El","PreK-12","430                           ","56                            ","13.023200                     ","374                           ","86.976700                     "
"2004","65375","07","2289","0160","04","Elem. Schools","N","Green Bay Area","Red Smith K-8","PreK-12","735                           ","139                           ","18.911500                     ","596                           ","81.088400                     "
"2004","66864","07","2289","0175","04","Elem. Schools","N","Green Bay Area","Doty El","PreK-12","316                           ","69                            ","21.835400                     ","247                           ","78.164500                     "
"2004","66865","07","2289","0180","04","High Schools","N","Green Bay Area","East Hi","PreK-12","1410                          ","318                           ","22.553100                     ","1092                          ","77.446800                     "
"2004","66837","07","2289","0190","04","Mid/Jr Hi Schools","N","Green Bay Area","Edison Mid","PreK-12","1201                          ","170                           ","14.154800                     ","1031                          ","85.845100                     "
"2004","66838","07","2289","0200","04","Elem. Schools","N","Green Bay Area","Eisenhower El","PreK-12","349                           ","40                            ","11.461300                     ","309                           ","88.538600                     "
"2004","66827","07","2289","0220","04","Elem. Schools","N","Green Bay Area","Elmore El","PreK-12","265                           ","42                            ","15.849000                     ","223                           ","84.150900                     "
"2004","66828","07","2289","0280","04","Elem. Schools","N","Green Bay Area","Fort Howard El","PreK-12","260                           ","46                            ","17.692300                     ","214                           ","82.307600                     "
"2004","66829","07","2289","0300","04","Mid/Jr Hi Schools","N","Green Bay Area","Franklin Mid","PreK-12","918                           ","224                           ","24.400800                     ","694                           ","75.599100                     "
"2004","66847","07","2289","0320","04","Elem. Schools","N","Green Bay Area","Howe El","PreK-12","482                           ","124                           ","25.726100                     ","358                           ","74.273800                     "
"2004","66808","07","2289","0340","04","Elem. Schools","N","Green Bay Area","Jackson El","PreK-12","344                           ","70                            ","20.348800                     ","274                           ","79.651100                     "
"2004","66830","07","2289","0360","04","Elem. Schools","N","Green Bay Area","Jefferson El","PreK-12","163                           ","36                            ","22.085800                     ","127                           ","77.914100                     "
"2004","66831","07","2289","0370","04","Elem. Schools","N","Green Bay Area","Keller El","PreK-12","362                           ","70                            ","19.337000                     ","292                           ","80.662900                     "
"2004","66809","07","2289","0380","04","Elem. Schools","N","Green Bay Area","Kennedy El","PreK-12","296                           ","80                            ","27.027000                     ","216                           ","72.972900                     "
"2004","66794","07","2289","0390","04","Elem. Schools","N","Green Bay Area","King El","PreK-12","416                           ","56                            ","13.461500                     ","360                           ","86.538400                     "
"2004","66848","07","2289","0400","04","Elem. Schools","N","Green Bay Area","Langlade El","PreK-12","369                           ","45                            ","12.195100                     ","324                           ","87.804800                     "
"2004","66832","07","2289","0420","04","Elem. Schools","N","Green Bay Area","Lincoln El","PreK-12","233                           ","57                            ","24.463500                     ","176                           ","75.536400                     "
"2004","66795","07","2289","0425","04","Mid/Jr Hi Schools","N","Green Bay Area","Lombardi Mid","PreK-12","967                           ","170                           ","17.580100                     ","797                           ","82.419800                     "
"2004","66810","07","2289","0430","04","Elem. Schools","N","Green Bay Area","MacArthur El","PreK-12","309                           ","34                            ","11.003200                     ","275                           ","88.996700                     "
"2004","66839","07","2289","0435","04","Elem. Schools","N","Green Bay Area","Martin El","PreK-12","377                           ","57                            ","15.119300                     ","320                           ","84.880600                     "
"2004","66788","07","2289","0437","04","Elem. Schools","N","Green Bay Area","McAuliffe El","PreK-12","536                           ","61                            ","11.380500                     ","475                           ","88.619400                     "
"2004","66840","07","2289","0440","04","Elem. Schools","N","Green Bay Area","Nicolet El","PreK-12","515                           ","79                            ","15.339800                     ","436                           ","84.660100                     "
"2004","66841","07","2289","0540","04","High Schools","N","Green Bay Area","Preble Hi","PreK-12","2145                          ","352                           ","16.410200                     ","1793                          ","83.589700                     "
"2004","66842","07","2289","0590","04","Elem. Schools","N","Green Bay Area","Sullivan El","PreK-12","499                           ","104                           ","20.841600                     ","395                           ","79.158300                     "
"2004","66811","07","2289","0600","04","High Schools","N","Green Bay Area","Southwest Hi","PreK-12","1487                          ","270                           ","18.157300                     ","1217                          ","81.842600                     "
"2004","66812","07","2289","0640","04","Elem. Schools","N","Green Bay Area","Tank El","PreK-12","219                           ","53                            ","24.200900                     ","166                           ","75.799000                     "
"2004","66849","07","2289","0660","04","Mid/Jr Hi Schools","N","Green Bay Area","Washington Mid","PreK-12","1034                          ","221                           ","21.373300                     ","813                           ","78.626600                     "
"2004","66850","07","2289","0680","04","Elem. Schools","N","Green Bay Area","Webster El","PreK-12","351                           ","95                            ","27.065500                     ","256                           ","72.934400                     "
"2004","66789","07","2289","0700","04","Elem. Schools","N","Green Bay Area","Wequiock El","PreK-12","166                           ","16                            ","9.638500                      ","150                           ","90.361400                     "
"2004","66833","07","2289","0720","04","High Schools","N","Green Bay Area","West Hi","PreK-12","1301                          ","299                           ","22.982300                     ","1002                          ","77.017600                     "
"2004","66790","07","2289","0730","04","Elem. Schools","N","Green Bay Area","Wilder El","PreK-12","450                           ","70                            ","15.555500                     ","380                           ","84.444400                     "
"2004","67078","07","2534","","03","High Schools","N","Hilbert","","PreK-12","219                           ","19                            ","8.675700                      ","200                           ","91.324200                     "
"2004","67078","07","2534","","03","Mid/Jr Hi Schools","N","Hilbert","","PreK-12","84                            ","13                            ","15.476100                     ","71                            ","84.523800                     "
"2004","67078","07","2534","","03","Elem. Schools","N","Hilbert","","PreK-12","214                           ","47                            ","21.962600                     ","167                           ","78.037300                     "
"2004","67078","07","2534","","03","El/Sec Combined Schls","N","Hilbert","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","67076","07","2534","0020","04","Elem. Schools","N","Hilbert","Hilbert El","PreK-12","214                           ","47                            ","21.962600                     ","167                           ","78.037300                     "
"2004","67077","07","2534","0040","04","High Schools","N","Hilbert","Hilbert Hi","PreK-12","219                           ","19                            ","8.675700                      ","200                           ","91.324200                     "
"2004","65468","07","2534","0200","04","Mid/Jr Hi Schools","N","Hilbert","Hilbert Mid","PreK-12","84                            ","13                            ","15.476100                     ","71                            ","84.523800                     "
"2004","66783","07","2604","","03","El/Sec Combined Schls","N","Howard-Suamico","","PreK-12","0                             ","*                             ","*                             ","*                             ","*                             "
"2004","66783","07","2604","","03","Elem. Schools","N","Howard-Suamico","","PreK-12","2514                          ","309                           ","12.291100                     ","2205                          ","87.708800                     "
"2004","66783","07","2604","","03","Mid/Jr Hi Schools","N","Howard-Suamico","","PreK-12","771                           ","104                           ","13.488900                     ","667                           ","86.511000                     "
"2004","66783","07","2604","","03","High Schools","N","Howard-Suamico","","PreK-12","1493                          ","164                           ","10.984500                     ","1329                          ","89.015400                     "
"2004","66796","07","2604","0020","04","High Schools","N","Howard-Suamico","Bay Port Hi","PreK-12","1493                          ","164                           ","10.984500                     ","1329                          ","89.015400                     "
"2004","66797","07","2604","0030","04","Mid/Jr Hi Schools","N","Howard-Suamico","Bay View Mid","PreK-12","771                           ","104                           ","13.488900                     ","667                           ","86.511000                     "
"2004","66779","07","2604","0040","04","Elem. Schools","N","Howard-Suamico","Forest Glen El","PreK-12","623                           ","96                            ","15.409300                     ","527                           ","84.590600                     "
"2004","66780","07","2604","0050","04","Elem. Schools","N","Howard-Suamico","Meadowbrook El","PreK-12","447                           ","67                            ","14.988800                     ","380                           ","85.011100                     "
"2004","66834","07","2604","0060","04","Elem. Schools","N","Howard-Suamico","Howard El","PreK-12","191                           ","20                            ","10.471200                     ","171                           ","89.528700                     "
"2004","66781","07","2604","0100","04","Elem. Schools","N","Howard-Suamico","Suamico El","PreK-12","508                           ","45                            ","8.858200                      ","463                           ","91.141700                     "
"2004","65347","07","2604","0110","04","Elem. Schools","N","Howard-Suamico","Lineville Intermediate Sch","PreK-12","745                           ","81                            ","10.872400                     ","664                           ","89.127500                     "
