"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_lep_spanish","percent_lep_spanish","number_lep_hmong","percent_lep_hmong","number_lep_other","percent_lep_other","number_english_proficient","percent_english_proficient"
"2006","12337","10","0007","","03","Elem      ","N","Abbotsford","","Elementary School Type/ Prek-12","All Races","Both Genders",320,41,"12.8125000000                 ",0,"0.0000000000                  ",4,"1.2500000000                  ",275,"85.9375000000                 "
"2006","12337","10","0007","","03","Mid/Jr Hi ","N","Abbotsford","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2006","12337","10","0007","","03","High      ","N","Abbotsford","","High School Type/ PreK-12","All Races","Both Genders",346,26,"7.5144508600                  ",0,"0.0000000000                  ",7,"2.0231213800                  ",313,"90.4624277400                 "
"2006","12337","10","0007","","03","El/Sec    ","N","Abbotsford","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2006","12337","10","0007","","03","Summary   ","N","Abbotsford","","Grades PreK-12","All Races","Both Genders",666,67,"10.0600600600                 ",0,"0.0000000000                  ",11,"1.6516516500                  ",588,"88.2882882800                 "
"2006","12331","10","0007","0020","04","Elem      ","N","Abbotsford","Abbotsford El","Grades PreK-12","All Races","Both Genders",320,41,"12.8125000000                 ",0,"0.0000000000                  ",4,"1.2500000000                  ",275,"85.9375000000                 "
"2006","12332","10","0007","0040","04","High      ","N","Abbotsford","Abbotsford Jr/Sr Hi","Grades PreK-12","All Races","Both Genders",346,26,"7.5144508600                  ",0,"0.0000000000                  ",7,"2.0231213800                  ",313,"90.4624277400                 "
"2006","00132","10","0007","9100","4C","Elem      ","Y","Abbotsford","Rural Virtual Academy","Grades PreK-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2006","15361","10","0112","","03","Elem      ","N","Altoona","","Elementary School Type/ Prek-12","All Races","Both Genders",548,0,"0.0000000000                  ",4,"0.7299270000                  ",2,"0.3649635000                  ",542,"98.9051094800                 "
"2006","15361","10","0112","","03","Mid/Jr Hi ","N","Altoona","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",429,0,"0.0000000000                  ",3,"0.6993006900                  ",2,"0.4662004600                  ",424,"98.8344988300                 "
"2006","15361","10","0112","","03","High      ","N","Altoona","","High School Type/ PreK-12","All Races","Both Genders",473,0,"0.0000000000                  ",7,"1.4799154300                  ",5,"1.0570824500                  ",461,"97.4630021100                 "
"2006","15361","10","0112","","03","El/Sec    ","N","Altoona","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2006","15361","10","0112","","03","Summary   ","N","Altoona","","Grades PreK-12","All Races","Both Genders",1450,0,"0.0000000000                  ",14,"0.9655172400                  ",9,"0.6206896500                  ",1427,"98.4137931000                 "
"2006","15354","10","0112","0040","04","High      ","N","Altoona","Altoona Hi","Grades PreK-12","All Races","Both Genders",473,0,"0.0000000000                  ",7,"1.4799154300                  ",5,"1.0570824500                  ",461,"97.4630021100                 "
"2006","15355","10","0112","0060","04","Mid/Jr Hi ","N","Altoona","Altoona Mid","Grades PreK-12","All Races","Both Genders",429,0,"0.0000000000                  ",3,"0.6993006900                  ",2,"0.4662004600                  ",424,"98.8344988300                 "
"2006","15356","10","0112","0080","04","Elem      ","N","Altoona","Pedersen El","Grades PreK-12","All Races","Both Genders",548,0,"0.0000000000                  ",4,"0.7299270000                  ",2,"0.3649635000                  ",542,"98.9051094800                 "
"2006","15393","10","0217","","03","Elem      ","N","Augusta","","Elementary School Type/ Prek-12","All Races","Both Genders",242,1,"0.4132231400                  ",0,"0.0000000000                  ",1,"0.4132231400                  ",240,"99.1735537100                 "
"2006","15393","10","0217","","03","Mid/Jr Hi ","N","Augusta","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",141,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.7092198500                  ",140,"99.2907801400                 "
"2006","15393","10","0217","","03","High      ","N","Augusta","","High School Type/ PreK-12","All Races","Both Genders",214,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",214,"100.0000000000                "
"2006","15393","10","0217","","03","El/Sec    ","N","Augusta","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            ",0,"--                            ",0,"--                            "
"2006","15393","10","0217","","03","Summary   ","N","Augusta","","Grades PreK-12","All Races","Both Genders",597,1,"0.1675041800                  ",0,"0.0000000000                  ",2,"0.3350083700                  ",594,"99.4974874300                 "
"2006","15386","10","0217","0020","04","Elem      ","N","Augusta","Augusta El","Grades PreK-12","All Races","Both Genders",242,1,"0.4132231400                  ",0,"0.0000000000                  ",1,"0.4132231400                  ",240,"99.1735537100                 "
"2006","15387","10","0217","0040","04","High      ","N","Augusta","Augusta Hi","Grades PreK-12","All Races","Both Genders",182,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",182,"100.0000000000                "
"2006","00067","10","0217","0200","04","Mid/Jr Hi ","N","Augusta","Augusta Mid","Grades PreK-12","All Races","Both Genders",141,0,"0.0000000000                  ",0,"0.0000000000                  ",1,"0.7092198500                  ",140,"99.2907801400                 "
"2006","00068","10","0217","0410","04","High      ","Y","Augusta","Wildlands Charter Sch","Grades PreK-12","All Races","Both Genders",32,0,"0.0000000000                  ",0,"0.0000000000                  ",0,"0.0000000000                  ",32,"100.0000000000                "
