"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2001","42993","03","0161","","03","Elem      ","N","Argyle","","Elementary School Type/ Prek-12","All Races","Both Genders",176,24,"13.6363636300                 ",152,"86.3636363600                 "
"2001","42993","03","0161","","03","Mid/Jr Hi ","N","Argyle","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","42993","03","0161","","03","High      ","N","Argyle","","High School Type/ PreK-12","All Races","Both Genders",197,32,"16.2436548200                 ",165,"83.7563451700                 "
"2001","42993","03","0161","","03","El/Sec    ","N","Argyle","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","42993","03","0161","","03","Summary   ","N","Argyle","","Grades PreK-12","All Races","Both Genders",373,56,"15.0134048200                 ",317,"84.9865951700                 "
"2001","41298","03","0161","0020","04","Elem      ","N","Argyle","Argyle El","Grades PreK-12","All Races","Both Genders",176,24,"13.6363636300                 ",152,"86.3636363600                 "
"2001","41299","03","0161","0040","04","High      ","N","Argyle","Argyle Hi","Grades PreK-12","All Races","Both Genders",197,32,"16.2436548200                 ",165,"83.7563451700                 "
"2001","42996","03","0287","","03","Elem      ","N","Barneveld","","Elementary School Type/ Prek-12","All Races","Both Genders",186,19,"10.2150537600                 ",167,"89.7849462300                 "
"2001","42996","03","0287","","03","Mid/Jr Hi ","N","Barneveld","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","42996","03","0287","","03","High      ","N","Barneveld","","High School Type/ PreK-12","All Races","Both Genders",252,29,"11.5079365000                 ",223,"88.4920634900                 "
"2001","42996","03","0287","","03","El/Sec    ","N","Barneveld","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","42996","03","0287","","03","Summary   ","N","Barneveld","","Grades PreK-12","All Races","Both Genders",438,48,"10.9589041000                 ",390,"89.0410958900                 "
"2001","41300","03","0287","0020","04","Elem      ","N","Barneveld","Barneveld El","Grades PreK-12","All Races","Both Genders",186,19,"10.2150537600                 ",167,"89.7849462300                 "
"2001","41301","03","0287","0040","04","High      ","N","Barneveld","Barneveld Hi","Grades PreK-12","All Races","Both Genders",252,29,"11.5079365000                 ",223,"88.4920634900                 "
"2001","42998","03","0364","","03","Elem      ","N","Belmont Community","","Elementary School Type/ Prek-12","All Races","Both Genders",184,23,"12.5000000000                 ",161,"87.5000000000                 "
"2001","42998","03","0364","","03","Mid/Jr Hi ","N","Belmont Community","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","42998","03","0364","","03","High      ","N","Belmont Community","","High School Type/ PreK-12","All Races","Both Genders",211,49,"23.2227488100                 ",162,"76.7772511800                 "
"2001","42998","03","0364","","03","El/Sec    ","N","Belmont Community","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2001","42998","03","0364","","03","Summary   ","N","Belmont Community","","Grades PreK-12","All Races","Both Genders",395,72,"18.2278481000                 ",323,"81.7721518900                 "
"2001","41305","03","0364","0020","04","Elem      ","N","Belmont Community","Belmont El","Grades PreK-12","All Races","Both Genders",184,23,"12.5000000000                 ",161,"87.5000000000                 "
"2001","41306","03","0364","0040","04","High      ","N","Belmont Community","Belmont Hi","Grades PreK-12","All Races","Both Genders",211,49,"23.2227488100                 ",162,"76.7772511800                 "
