"year","agency_key","CESA","district_number","school_number","agency_type","school_type","charter","district_name","school_name","grade_label","race_ethnicity","gender","enrollment_prek-12","number_eligible_for_subsidized_lunch","percent_eligible_for_subsidized_lunch","number_not_eligible_for_subsidized_lunch_or_no_data","percent_not_eligible_for_subsidized_lunch_or_no_data"
"2002","48365","08","0602","","03","Elem      ","N","Bonduel","","Elementary School Type/ Prek-12","All Races","Both Genders",330,121,"36.6666666600                 ",209,"63.3333333300                 "
"2002","48365","08","0602","","03","Mid/Jr Hi ","N","Bonduel","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",198,60,"30.3030303000                 ",138,"69.6969696900                 "
"2002","48365","08","0602","","03","High      ","N","Bonduel","","High School Type/ PreK-12","All Races","Both Genders",343,56,"16.3265306100                 ",287,"83.6734693800                 "
"2002","48365","08","0602","","03","El/Sec    ","N","Bonduel","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48365","08","0602","","03","Summary   ","N","Bonduel","","Grades PreK-12","All Races","Both Genders",871,237,"27.2101033200                 ",634,"72.7898966700                 "
"2002","46702","08","0602","0020","04","Elem      ","N","Bonduel","Bonduel El","Grades PreK-12","All Races","Both Genders",218,75,"34.4036697200                 ",143,"65.5963302700                 "
"2002","46703","08","0602","0021","04","Mid/Jr Hi ","N","Bonduel","Bonduel Mid","Grades PreK-12","All Races","Both Genders",198,60,"30.3030303000                 ",138,"69.6969696900                 "
"2002","49367","08","0602","0040","04","High      ","N","Bonduel","Bonduel Hi","Grades PreK-12","All Races","Both Genders",343,56,"16.3265306100                 ",287,"83.6734693800                 "
"2002","47434","08","0602","0060","04","Elem      ","N","Bonduel","Cecil El","Grades PreK-12","All Races","Both Genders",39,23,"58.9743589700                 ",16,"41.0256410200                 "
"2002","46704","08","0602","0080","04","Elem      ","N","Bonduel","Navarino El","Grades PreK-12","All Races","Both Genders",73,23,"31.5068493100                 ",50,"68.4931506800                 "
"2002","48189","08","0623","","03","Elem      ","N","Bowler","","Elementary School Type/ Prek-12","All Races","Both Genders",281,120,"42.7046263300                 ",161,"57.2953736600                 "
"2002","48189","08","0623","","03","Mid/Jr Hi ","N","Bowler","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48189","08","0623","","03","High      ","N","Bowler","","High School Type/ PreK-12","All Races","Both Genders",256,73,"28.5156250000                 ",183,"71.4843750000                 "
"2002","48189","08","0623","","03","El/Sec    ","N","Bowler","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
"2002","48189","08","0623","","03","Summary   ","N","Bowler","","Grades PreK-12","All Races","Both Genders",537,193,"35.9404096800                 ",344,"64.0595903100                 "
"2002","46786","08","0623","0020","04","Elem      ","N","Bowler","Bowler El","Grades PreK-12","All Races","Both Genders",281,120,"42.7046263300                 ",161,"57.2953736600                 "
"2002","46787","08","0623","0040","04","High      ","N","Bowler","Bowler Hi","Grades PreK-12","All Races","Both Genders",256,73,"28.5156250000                 ",183,"71.4843750000                 "
"2002","48246","08","1141","","03","Elem      ","N","Clintonville","","Elementary School Type/ Prek-12","All Races","Both Genders",622,262,"42.1221864900                 ",360,"57.8778135000                 "
"2002","48246","08","1141","","03","Mid/Jr Hi ","N","Clintonville","","Middle/Junior High School Type/ Prek-12","All Races","Both Genders",398,130,"32.6633165800                 ",268,"67.3366834100                 "
"2002","48246","08","1141","","03","High      ","N","Clintonville","","High School Type/ PreK-12","All Races","Both Genders",586,144,"24.5733788300                 ",442,"75.4266211600                 "
"2002","48246","08","1141","","03","El/Sec    ","N","Clintonville","","Combined Elementary/Secondary School Type/ Prek-12","All Races","Both Genders",0,0,"--                            ",0,"--                            "
